id,title,checked_link,countries,date,justify,label,source,poynter_link,social_medias,tweet_id,user_id,text,created_at,geo,place_name,coordinates,user_location,likes,retweets,followers,lang
28, india gave mexico 870000 astrazeneca vaccines against covid19,https://www.animalpolitico.com/elsabueso/vacunas-regaladas-india-mexico-rumores-desinformacion/,Mexico,2021-02-17,explanation mexican and indian officials have already responded that this is false  they were bought and paid for by the mexican government to the serum institute of india  the indian ambassador to mexico  manpreet vohra  clarified in a tweet,FALSE, Animal Político,https://www.poynter.org/?ifcn_misinformation=india-gave-mexico-870000-astrazeneca-vaccines-against-covid-19,1,_1361025614271180804,_109651819,"El embajador de India en México informa que su país ha distribuido 8 millones de vacunas a 24 países, incluyendo la… https://t.co/8uuGnmD9wQ",2021-02-14 18:52:47,None,,None,México DF,41,14,1751269,es
35, colombia is the last country in south america to start vaccination according to gustavo bolívar,https://colombiacheck.com/chequeos/colombia-no-es-el-ultimo-pais-en-iniciar-la-vacunacion-como-trino-gustavo-bolivar,Colombia,2021-02-15,explanation there are other countries that have not started immunization paraguay and uruguay  for example  have not received the first doses,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-is-the-last-country-in-south-america-to-start-vaccination-according-to-gustavo-bolivar,1,_1360952891071205389,_14831098,"Vacunación 💉 en 🌎 América  Aún no iniciaron:  🇨🇴 🇨🇺 🇸🇻 🇬🇹 🇭🇳 🇵🇾 🇺🇾 🇻🇪  Ya iniciaron, avanzan:  🇦🇷 🇧🇷 🇨🇦 🇨🇱 🇨🇷 🇺🇸  I… https://t.co/oDswjCTfcn",2021-02-14 14:03:49,None,,None,Bogotá | Madrid | El Cabanyal,582,289,57926,es
35, colombia is the last country in south america to start vaccination according to gustavo bolívar,https://colombiacheck.com/chequeos/colombia-no-es-el-ultimo-pais-en-iniciar-la-vacunacion-como-trino-gustavo-bolivar,Colombia,2021-02-15,explanation there are other countries that have not started immunization paraguay and uruguay  for example  have not received the first doses,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-is-the-last-country-in-south-america-to-start-vaccination-according-to-gustavo-bolivar,1,_1360952891071205389,_14831098,"Vacunación 💉 en 🌎 América  Aún no iniciaron:  🇨🇴 🇨🇺 🇸🇻 🇬🇹 🇭🇳 🇵🇾 🇺🇾 🇻🇪  Ya iniciaron, avanzan:  🇦🇷 🇧🇷 🇨🇦 🇨🇱 🇨🇷 🇺🇸  I… https://t.co/oDswjCTfcn",2021-02-14 14:03:49,None,,None,Bogotá | Madrid | El Cabanyal,582,289,57926,es
35, colombia is the last country in south america to start vaccination according to gustavo bolívar,https://colombiacheck.com/chequeos/colombia-no-es-el-ultimo-pais-en-iniciar-la-vacunacion-como-trino-gustavo-bolivar,Colombia,2021-02-15,explanation there are other countries that have not started immunization paraguay and uruguay  for example  have not received the first doses,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-is-the-last-country-in-south-america-to-start-vaccination-according-to-gustavo-bolivar,1,_1360703385159221252,_1252764865,¡Tremenda Noticia Venezuela! Tenemos las primeras 100 mil dosis de la vacuna Sputnik V en nuestro país. Esto es sin… https://t.co/hXiGg3gThU,2021-02-13 21:32:22,None,,None,Venezuela,4748,5201,3880099,es
35, colombia is the last country in south america to start vaccination according to gustavo bolívar,https://colombiacheck.com/chequeos/colombia-no-es-el-ultimo-pais-en-iniciar-la-vacunacion-como-trino-gustavo-bolivar,Colombia,2021-02-15,explanation there are other countries that have not started immunization paraguay and uruguay  for example  have not received the first doses,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-is-the-last-country-in-south-america-to-start-vaccination-according-to-gustavo-bolivar,1,_1326301851457892353,_1252764865,"Evaluando con objetividad el panorama mundial, estimo para Abril de 2021 pudiéramos iniciar el proceso de vacunació… https://t.co/Iyl6guIwFR",2020-11-10 23:12:57,None,,None,Venezuela,1361,2180,3880099,es
34, natália pasternak popular brazilian biologist is against any form of treatment against covid19 and is not a real biologist,https://piaui.folha.uol.com.br/lupa/2021/02/11/verificamos-natalia-pasternak/,Brazil,2021-02-11,explanation pasternak has a phd in microbiology  and she is not against any treatment  only those that are not effective against covid19,FALSE, Agência Lupa,https://www.poynter.org/?ifcn_misinformation=natalia-pasternak-popular-brazilian-biologist-is-against-any-form-of-treatment-against-covid-19-and-is-not-a-real-biologist,1,_1337378292689756164,_732774741040320512,"250 milhões para medicamentos com a mesma eficácia de balas jujuba, 85 milhões para propaganda do Agronegócio, 11 m… https://t.co/wi7VJMy7Kw",2020-12-11 12:46:46,None,,None,São Paulo-SP Brazil,4294,763,140376,pt
34, natália pasternak popular brazilian biologist is against any form of treatment against covid19 and is not a real biologist,https://piaui.folha.uol.com.br/lupa/2021/02/11/verificamos-natalia-pasternak/,Brazil,2021-02-11,explanation pasternak has a phd in microbiology  and she is not against any treatment  only those that are not effective against covid19,FALSE, Agência Lupa,https://www.poynter.org/?ifcn_misinformation=natalia-pasternak-popular-brazilian-biologist-is-against-any-form-of-treatment-against-covid-19-and-is-not-a-real-biologist,1,_1271766801047830528,_732774741040320512,"Será que agora podemos finalmente dar adeus à cloroquina, preferencialmente sem eleger uma nova droga milagrosa? já… https://t.co/gvaSTrFoZ0",2020-06-13 11:30:08,None,,None,São Paulo-SP Brazil,675,155,140376,pt
34, natália pasternak popular brazilian biologist is against any form of treatment against covid19 and is not a real biologist,https://piaui.folha.uol.com.br/lupa/2021/02/11/verificamos-natalia-pasternak/,Brazil,2021-02-11,explanation pasternak has a phd in microbiology  and she is not against any treatment  only those that are not effective against covid19,FALSE, Agência Lupa,https://www.poynter.org/?ifcn_misinformation=natalia-pasternak-popular-brazilian-biologist-is-against-any-form-of-treatment-against-covid-19-and-is-not-a-real-biologist,1,_1296879545652576257,_732774741040320512,"E se no meio da crise de financiamento d ciencia, você descobrisse que a Finep pode conceder meio milhão de reais p… https://t.co/vtuOy2eUO5",2020-08-21 18:39:13,None,,None,São Paulo-SP Brazil,256,67,140376,pt
34, natália pasternak popular brazilian biologist is against any form of treatment against covid19 and is not a real biologist,https://piaui.folha.uol.com.br/lupa/2021/02/11/verificamos-natalia-pasternak/,Brazil,2021-02-11,explanation pasternak has a phd in microbiology  and she is not against any treatment  only those that are not effective against covid19,FALSE, Agência Lupa,https://www.poynter.org/?ifcn_misinformation=natalia-pasternak-popular-brazilian-biologist-is-against-any-form-of-treatment-against-covid-19-and-is-not-a-real-biologist,1,_1296879545652576257,_732774741040320512,"E se no meio da crise de financiamento d ciencia, você descobrisse que a Finep pode conceder meio milhão de reais p… https://t.co/vtuOy2eUO5",2020-08-21 18:39:13,None,,None,São Paulo-SP Brazil,256,67,140376,pt
19, masks cause hypercapnia,https://lasillavacia.com/detector-no-los-cubrebocas-no-provocan-usuario-respire-su-propio-co2-80224,Colombia,2021-02-17,explanation with masks people do not inhale their co2,FALSE, La Silla Vacía,https://www.poynter.org/?ifcn_misinformation=masks-cause-hypercapnia,3,_1272531018994585600,_22276965,COVID-19  👉🏽 El uso prolongado de mascarillas médicas 😷--usadas correctamente--NO ❌ provoca intoxicación por dióxid… https://t.co/mrQo9JeTEQ,2020-06-15 14:06:52,None,,None,Américas,442,352,393240,es
19, masks cause hypercapnia,https://lasillavacia.com/detector-no-los-cubrebocas-no-provocan-usuario-respire-su-propio-co2-80224,Colombia,2021-02-17,explanation with masks people do not inhale their co2,FALSE, La Silla Vacía,https://www.poynter.org/?ifcn_misinformation=masks-cause-hypercapnia,3,_1272531018994585600,_22276965,COVID-19  👉🏽 El uso prolongado de mascarillas médicas 😷--usadas correctamente--NO ❌ provoca intoxicación por dióxid… https://t.co/mrQo9JeTEQ,2020-06-15 14:06:52,None,,None,Américas,442,352,393240,es
43, us distributes ivermectin and condensed milk to those vaccinated,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-eua-estejam-distribuindo-ivermectina-e-leite-condensado-a-vacinados/,Brazil,2021-02-10,explanation health authorities from miami where the film was shot denied the information the video seems to be a prank,FALSE, Estadão Verifica,https://www.poynter.org/?ifcn_misinformation=us-distributes-ivermectin-and-condensed-milk-to-those-vaccinated,1,_1355284309033312263,_61380736,Our Miami Beach Firefighters have vaccinated over 1300 seniors throughout the city. Was proud to see them in action… https://t.co/FIupJ1fLCW,2021-01-29 22:38:53,None,,None,Miami Beach,8,1,1957,en
43, us distributes ivermectin and condensed milk to those vaccinated,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-eua-estejam-distribuindo-ivermectina-e-leite-condensado-a-vacinados/,Brazil,2021-02-10,explanation health authorities from miami where the film was shot denied the information the video seems to be a prank,FALSE, Estadão Verifica,https://www.poynter.org/?ifcn_misinformation=us-distributes-ivermectin-and-condensed-milk-to-those-vaccinated,1,_1356379862798315522,_933407187170463746,Click here (https://t.co/6XUUaTCwHP) for my Feb. 1 @MiamiBeachNews #COVID19 update. In it I also discuss recent cri… https://t.co/eJ3Th6ayd6,2021-02-01 23:12:14,None,,None,"Miami Beach, FL",10,4,4359,en
37, an article from the tierra pura site that states that aborted fetuses are being used in vaccines against covid19,https://chequeado.com/verificacionfb/es-falso-que-estan-usando-fetos-abortados-en-las-vacunas-contra-el-coronavirus/,Argentina,2021-02-11,explanation vaccines are not made from aborted fetuses  but from cell lines that did once come from a fetus carla vizzotti  secretary of access to health of the ministry of health of the nation  explained to this medium that it is false that aborted fetuses are needed to produce a vaccine  since it is produced with a copy of an original cell,FALSE, Chequeado,https://www.poynter.org/?ifcn_misinformation=an-article-from-the-tierra-pura-site-that-states-that-aborted-fetuses-are-being-used-in-vaccines-against-covid-19,1,_1101944908636667904,_96753428,"@AleCiroAlvarez O sea que no se usan ""fetos"" para hacer estas vacunas, sino líneas celulares cuyas tataratatarabuel… https://t.co/dLeZb4ZHEt",2019-03-02 20:38:34,None,,None,"Buenos Aires, Argentina",5,2,13718,es
41, the clinical hospital and the puerta de hierro hospital in madrid treated three hundred children in the emergency room for covid19,https://maldita.es/malditobulo/20210210/no-hospital-clinico-puerta-hierro-fin-semana-urgencias-trescientos-ninos-covid-19-madrid/,Spain,2021-02-10,explanation both hospitals deny this information,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=the-clinical-hospital-and-the-puerta-de-hierro-hospital-in-madrid-treated-three-hundred-children-in-the-emergency-room-for-covid-19,1,_1359414076816961536,_129744409,"En la Urgencia Pediátrica del #HospitalPuertadeHierro, durante el fin de semana pasado, se hicieron 49 test de antí… https://t.co/Csp80amfNF",2021-02-10 08:09:07,None,Las Rozas de Madrid,None,"Madrid, España",915,472,1167,es
41, the clinical hospital and the puerta de hierro hospital in madrid treated three hundred children in the emergency room for covid19,https://maldita.es/malditobulo/20210210/no-hospital-clinico-puerta-hierro-fin-semana-urgencias-trescientos-ninos-covid-19-madrid/,Spain,2021-02-10,explanation both hospitals deny this information,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=the-clinical-hospital-and-the-puerta-de-hierro-hospital-in-madrid-treated-three-hundred-children-in-the-emergency-room-for-covid-19,1,_1359283435978784770,_130220860,@BeatrizTalegon @JoseCamposMD @Esmeral25406136 @MarioNoyaM Es mentira que en el Hospital Clínico y el Puerta de Hie… https://t.co/KVIMrh3be9,2021-02-09 23:30:00,None,,None,,26,5,21232,es
41, the clinical hospital and the puerta de hierro hospital in madrid treated three hundred children in the emergency room for covid19,https://maldita.es/malditobulo/20210210/no-hospital-clinico-puerta-hierro-fin-semana-urgencias-trescientos-ninos-covid-19-madrid/,Spain,2021-02-10,explanation both hospitals deny this information,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=the-clinical-hospital-and-the-puerta-de-hierro-hospital-in-madrid-treated-three-hundred-children-in-the-emergency-room-for-covid-19,1,_1359245044625080323,_938888593,Esto de abajo no es cierto. En esta red estamos muchos pediatras. Si hubiera un aumento de casos muchos TENEMOS EL… https://t.co/cOQ6hH2gbZ,2021-02-09 20:57:26,None,,None,"Madrid, España",1029,421,91183,es
41, the clinical hospital and the puerta de hierro hospital in madrid treated three hundred children in the emergency room for covid19,https://maldita.es/malditobulo/20210210/no-hospital-clinico-puerta-hierro-fin-semana-urgencias-trescientos-ninos-covid-19-madrid/,Spain,2021-02-10,explanation both hospitals deny this information,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=the-clinical-hospital-and-the-puerta-de-hierro-hospital-in-madrid-treated-three-hundred-children-in-the-emergency-room-for-covid-19,1,_1359423318089154560,_296911626,"Esto es importante que se sepa. Desde SEUP lamentamos noticias como la publicada ayer en @Diario_16 , con datos fal… https://t.co/YPRmy2krQ0",2021-02-10 08:45:50,None,,None,,444,304,5526,es
29, a photo circulating widely on social networks shows a bottle labeled oxford vaccine astrazeneca in march 2020 and has been used to suggest that the pandemic was planned,https://colombiacheck.com/index.php/chequeos/frasco-de-vacuna-de-astrazeneca-de-marzo-de-2020-no-prueba-que-la-pandemia-estuviera,Colombia,2021-02-17,explanation astrazeneca vaccine vial from march 2020  does not prove that the pandemic was planned,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=a-photo-circulating-widely-on-social-networks-shows-a-bottle-labeled-oxford-vaccine-astrazeneca-in-march-2020-and-has-been-used-to-suggest-that-the-pandemic-was-planned,1,_1250440242860945409,_127868962,conceptos que todos los médicos conocemos cuando se desarrolla una infección sistémica (sepsis) por cualquier micro… https://t.co/SK8gHwYUOE,2020-04-15 15:06:00,None,,None,"Hospital del Niño, Panama",83,21,91108,es
29, a photo circulating widely on social networks shows a bottle labeled oxford vaccine astrazeneca in march 2020 and has been used to suggest that the pandemic was planned,https://colombiacheck.com/index.php/chequeos/frasco-de-vacuna-de-astrazeneca-de-marzo-de-2020-no-prueba-que-la-pandemia-estuviera,Colombia,2021-02-17,explanation astrazeneca vaccine vial from march 2020  does not prove that the pandemic was planned,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=a-photo-circulating-widely-on-social-networks-shows-a-bottle-labeled-oxford-vaccine-astrazeneca-in-march-2020-and-has-been-used-to-suggest-that-the-pandemic-was-planned,1,_1250769820234199042,_130572816,El fenómeno básico patogénico sigue siendo la infección viral. Buena parte de las enfermedades INFECCIOSAS severas… https://t.co/meHM35prEa,2020-04-16 12:55:37,None,,None,"Caracas, Venezuela",203,179,106957,es
47, former spainish health minister salvador illa has tested positive for covid19,https://www.newtral.es/salvador-illa-positivo-coronavirus-bulo/20210212/,Spain,2021-02-12,explanation the image of the test result is edited and does not belong to the former minister,FALSE, Newtral.es,https://www.poynter.org/?ifcn_misinformation=former-spainish-health-minister-salvador-illa-has-tested-positive-for-covid-19,1,_1360209339856941057,_15133318,Esta mañana hemos denunciado ante la Fiscalía a Luis Pérez (Alvise) por difundir la imagen de una falsa PCR positiv… https://t.co/xlDG6IcZz6,2021-02-12 12:49:12,None,,None,Catalunya,1900,880,120270,es
47, former spainish health minister salvador illa has tested positive for covid19,https://www.newtral.es/salvador-illa-positivo-coronavirus-bulo/20210212/,Spain,2021-02-12,explanation the image of the test result is edited and does not belong to the former minister,FALSE, Newtral.es,https://www.poynter.org/?ifcn_misinformation=former-spainish-health-minister-salvador-illa-has-tested-positive-for-covid-19,1,_1359979877533908997,_15133318,"Por si todavía alguien no lo sabe, lo dejamos claro:  Alvise es un MENTIROSO. https://t.co/y3lHrsQwaJ",2021-02-11 21:37:24,None,,None,Catalunya,411,225,120270,es
42, the government is building concentration camps for asymptomatic patients and dissidents in orihuela alicante,https://maldita.es/malditobulo/20210210/no-gobierno-construido-campos-concentracion-asintomaticos-disidentes-orihuela-alicante/,Spain,2021-02-10,explanation the orihuela city council affirms that the project has nothing to do with concentration camps for asymptomatic and dissidents,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=the-government-is-building-concentration-camps-for-asymptomatic-patients-and-dissidents-in-orihuela-alicante,1,_1357340583371497475,_933309177623121921,Excelente noticia para #Córdoba: el Ministerio de @Defensagob ha elegido esta ciudad para acoger el Proyecto Tecnol… https://t.co/kz5EXHBNG4,2021-02-04 14:49:47,None,,None,"Córdoba, España",300,120,91184,es
44, the biden administration has stopped testing detained immigrants for covid19 before they are released at the southern border,https://www.factcheck.org/2021/02/biden-hasnt-reduced-covid-19-testing-at-the-border/,UnitedStates,2021-02-20,explanation the biden administration has continued covid19 testing of immigrants before they are released,FALSE, FactCheck.org,https://www.poynter.org/?ifcn_misinformation=the-biden-administration-has-stopped-testing-detained-immigrants-for-covid-19-before-they-are-released-at-the-southern-border,3,_1364368698207830016,_234014087,"last year, Trump used an obscure public health law to shut down our asylum system. I led a letter signed by 61 memb… https://t.co/Z07FjhZHml",2021-02-24 00:17:01,None,,None,Washington DC,160,91,75067,en
73, the mask was discovered by the arabs and is related to the islamic veil,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,Colombia,2021-02-07,explanation a message is circulating on whatsapp that supports these statements  among many others  to advise against the use of a mask this is false,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=the-mask-was-discovered-by-the-arabs-and-is-related-to-the-islamic-veil-2,1,_1217043229427761152,_14499829,Preliminary investigations conducted by the Chinese authorities have found no clear evidence of human-to-human tran… https://t.co/1GHUbI2YXm,2020-01-14 11:18:12,None,,None,"Geneva, Switzerland",27042,22755,9146323,en
73, the mask was discovered by the arabs and is related to the islamic veil,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,Colombia,2021-02-07,explanation a message is circulating on whatsapp that supports these statements  among many others  to advise against the use of a mask this is false,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=the-mask-was-discovered-by-the-arabs-and-is-related-to-the-islamic-veil-2,1,_1217646744206360578,_3794682452,The fact that some cases do not seem to be linked with the Huanan seafood market means we cannot exclude the possib… https://t.co/VOjeDlXQOf,2020-01-16 03:16:21,None,,None,"Manila, Philippines",21,15,195874,en
73, the mask was discovered by the arabs and is related to the islamic veil,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,Colombia,2021-02-07,explanation a message is circulating on whatsapp that supports these statements  among many others  to advise against the use of a mask this is false,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=the-mask-was-discovered-by-the-arabs-and-is-related-to-the-islamic-veil-2,1,_1219029418800226304,_14499829,"An animal source seems the most likely primary source of this novel #coronavirus (2019-nCoV) outbreak, with some li… https://t.co/Blxu7sCc1U",2020-01-19 22:50:36,None,,None,"Geneva, Switzerland",248,162,9146324,en
73, the mask was discovered by the arabs and is related to the islamic veil,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,Colombia,2021-02-07,explanation a message is circulating on whatsapp that supports these statements  among many others  to advise against the use of a mask this is false,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=the-mask-was-discovered-by-the-arabs-and-is-related-to-the-islamic-veil-2,1,_1248722874166370306,_86995313,Pero no son las únicas críticas que le han llovido a la OMS. El mismo Trump emprendió una ofensiva contra el organi… https://t.co/n7N8GWlLmF,2020-04-10 21:21:48,None,,None,Colombia,208,35,36269,es
81, colombia will not pay for the vaccines purchased through the covax program,https://colombiacheck.com/chequeos/vacunas-que-llegaran-colombia-por-mecanismo-covax-no-son-regaladas,Colombia,2021-02-10,explanation some colombian politicians and opinion leaders have spread this misinformation the truth is that colombia is one of the selffinanced countries participatine in the covax program,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-will-not-pay-for-the-vaccines-purchased-through-the-covax-program,1,_1352249681976418309,_201256928,"Supuestamente, Colombia recibirá en Febrero las vacunas de Covax.   Estas vacunas (Covax) no son compradas, son las… https://t.co/BlTjTtySen",2021-01-21 13:40:22,None,,None,Colombia,4949,1991,42799,es
81, colombia will not pay for the vaccines purchased through the covax program,https://colombiacheck.com/chequeos/vacunas-que-llegaran-colombia-por-mecanismo-covax-no-son-regaladas,Colombia,2021-02-10,explanation some colombian politicians and opinion leaders have spread this misinformation the truth is that colombia is one of the selffinanced countries participatine in the covax program,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-will-not-pay-for-the-vaccines-purchased-through-the-covax-program,1,_1352661797271183373,_1207379169660866562,Colombia empezará la vacunación con las vacunas regaladas por el COVAX y no con las que prometió Duque en diciembre… https://t.co/6drPG4YihF,2021-01-22 16:57:58,None,,None,Bogotá,18752,7316,264766,es
81, colombia will not pay for the vaccines purchased through the covax program,https://colombiacheck.com/chequeos/vacunas-que-llegaran-colombia-por-mecanismo-covax-no-son-regaladas,Colombia,2021-02-10,explanation some colombian politicians and opinion leaders have spread this misinformation the truth is that colombia is one of the selffinanced countries participatine in the covax program,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=colombia-will-not-pay-for-the-vaccines-purchased-through-the-covax-program,1,_1352575164094029824,_1033675716578222080,"Si COVAX son las vacunas regaladas, donde esta la plata que en teoria iba a ser destinada a la compra de las vacunas @IvanDuque ?",2021-01-22 11:13:43,None,,None,,5342,1412,8727,es
