checked_link,countries,date,id,justify,label,poynter_link,source,title
https://correctiv.org/faktencheck/2020/11/03/covid-19-nein-die-us-gesundheitsbehoerde-cdc-hat-nicht-die-oeffentlichkeit-ueber-die-rolle-von-aerosolen-getaeuscht/,Germany- UnitedStates,2020-09-28 00:00:00,11,explanation the cdc didnt question that covid19 can be transmitted by aerosols  it just accidentally published a draft of its guidelines and withdrew it again because it was not ready to be online,FALSE,https://www.poynter.org/?ifcn_misinformation=the-cdc-admitted-that-it-lied-to-the-public-all-the-time-about-airborne-transmission-of-covid-19, Correctiv, the cdc admitted that it lied to the public all the time about airborne transmission of covid19
https://healthfeedback.org/claimreview/covid-19-vaccines-do-not-modify-the-human-genome-and-do-not-involve-hydrogels-hydrogels-are-not-internet-connecting-devices/,UnitedStates,2020-09-24 00:00:00,12,explanation no evidence suggests that covid19 vaccines will use hydrogels  which are polymers that swell without dissolving when in contact with water hydrogels are not a recent discovery they have been publicly known and extensively used in biomedical research for decades hydrogels do not connect to the internet finally  mrnabased vaccines for covid19 cannot alter the human genome  which is made of dna,FALSE,https://www.poynter.org/?ifcn_misinformation=hydrogels-are-part-of-the-genome-modifying-covid-19-mrna-vaccines-delivery-system-and-will-connect-you-to-the-internet, Science Feedback, hydrogels are part of the genomemodifying covid19 mrna vaccines delivery system and will connect you to the internet
https://www.politifact.com/factchecks/2020/nov/02/tweets/photo-biden-plane-without-face-mask-pandemic/,UnitedStates,2020-11-01 00:00:00,13,explanation this photo of joe biden talking to an aide without a face mask is from november 2019  before the first case of covid19 was reported in china,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-shows-joe-biden-doesnt-wear-a-mask-on-a-plane, PolitiFact, photo shows joe biden doesnt wear a mask on a plane
https://healthfeedback.org/claimreview/in-spite-of-its-relatively-small-infection-fatality-ratio-covid-19-has-led-to-many-deaths-due-to-high-virus-transmission/,UnitedStates,2020-09-25 00:00:00,14,explanation the infection fatality ratio ifr is the proportion of deaths among all infections  both confirmed and undetected cases while the ifr for covid19 is relatively low for most people except for the elderly  it is only one factor to consider when assessing the public health threat posed by a disease despite its relatively low ifr  covid19 has caused a large number of deaths due to its high transmission in less than a year  more than 200 000 deaths have occurred in the us and at least 1 million deaths have occurred worldwide as a result of covid19,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-mortality-rates-are-very-low-therefore-covid-19-is-not-an-important-public-health-concern-if-you-are-70-years-old-you-have-a-0-054-chance-of-dying-from-covid-19, Science Feedback, covid19 mortality rates are very low therefore covid19 is not an important public health concern if you are 70 years old you have a 0054 chance of dying from covid19
https://vistinomer.mk/so-izmislena-iz%d1%98ava-na-tramp-se-manipulira-%d1%98avnosta-deka-kovid-19-e-obichna-nastinka/,NorthMacedonia- UnitedStates,2020-09-23 00:00:00,15,explanation such a statement by trump does not exist  was never said and can not be found anywhere on the contrary  in the recording of the interview given to the american journalist bob woodward  trump says that the new coronavirus is deadly  and he himself promotes vaccination immediately after the appearance of the first vaccines on the market,FALSE,https://www.poynter.org/?ifcn_misinformation=the-pandemic-has-been-declared-only-to-frighten-the-world-population-to-destroy-the-world-economy-to-vaccinate-and-thus-sterilize-the-female-population-to-kill-the-old-in-nursing-homes-and-to, Vistinomer, the pandemic has been declared only to frighten the world population to destroy the world economy to vaccinate and thus sterilize the female population to kill the old in nursing homes and to turn men into lifelong pharmacological patients this post is attributed to a statement by us president donald trump
https://healthfeedback.org/claimreview/there-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020/,UnitedStates,2020-09-25 00:00:00,16,explanation the number of abortions occurring worldwide over two days is roughly 400 000  based on annual estimates from between 2015 and 2019 from a study published in july 2020 in the journal the lancet global health although the global number of abortions carried out over two days did exceed the total number of covid19 deaths reported in march 2020  when this claim surfaced  the number of deaths from covid19 has been growing steadily over time in fact  the global number of covid19 deaths approached and crossed the 400 000 mark in june 2020 therefore  this comparison is no longer accurate,FALSE,https://www.poynter.org/?ifcn_misinformation=more-babies-die-by-abortion-in-two-days-than-all-the-coronavirus-deaths-thus-far, Science Feedback, more babies die by abortion in two days than all the coronavirus deaths thus far
https://teyit.org/analiz-cdc-maske-takanlarin-yuzde-70inin-covide-yakandigini-soylemedi,Turkey- UnitedStates,2020-10-28 00:00:00,17,explanation the account that spreads the claim has translated the tweet it quoted incorrectly according to the cdc study  which is the source of the claim  the use of masks is common in both the infected group and the noninfected group,FALSE,https://www.poynter.org/?ifcn_misinformation=cdc-said-70-percent-of-those-wearing-masks-got-covid-19, Teyit, cdc said 70 percent of those wearing masks got covid19
https://www.politifact.com/factchecks/2020/nov/01/donald-trump/donald-trumps-false-claim-doctors-inflate-covid-19/,UnitedStates,2020-10-30 00:00:00,18,explanation doctors and coroners fill out death certificates according to established rules and face legal penalties for falsification hospitals must prove that patients tested positive for the virus  and their doctors gain nothing from a covid19 diagnosis there is no evidence that official death counts over report the reach of the disease,FALSE,https://www.poynter.org/?ifcn_misinformation=our-doctors-get-more-money-if-somebody-dies-from-covid-so-what-they-do-is-they-say-im-sorry-but-you-know-everybody-dies-of-covid, PolitiFact, our doctors get more money if somebody dies from covid  so what they do is they say im sorry but you know everybody dies of covid
https://factcheck.afp.com/days-presidential-election-candidates-misleading-claims-endure,UnitedStates,2020-10-30 00:00:00,19,explanation video w trump calling the virus a hoax was misleadingly edited trumps pandemic response did not save two million people who were expected to die it rather avoided an unlikely worstcase scenario,FALSE,https://www.poynter.org/?ifcn_misinformation=trump-called-covid-19-a-hoax-trumps-pandemic-response-saved-2-million-lives, AFP, trump called covid19 a hoax trumps pandemic response saved 2 million lives
https://healthfeedback.org/claimreview/fewer-flu-cases-observed-in-the-start-of-this-years-flu-season-than-in-previous-years-but-donald-trump-jr-s-tweet-suggesting-data-manipulation-is-unsupported-and-cites-inaccurate-fi/,UnitedStates,2020-10-26 00:00:00,20,explanation it is premature to make conclusions about the number of flu deaths for the current flu season  as the season just began and flu deaths do not peak until later in the season there is no evidence supporting the claim that any observed reduction in the number of flu deaths this season is the result of data manipulation instead  the lower level of flu activity observed this season is likely due  in part  to public health measures implemented to reduce the spread of covid19,FALSE,https://www.poynter.org/?ifcn_misinformation=the-u-s-went-from-75000-flu-deaths-last-year-in-america-to-almost-0-are-there-allocation-games-being-played-to-manipulate-the-truth, Science Feedback, the us went from 75000 flu deaths last year in america to almost 0 are there allocation games being played to manipulate the truth
http://www.mythdetector.ge/en/node/3555,Georgia- UnitedStates,2020-10-27 00:00:00,21,explanation a study by anthony fauci found that a large proportion of patients died during the spanish flu pandemic not directly from the flu but from bacterial pneumonia  although the study did not attribute the cause to the wearing of masks,FALSE,https://www.poynter.org/?ifcn_misinformation=the-risk-of-wearing-a-mask-outweighs-its-benefits-namely-wearing-a-mask-causes-bacterial-pneumonia-and-cdc-head-anthony-fauci-has-known-about-this-danger-since-2008, Myth Detector, the risk of wearing a mask outweighs its benefits namely wearing a mask causes bacterial pneumonia and cdc head anthony fauci has known about this danger since 2008
https://factcheck.afp.com/bacterial-pneumonia-complication-influenza-not-linked-mask-wearing,UnitedStates,2020-10-23 00:00:00,22,explanation the 2008 study referred to in the tweet  and which fauci coauthored  aimed to help plan for future pandemics and made no link to maskwearing,FALSE,https://www.poynter.org/?ifcn_misinformation=most-deaths-in-the-1918-influenza-pandemic-originated-from-bacterial-pneumonia-caused-by-face-masks-and-that-dr-anthony-fauci-the-us-governments-top-expert-in-the-fight-against-covid-19-kne, AFP, most deaths in the 1918 influenza pandemic originated from bacterial pneumonia caused by face masks and that dr anthony fauci the us governments top expert in the fight against covid19 knew about it
https://factual.afp.com/orwell-no-escribio-en-su-libro-1984-que-divertirse-cantar-y-bailar-estaria-prohibido,UnitedStates,2020-10-22 00:00:00,23,explanation the phrase is not in 1984,FALSE,https://www.poynter.org/?ifcn_misinformation=george-orwell-did-not-write-about-the-prohibition-of-having-fun-singing-and-dancing-in-1984, AFP, george orwell did not write about the prohibition of having fun singing and dancing in 1984
https://healthfeedback.org/claimreview/the-group-doctors-for-truth-spreads-misinformation-about-the-impact-of-the-covid-19-pandemic-the-virus-and-the-reliability-of-diagnostic-tests/,UnitedStates,2020-10-16 00:00:00,24,explanation covid19 has spread to every continent and hit many countries accordingly  the world health organization declared it a pandemic in march 2020 covid19 is not a type of flu  as it is caused by a coronavirus that belongs to a completely different virus family to that of the flu virus like many other countries  ireland registered its first covid19 death in march 2020 and has recorded more than 1 800 deaths as of october 2020,FALSE,https://www.poynter.org/?ifcn_misinformation=the-world-doctors-alliance-claims-that-covid-19-is-a-type-of-flu-and-is-not-a-pandemic-that-pcr-tests-are-up-to-94-false-positive-that-only-98-covid-19-related-deaths-have-been-reported-in-ireland, Science Feedback, the world doctors alliance claims that covid19 is a type of flu and is not a pandemic that pcr tests are up to 94 false positive that only 98 covid19 related deaths have been reported in ireland
https://healthfeedback.org/claimreview/masks-are-effective-at-reducing-covid-19-primary-transmission-through-respiratory-droplets-the-cdc-acknowledges-airborne-transmission-via-aerosols-can-also-occur/,UnitedStates,2020-10-20 00:00:00,25,explanation current epidemiological data indicates that covid19 primarily spreads through respiratory droplets that are released when an infected person sneezes  coughs  or talks growing evidence suggests that smaller aerosol particles may also play a role in the transmission of covid19 wearing face masks and cloth face coverings are effective measures for reducing the spread of covid19 because they reduce the transmission of large respiratory droplets in contrast  some aerosol particles may leak through the fabric pores and around the mask to reduce the risk of covid19 infection  wearing face masks must be combined with other transmission control measures  such as physical distancing  good hand hygiene  and avoiding crowded and poorly ventilated spaces,FALSE,https://www.poynter.org/?ifcn_misinformation=the-u-s-cdc-said-that-the-virus-which-causes-covid-19-was-never-airborne-masks-are-therefore-worthless, Science Feedback, the us cdc said that the virus which causes covid19 was never airborne masks are therefore worthless
https://healthfeedback.org/claimreview/covid-19-is-more-deadly-and-more-contagious-than-seasonal-flu-and-can-also-cause-long-lasting-damage-to-survivors/,UnitedStates,2020-10-20 00:00:00,26,explanation the infection fatality ratio ifr indicates the proportion of people who die from a disease among all people infected  including both confirmed cases as well as undetected infections the claim that covid19 is no more dangerous than the flu is based on a misinterpretation of the whos estimate that a maximum of 10 of the global population has been infected by the virus that causes covid19 calculating ifr with the upper bound of the whos estimate and recent infection data underestimates the global covid19 ifr  which according to current estimates  is at least ten times higher than that of the flu in addition to lethality  its global distribution  lack of vaccines or effective treatments  and potential longterm damage to survivors make covid19 a more significant danger compared to the flu,FALSE,https://www.poynter.org/?ifcn_misinformation=the-world-health-organization-confirmed-that-the-coronavirus-is-no-more-deadly-or-dangerous-than-seasonal-flu, Science Feedback, the world health organization confirmed that the coronavirus is no more deadly or dangerous than seasonal flu
https://healthfeedback.org/claimreview/a-2008-study-co-authored-by-anthony-fauci-did-not-find-that-masks-caused-bacterial-pneumonia-contrary-to-viral-social-media-claim/,UnitedStates,2020-10-19 00:00:00,27,explanation scientific studies have associated flu with a higher risk of secondary infection with other viruses and bacteria face masks are effective at reducing the spread of viral respiratory infections like covid19 and the flu face masks are safe to use and not associated with an increased risk of bacterial pneumonia or other health problems,FALSE,https://www.poynter.org/?ifcn_misinformation=anthony-fauci-co-authored-a-study-published-in-2008-showing-that-spanish-flu-deaths-were-due-to-bacterial-pneumonia-from-wearing-face-masks, Science Feedback, anthony fauci coauthored a study published in 2008 showing that spanish flu deaths were due to bacterial pneumonia from wearing face masks
https://www.politifact.com/factchecks/2020/dec/02/blog-posting/former-pfizer-employee-wrong-coronavirus-pandemic-/,UnitedStates,2020-10-16 00:00:00,28,explanation both points are inaccurate and at odds with the realities of the pandemic and confirmed daily case counts were rising in the uk at the time of yeadons claim and remain in the tens of thousands people are still dying,FALSE,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-pandemic-is-effectively-over-in-the-united-kingdom-and-there-is-absolutely-no-need-for-vaccines, PolitiFact, the coronavirus pandemic is effectively over in the united kingdom and there is absolutely no need for vaccines
https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/masks-dont-collect-coronavirus/,UnitedStates,2020-10-12 00:00:00,29,explanation health researchers have consistently found strong correlations between wearing a face mask and reducing the spread of disease like covid19,FALSE,https://www.poynter.org/?ifcn_misinformation=people-who-wear-masks-are-actually-collecting-the-virus-in-their-masks, PolitiFact, people who wear masks are actually collecting the virus in their masks
https://www.factcheck.org/2021/02/scicheck-video-uses-bogus-claims-to-stoke-race-based-fears-of-covid-19-vaccine/,UnitedStates,2021-01-03 00:00:00,30,explanation the vaccines have undergone thorough trials and are safe,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-are-unsafe-and-are-being-pushed-on-black-and-latino-communities, FactCheck.org, covid19 vaccines are unsafe and are being pushed on black and latino communities
https://correctiv.org/faktencheck/2021/01/05/nein-der-wissenschaftler-robert-oswald-hat-keine-zweifel-an-der-existenz-des-coronavirus/,Germany- UnitedStates,2021-01-01 00:00:00,31,explanation robert oswald never said something like this,FALSE,https://www.poynter.org/?ifcn_misinformation=scientist-robert-oswald-claimed-that-covid-19-doesnt-exist, Correctiv, scientist robert oswald claimed that covid19 doesnt exist
https://healthfeedback.org/claimreview/mask-use-does-not-lead-to-a-higher-risk-of-covid-19-as-viral-social-media-posts-claim/,UnitedStates,2020-10-12 00:00:00,32,explanation health authorities encourage the public to use cloth face masks to reduce the spread of covid19 from infected to uninfected people scientists use casecontrol studies  like the one cited in the claim  to evaluate whether a persons activities  such as wearing face masks or going to restaurants  influence their risk of disease this study approach is not ideal for detecting the effect of an intervention to reduce the spread of a disease when it is widely used  as is the case with wearing face masks scientific evidence supports the use of face masks as an effective measure for reducing the spread of covid19,FALSE,https://www.poynter.org/?ifcn_misinformation=a-cdc-study-published-in-september-2020-showed-that-more-people-wearing-masks-had-covid-19-therefore-masks-dont-work-or-make-us-more-likely-to-catch-covid-19, Science Feedback, a cdc study published in september 2020 showed that more people wearing masks had covid19 therefore masks dont work or make us more likely to catch covid19
https://www.newtral.es/bulo-khalilah-mitchell-enfermera-paralisis-covid/20201231/,Spain- UnitedStates,2020-12-31 00:00:00,33,explanation there is no nurse on record with the tennessee health authority by that name there is also no evidence that the approved covid19 vaccines causes bells palsy,FALSE,https://www.poynter.org/?ifcn_misinformation=tennessee-registered-rurse-khalilah-mitchell-has-bells-palsy-from-covid-19, Newtral.es, tennessee registered rurse khalilah mitchell has bells palsy from covid19
https://healthfeedback.org/claimreview/covid-19-antigen-tests-are-highly-accurate-but-incorrect-use-on-food-items-such-as-fruits-or-coca-cola-can-produce-false-positive-results/,UnitedStates,2020-12-29 00:00:00,34,explanation rapid antigen tests are highly accurate in detecting sarscov2 in human samples from the throat and nose however  like any other test  they should be carried out correctly according to the manufacturers instructions misuse of antigen tests either by testing inappropriate samples such as fruits and softdrinks or using wrong conditions of sterility and ph would render the results unreliable and useless,FALSE,https://www.poynter.org/?ifcn_misinformation=an-austrian-politician-showed-that-coca-cola-produces-false-positive-results-on-covid-19-antigen-tests-therefore-mass-testing-is-worthless, Science Feedback, an austrian politician showed that cocacola produces falsepositive results on covid19 antigen tests therefore mass testing is worthless
https://www.poynter.org/tfcn/2021/no-record-of-nashville-nurse-who-claims-to-have-developed-bells-palsy-from-covid-19-vaccine/,UnitedStates,2020-12-28 00:00:00,35,explanation multiple credible factchecking organizations have found that the woman in this youtube video is not actually a nurse on top of that  the fda  which has rigorous scientific standards for vaccine research  did not find a definite link between bells palsy and the covid19 vaccines,FALSE,https://www.poynter.org/?ifcn_misinformation=nashville-nurse-developed-bells-palsy-after-receiving-the-covid-19-vaccine, MediaWise, nashville nurse developed bells palsy after receiving the covid19 vaccine
https://www.politifact.com/factchecks/2021/jan/04/viral-image/covid-19-vaccines-dont-use-experimental-technology/,UnitedStates,2020-12-29 00:00:00,36,explanation the vaccines use new technology  but it has been tested on humans and they dont have chips that can be used for tracking people,FALSE,https://www.poynter.org/?ifcn_misinformation=covid-19-vaccines-have-experimental-technology-never-before-used-on-humans-and-that-some-contain-nanochips-which-can-electronically-track-recipients, PolitiFact, covid19 vaccines have experimental technology never before used on humans and that some contain nanochips which can electronically track recipients
https://www.politifact.com/factchecks/2020/dec/30/youtube-videos/nashville-nurse-did-not-develop-bells-palsy-after-/,UnitedStates,2020-12-26 00:00:00,37,explanation the tennessee department of health has no record of any licensed nurses who go by the name given in a viral video and there is no evidence of a direct link between the coronavirus vaccine developed by pfizer and biontech and bells palsy,FALSE,https://www.poynter.org/?ifcn_misinformation=a-registered-nurse-in-nashville-tenn-developed-bells-palsy-after-receiving-the-covid-19-vaccine, PolitiFact, a registered nurse in nashville tenn developed bells palsy after receiving the covid19 vaccine
https://correctiv.org/faktencheck/2021/01/06/kamala-harris-wurde-gegen-covid-19-geimpft-mit-einer-spritze-mit-nadel/,Germany- UnitedStates,2020-12-30 00:00:00,38,explanation the syringe had a needle  photos and videos show,FALSE,https://www.poynter.org/?ifcn_misinformation=kamala-harris-was-vaccinated-with-a-syringe-without-needle, Correctiv, kamala harris was vaccinated with a syringe without needle
https://www.politifact.com/factchecks/2020/dec/28/marco-rubio/marco-rubio-says-anthony-fauci-lied-about-masks-fa/,UnitedStates,2020-12-27 00:00:00,39,explanation fauci did say in march 2020  there is no reason to be walking around with a mask  but to call that lying takes faucis words out of context and ignores that researchers did not know at the time that people without symptoms were spreading the virus,FALSE,https://www.poynter.org/?ifcn_misinformation=dr-fauci-lied-about-masks-in-march, PolitiFact, dr fauci lied about masks in march
https://healthfeedback.org/claimreview/nashville-bomber-died-in-the-explosion-not-from-covid-19/,UnitedStates,2020-12-29 00:00:00,40,explanation the man who caused a bomb explosion in nashville  tennessee on 25 december 2020  died in the blast  not from covid19 social media posts claiming that he died from covid19 used a fabricated image made to look like a screenshot of a cnn broadcast  which originated from a satire website,FALSE,https://www.poynter.org/?ifcn_misinformation=nashville-bomber-died-from-covid-19, Science Feedback, nashville bomber died from covid19
https://healthfeedback.org/claimreview/the-virus-that-causes-covid-19-exists-and-was-identified-and-isolated-multiple-times-by-independent-research-groups/,UnitedStates,2020-12-29 00:00:00,41,explanation several scientific research groups independently identified and isolated sarscov2  the virus causing covid19  as demonstrated in numerous published studies studies also show that the virus fulfils kochs postulates  indicating that it is indeed the cause of covid19,FALSE,https://www.poynter.org/?ifcn_misinformation=the-covid-19-virus-does-not-exist-the-virus-has-never-been-isolated-the-virus-does-not-fulfil-kochs-postulates, Science Feedback, the covid19 virus does not exist the virus has never been isolated the virus does not fulfil kochs postulates
http://www.mythdetector.ge/en/myth/what-scheme-was-used-virally-spread-false-information-about-death-american-nurse,Georgia- UnitedStates,2020-12-22 00:00:00,42,explanation the information about the death of american nurse tiffany dover isnt backed up on december 21  chi memorial hospital spread a video of dover together with her colleagues the only source that backed up the viral disinformation about her death was searhquarrycom  which is an unreliable public database  where the information can only be accessed after the purchase one of the twitter users checked the information and found out that searchquarry asked for payment for access to a document  but when purchased  the webpage provided general document on the citizen tiffany dover and not the requested death certificate,FALSE,https://www.poynter.org/?ifcn_misinformation=american-nurse-tiffany-dover-who-passed-out-minutes-after-receiving-coronavirus-vaccine-on-december-17-is-dead-confirms-the-data-from-the-american-webpage-searchquarry-which-shows-that-the-death-cer, Myth Detector, american nurse tiffany dover who passed out minutes after receiving coronavirus vaccine on december 17 is dead confirms the data from the american webpage searchquarry which shows that the death certificate of 30 years old tiffany dover living in alabama is ready
https://healthfeedback.org/claimreview/asymptomatic-and-presymptomatic-people-can-spread-covid-19-jeffrey-a-tucker-aier/,UnitedStates,2020-12-23 00:00:00,43,explanation asymptomatic and presymptomatic carriers of sarscov2  the virus that causes covid19  were estimated to account for at least 50 of sarscov2 transmission people who appear to be healthy can still transmit the disease  justifying the need for people to wear masks and practice physical distancing to reduce the spread of covid19 a study that screened 10 million people in wuhan  china assessed whether the stringent lockdown was effective at reducing the presence of sarscov2 in the population however  the study was not designed to measure the risk of sarscov2 transmission by asymptomatic carriers,FALSE,https://www.poynter.org/?ifcn_misinformation=asymptomatic-spread-of-covid-19-never-occurs, Science Feedback, asymptomatic spread of covid19 never occurs
https://factcheck.afp.com/needle-not-capped-when-pence-received-covid-19-vaccine,UnitedStates,2020-12-23 00:00:00,44,explanation an image of pence being vaccinated shows that the needle was exposed,FALSE,https://www.poynter.org/?ifcn_misinformation=us-vice-president-mike-pence-faked-receiving-a-covid-19-vaccine-using-a-syringe-that-had-the-needle-covered-by-a-cap, AFP, us vice president mike pence faked receiving a covid19 vaccine using a syringe that had the needle covered by a cap
https://factcheck.afp.com/pelosi-pence-did-not-fake-covid-19-vaccinations-using-capped-needles,UnitedStates,2020-12-23 00:00:00,45,explanation images of the two politicians being vaccinated show that the needles were uncovered when the shots were administered,FALSE,https://www.poynter.org/?ifcn_misinformation=us-speaker-of-the-house-nancy-pelosi-and-us-vice-president-mike-pence-pretended-to-receive-covid-19-vaccines-using-syringes-that-had-caps-over-the-needles, AFP, us speaker of the house nancy pelosi and us vice president mike pence pretended to receive covid19 vaccines using syringes that had caps over the needles
https://www.politifact.com/factchecks/2020/dec/04/viral-image/china-has-vaccine-and-new-covid-19-cases-have-rece/,UnitedStates,2020-12-01 00:00:00,46,explanation new cases of covid19 are still being identified in china the country has a vaccine  and chinese officials say nearly 1 million people have been vaccinated,FALSE,https://www.poynter.org/?ifcn_misinformation=china-recovered-from-covid-19-without-a-vaccine, PolitiFact, china recovered from covid19 without a vaccine
https://www.politifact.com/factchecks/2020/dec/03/facebook-posts/masks-do-not-kill-people-and-do-not-reduce-blood-o/,UnitedStates,2020-11-30 00:00:00,47,explanation we found no credible reports of people dying because they used masks to stop the spread of the coronavirus public health experts say it is not true that masks reduce blood oxygen levels and the cdc says that people with underlying medical conditions should still wear masks,FALSE,https://www.poynter.org/?ifcn_misinformation=masks-will-kill-quite-a-few-people-its-well-known-that-they-reduce-blood-oxygen-levels-and-those-with-respiratory-and-cardiac-disorders-will-die, PolitiFact, masks will kill quite a few people its well known that they reduce blood oxygen levels and those with respiratory and cardiac disorders will die
https://www.politifact.com/factchecks/2020/dec/11/facebook-posts/chart-comparing-2020-us-death-toll-previous-years-/,UnitedStates,2020-11-22 00:00:00,48,explanation this chart comparing annual us death tolls using cdc data is incomplete and doesnt accurately represent the number of deaths in the country in 2020 cdc reported an estimated 198 081 excess deaths in the us between late january and early october 2020 were attributable to the virus,FALSE,https://www.poynter.org/?ifcn_misinformation=the-number-of-people-who-have-died-in-the-u-s-in-2020-is-on-par-with-years-prior-to-covid-19, PolitiFact, the number of people who have died in the us in 2020 is on par with years prior to covid19
