screen_names,bot_levels,infos
joaquinroblesza,0.21670171018850942,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
NYCMayor,0.28109677010824974,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
cog_ink,0.1825464603353555,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Equity_Diva,0.38651149450865085,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
cherrymontaguth,0.3610134505172513,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
andymstone,0.14235359168297862,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
navarrowolff,0.13544443276574875,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ghayasU59473086,0.5292653351939067,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
GovCanHealth,0.2990390302924953,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ThumarChirag,0.3299135616094019,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
JuEndrino,0.35600001475016096,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
sebbyjjang,0.533454125490096,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
defenceforces,0.266285146552289,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
blsanthosh,0.20319143175664917,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
MartinLerga,0.3073134153706435,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
horaciorlarreta,0.20118544328300425,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
DANE_Colombia,0.237533950206364,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
KNH_hospital,0.32025408427945734,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
norabar,0.2237499748397521,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
RameshK73296223,0.12149148023163771,<p>Um dos critérios que mais teve peso na análise foi o índice Temporal</p>
SirHenryKau,0.8646373140866164,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
Olawoyin4u,0.2944732459706346,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
Ngoziojukwu4,0.34689811567082873,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
pr_moph,0.36162188085345265,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
FiscaliaCol,0.2957052751019901,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
BolsonaroSP,0.17545272121031452,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
jamarannews,0.2436095182996112,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
Chjulian,0.30693579340195265,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
CMOMaharashtra,0.18974500408587772,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
TheoGelves,0.3208487104440502,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
rahant1981,0.3187719353947283,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
drauziovarella,0.23185400837912903,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
TomTiffanyWI,0.1604067293226687,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ishaan_ANI,0.09922799176553444,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
PradeepNetha4,0.27470714493829596,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
David_vanH,0.21100846521899155,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
IMFNews,0.2257269036646917,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
EPHIEthiopia,0.24882238022194356,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
LeoVaradkar,0.2138276471410583,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Madonna,0.12915817820977252,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Rafa_Hernando,0.14511758963986882,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
IrexitFreedom,0.3663067163738513,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
tourismgoi,0.36521302868973676,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Zatanik0,0.3022115956167678,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
INCIndia,0.30626672464691795,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Bilalsyed7eng,0.99,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
112Cantabria,0.3146005278612625,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
felipe_sola,0.23595824533394524,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
narendramodi,0.15434071869083846,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
rocksatish448,0.20022785178340732,<p>Um dos critérios que mais teve peso na análise foi o índice Temporal</p>
RepWilson,0.1959937141952332,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
maguerram,0.3469243674255963,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
TigerBrands,0.2704141999412605,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
Caleb_Waswa_,0.4234338526528134,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
benjaminferran,0.1552405824588234,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
revistamongolia,0.30750323284920383,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
lapublichealth,0.1766962078443215,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ceau_grouh,0.6423041467783638,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
MominUrban,0.44452595472859946,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
KellyannePolls,0.17906190497613322,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
sultan_bharat,0.9666799353975826,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
bartvalletta,0.6468491320951006,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
MajorVitorHugo,0.18237472325337076,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
PrefPelotas,0.3151892307221734,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
lasextaclave,0.27428066482631697,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
PIBFactCheck,0.2587023158078012,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
jpogue1,0.30145077032383516,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
SquireForYou,0.28014354945637765,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
worqas,0.29346184653553076,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
LuisEladioPe,0.3506459387458255,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
AlexZan87,0.5027956184692381,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ashokgehlot51,0.1951682507440724,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
CityofJoburgZA,0.46125201828938656,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
shaikhaslam313,0.22920524080189106,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
BGOnTheScene,0.2844329643989906,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
SaadiaAfzaal,0.16573339845915427,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
jaavedjaaferi,0.2045077709589767,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
facts444,0.2350878543499511,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
HernanSalazarS,0.4190880799326834,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
yingyi8798,0.38068033082714176,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
MoHFW_INDIA,0.4335539741692201,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
DoctorAmitPatel,0.36393349101783884,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
GaianPrincess8,0.2563234695279199,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
JorgeOvalleB,0.2406675461078446,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ExtinctionR,0.3142354215030664,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Mintrabajolr,0.3562375326226996,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
thefirstindia,0.7911348331517825,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
tvyefr,0.4727138722551878,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ginagroot,0.24306627924430285,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
afpfr,0.47537450464942904,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ELTIEMPO,0.4441328957641121,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
anwaral82572773,0.5600369931358695,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
abonin_DNA,0.43704490799777007,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
DavidPuente,0.2840915451912398,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
SEMicrobiologia,0.5142659219169696,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ManojTiwariOffc,0.31198374741878043,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
fahrettinaltun,0.22678922175867042,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
marthadelgado,0.29893707155982635,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
albargawy,0.19042116189843955,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
americai,0.3236538136827277,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
wilkergv,0.24847570917948056,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
EgyptDarAlIfta,0.15595238095238098,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
aardvarkel,0.2670149812641071,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
BDUTT,0.24506366811502325,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
BBCJamesCook,0.1804738108933536,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
bhadohipolice,0.39034848803820743,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
troll_Memes09,0.5611688142199263,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
daandina,0.28572337591465224,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ashokbasoya,0.19841105714875587,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
FotografoGus1,0.3668585833935833,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
MadihaAbidAli,0.13965187571768964,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
FicoGutierrez,0.1424015754843651,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
SamanthaLive365,0.3109941497489631,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
bcn_ajuntament,0.21177489970347116,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
GovernmentRF,0.16164897088899524,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
RameshKateja,0.26716526453069267,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
sr_stephanie,0.23966450877390214,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
allfama,0.38028342493805,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
pbhushan1,0.11591532268670572,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
paloma_pirfa,0.2763524832549896,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
PentagonPresSec,0.25172710428206085,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
AnilKum82236281,0.3323434103907788,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
gauravtiwarirau,0.17137694591179115,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
VasNarasimhan,0.26812958324376557,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
HummaSaif,0.38680352409791663,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
universidaduptc,0.32471859838964223,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
XHNews,0.2511903895977943,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
priyankagandhi,0.11288551039404282,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
actufrparis,0.5061003658259478,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
OPSOMSPeru,0.2081014881256277,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
zhiwei1221,0.5031003250246819,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
therealdaddymo1,0.47858727882011964,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
Amoljam,0.20322617797783027,<p>Um dos critérios que mais teve peso na análise foi o índice Temporal</p>
nagaonpolice,0.2573128340102984,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
VAMOSAVERorg,0.14710600608041405,<p>Um dos critérios que mais teve peso na análise foi o índice Temporal</p>
ParisianGirlAmy,0.27417131024846586,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
CarlosFGalan,0.19362400595880874,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
DuncanPeggMP,0.18818925257396166,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ASlavitt,0.24958191217078948,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
PhrmMar,0.28861135073997396,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
amirkingkhan,0.24611088861127112,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
GaetanBurgio,0.32771684456847344,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
AzharJeddah2003,0.30894046900597083,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
EPExtremadura,0.39387862930438416,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ajayrajmuthalia,0.35017532448876987,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
Thyrocare,0.1180585052877688,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
desdelamoncloa,0.28360492858777003,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
horacioazzolin,0.2408382824548238,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
murtazawahab1,0.376729426933378,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
JoiDukesTV,0.1994630282677284,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
WHO_Europe,0.2844082190380344,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
KamalaHarris,0.17978099846921142,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
EmeraldRobinson,0.14988160770964315,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
AsianetNewsHN,0.2923685127556809,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
HARIOMSONILUCK1,0.6248048686498426,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
diputacionMLG,0.3059791544765979,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
filicaetano,0.21281637359032862,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
MsigwaGerson,0.2836751643116818,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
houndcl,0.22907163701754402,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
JackMa,0.057916879251700686,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
raj2jas,0.2378983616645444,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
mschenk,0.36273115968653435,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
philipbryan,0.3643463241643463,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
D_Roopa_IPS,0.19303795221632303,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Ian_Fraser,0.13262313132531484,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Hoo_Carez,0.336756766719326,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
WhiteHouse45,0.28159471643002243,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
survivaltribes,0.31284184908527607,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
GilbertCollard,0.19850282197039507,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
RepJanel,0.29301121211196496,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
clginer,0.3403775514208873,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
moswaa,0.43406350916755426,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
BillGates,0.13297166698127064,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
ErikSolheim,0.06143487150109634,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Cosecha_del_62,0.29770120666219685,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
sadieweiner,0.29195833488873674,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
SyedRahatNaqvi,0.47938449048577514,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
lucasmorin_eolc,0.26551677471657104,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
SenSchumer,0.16476614310335483,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
PoliciaBogota,0.25681197678053996,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
dogarrett,0.14364305270362765,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
EdselSalvana,0.16926468259660596,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
MAECgob,0.32044767749977776,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
chotubana007,0.4667728471588676,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
antoniocostapm,0.2534115687858864,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
WHOAFRO,0.25758927836603185,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
nkreplak,0.20726204467801107,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
nagma_morarji,0.203521934707411,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
CitizenJane99,0.34474727670216215,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
NARENDER1970,0.2121248056437369,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
spitta1969,0.5335309189600795,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
PresidenciaCuba,0.3722409823007068,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
iris_78yq,0.337860958979891,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
DennyJLee,0.25518973159086156,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
LupusOrg,0.23580523638600107,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
matteosalvinimi,0.1799853468109134,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
RadioStydoba,0.2650341381623072,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
bbcworldservice,0.17562121630217506,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
hkpoliceforce,0.23821794954687012,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
univienna,0.2829499919993776,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
KemiOlunloyo,0.41778593724492374,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
LabasOfficiel,0.30588150389574403,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
tobonsanin,0.1446008753418378,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
conycamelo,0.44462076743714524,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
drfahrettinkoca,0.14796064361817787,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
RailaOdinga,0.15475945252647266,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
Indiagri,0.3706716948583585,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
ChiefNGB,0.22117315390466863,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
just1doctorwala,0.32991167139342037,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
mcdonagh1,0.2997172729138521,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
kohyu1952,0.4558277055639429,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
belduque,0.422791686684947,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
NGRPresident,0.2575767380958817,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
zaragoza_es,0.2739288341483857,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
CBNoficial,0.30324759524839856,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
STIBMIVB,0.3455886839303072,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
espersendf,0.271640065790743,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
LassoGuillermo,0.19537624656045713,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
KeishaBottoms,0.23150116893188005,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
LisandratlSUR1,0.4805455332546241,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
KevinH_PhD,0.39068860529879407,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
GregorioRCh,0.7486305276265658,<p>Um dos critérios que mais teve peso na análise foi o índice de Sentimento</p>
DCI_Kenya,0.2044782265756842,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
IRSnews,0.3255044826003582,<p>Um dos critérios que mais teve peso na análise foi o índice de Perfil</p>
