id,user_id,text,created_at,geo,place_name,coordinates,user_location,likes,retweets,followers,lang
_1359979877533908997,_15133318,"Por si todavía alguien no lo sabe  lo dejamos claro: 
Alvise es un MENTIROSO. https://t.co/y3lHrsQwaJ",2021-02-11 21:37:24,None,,None,Catalunya,414,227,120236,es
_1360209339856941057,_15133318,Esta mañana hemos denunciado ante la Fiscalía a Luis Pérez (Alvise) por difundir la imagen de una falsa PCR positiv… https://t.co/xlDG6IcZz6,2021-02-12 12:49:12,None,,None,Catalunya,1904,883,120236,es
_1358013136444547072,_15133318,"🔴 EN DIRECTE| Acte a #Salou!

👉El candidat socialista  @salvadorilla 
👉El president del Govern Espanyol … https://t.co/pGlbJFXMkH",2021-02-06 11:22:17,None,,None,Catalunya,51,43,120236,ca
_1358089413608280076,_15133318,"🔴EN DIRECTE| Acte a #Lleida amb:

👉 El candidat  @salvadorilla.

👉 El president del Govern Espanyol … https://t.co/hHUjt0NZlK",2021-02-06 16:25:22,None,,None,Catalunya,21,15,120236,ca
_1306838783195836417,_183938875,@ianbrown Doctor Ted Noel  an anesthesiologist with 36 years experience wearing masks in operating rooms explains w… https://t.co/Uvj7sKSudo,2020-09-18 06:13:40,None,,None,UK,65,27,130,en
_1359414076816961536,_129744409,En la Urgencia Pediátrica del #HospitalPuertadeHierro  durante el fin de semana pasado  se hicieron 49 test de antí… https://t.co/Csp80amfNF,2021-02-10 08:09:07,None,Las Rozas de Madrid,None,Madrid  España,913,474,1159,es
_1359283435978784770,_130220860,@BeatrizTalegon @JoseCamposMD @Esmeral25406136 @MarioNoyaM Es mentira que en el Hospital Clínico y el Puerta de Hie… https://t.co/KVIMrh3be9,2021-02-09 23:30:00,None,,None,,26,5,21229,es
_1359245044625080323,_938888593,"Esto de abajo no es cierto.
En esta red estamos muchos pediatras. Si hubiera un aumento de casos muchos TENEMOS EL… https://t.co/cOQ6hH2gbZ",2021-02-09 20:57:26,None,,None,Madrid  España,1030,423,90772,es
_1359423318089154560,_296911626,Esto es importante que se sepa. Desde SEUP lamentamos noticias como la publicada ayer en @Diario_16   con datos fal… https://t.co/YPRmy2krQ0,2021-02-10 08:45:50,None,,None,,447,304,5417,es
_1357340583371497475,_933309177623121921,Excelente noticia para #Córdoba: el Ministerio de @Defensagob ha elegido esta ciudad para acoger el Proyecto Tecnol… https://t.co/kz5EXHBNG4,2021-02-04 14:49:47,None,,None,Córdoba  España,300,122,90098,es
_1353747863549968388,_1154781658933006337,This is my father-in-law  the 1st member of our family to receive his 1st dose of the vaccine. At 84  he is high-ri… https://t.co/CaASYr80DQ,2021-01-25 16:53:36,None,,None,New York  NY,3025,379,21562,en
_1101944908636667904,_96753428,"@AleCiroAlvarez O sea que no se usan ""fetos"" para hacer estas vacunas  sino líneas celulares cuyas tataratatarabuel… https://t.co/dLeZb4ZHEt",2019-03-02 20:38:34,None,,None,Buenos Aires  Argentina,5,2,13613,es
_1356184111459696641,_871660705,He is health minister of Thailand how he vaccinated see its a fun https://t.co/xC2NnFZepX,2021-02-01 10:14:23,None,,None, Udaipur  India,3,1,3291,en
_1356134985682575360,_1185767274172403712,"Health Minister of Thailand 
Crying like a #Pappu while taking co-veccine.😆😀 https://t.co/8JBybQMc5T",2021-02-01 06:59:11,None,,None,,3,1,61,en
_1356095992320421895,_17537467,Fighting Covid19 one teardrop at a time. https://t.co/ET1PPW3EpZ,2021-02-01 04:24:14,None,Toronto,None,Toronto  Ontario,1250,313,693630,en
_1281361675170586624,_855482932173168640,We are joining forces with the @JPEOCBRND and Retractable Technologies to increase the manufacturing capacity in th… https://t.co/uti0JeQCEy,2020-07-09 22:56:44,None,,None,Washington  DC,11,4,7528,en
_1346598799993667588,_1278451134,"I was proud to get the COVID-19 vaccine earlier today at Morehouse School of Medicine.  I hope you do the same! 

https://t.co/RAlkmkCRra",2021-01-05 23:25:47,None,,None,Atlanta  Georgia,10531,1916,70569,en
_1353036333388849152,_1536493496,A video from the massive protest in St Petersburg earlier today  via Telegram https://t.co/4Q3qvcliZf,2021-01-23 17:46:14,None,,None,Moscow  Russia,6795,2388,11539,en
_1354780354524176386,_1164375671243771906,Lo dice un científico de verdad ... no de eso que hacen comités “científicos” en #calico @TwiterosCali @CaliWebCo… https://t.co/d2HAgKtlCq,2021-01-28 13:16:21,None,Palmira,None,Pembroke Pines  FL,90,53,17106,es
_1330980897080807424,_611918312,Re: public comments made recently by a pathologist that may leave an impression to the contrary  the Alberta Sectio… https://t.co/3DfM3RpSFO,2020-11-23 21:05:48,None,,None,Alberta  Canada,341,116,12950,en
_1248418167191416832,_371797057,El “suplemento mineral milagroso”  que contiene dióxido de cloro NO elimina el coronavirus. Ingerirlo puede causart… https://t.co/opICMqc3jn,2020-04-10 01:11:00,None,,None,,770,463,1432178,es
_1354119707859832835,_150323423,"El Dióxido de Cloro NO tiene ninguna indicación médica. Ingerido  es un producto tóxico y muy peligroso.
 
Por favo… https://t.co/xXEKqEDqUO",2021-01-26 17:31:11,None,,None,London  England,12818,4346,57419,es
_1354199904986542084,_54690970,"Mentiras. 
Una cosa es que no prevenga el virus otra que sea tóxico. 
Ojo. 
https://t.co/vwzWQXTX9v https://t.co/IbmNcdDPxK",2021-01-26 22:49:51,None,,None,Bogotá,39,10,197830,es
_1354434145292791809,_327385337,#SICSuper invita a cuidar su salud y desconfiar de publicaciones con productos milagrosos para evitar el contagio d… https://t.co/QYEsY0Zm2J,2021-01-27 14:20:39,None,,None,Bogotá-Colombia,61,27,172961,es
_1275800328785416192,_3010738968,MASKS DO NOT CAUSE HYPOXIA! https://t.co/9H6JVUm8td,2020-06-24 14:37:56,None,,None,Irvine  CA,118593,36528,1912,en
_1310560229940228096,_14700117,"We are heading into flu season.
 
If you or someone you know is entitled to receive a flu jab  remember you can get… https://t.co/z9WByqaDIq",2020-09-28 12:41:22,None,,None,London,302,110,3264120,en
_1255320056478777346,_74382140,“That was so quick!” Premier @AnnastaciaMP was filmed getting her flu shot yesterday before being asked by a photog… https://t.co/gRfx4IxTHQ,2020-04-29 02:16:38,None,,None,Queensland  Australia,240,99,114091,en
_1309252453460832256,_227455783,📢GOBIERNO NACIONAL DA ESPALDARAZO AL PROYECTO DE REFORMA A LA SALUD Y RADICA MENSAJE DE URGENCIA. Gran noticia! com… https://t.co/9zgrmGnTD3,2020-09-24 22:04:44,None,,None,Magdalena  Colombia,26,14,3839,es
_1354167935498145796,_374557401,#Atención 🚨 El dióxido de cloro no está autorizado para su consumo; tampoco como alternativa terapéutica para trata… https://t.co/bZpttEyADz,2021-01-26 20:42:49,None,,None,COLOMBIA,144,126,40359,es
_1354143636498362369,_371797057,El uso de dióxido de cloro como tratamiento médico contra la COVID-19 no tiene ninguna evidencia científica que apo… https://t.co/uIVNU8GVB0,2021-01-26 19:06:16,None,,None,,901,455,1432178,es
_1240463700622036992,_371797057,Confirmamos 9 casos nuevos de coronavirus (COVID-19) en Colombia. Los pacientes diagnosticados se encuentran en Bog… https://t.co/4zwHVIp45F,2020-03-19 02:22:47,None,,None,,7852,6302,1432178,es
_1228371964395433985,_371797057,Con relación a videos que circulan en redes sociales y grupos de WhatsApp  en los que aseguran que hay varios casos… https://t.co/pwrOjtxm8x,2020-02-14 17:34:33,None,,None,,292,276,1432178,es
_1227430243448885248,_76060826,Por sospecha de infección por nuevo #coronavirus (nCoV-2019)  queremos hacer un llamado a la calma  así como al man… https://t.co/bn2dgL43Dq,2020-02-12 03:12:29,None,Ibagué,None,Tolima,13,11,17039,es
_1295034675581333504,_845043536034779138,Compartimos este documento elaborado por nuestra Comisión Directiva con respecto a falsas informaciones que circula… https://t.co/KkOUQ5bzFk,2020-08-16 16:28:21,None,,None,Córdoba  Argentina,682,508,1171,es
_1333451406959906818,_54998040,Embora uma plataforma nova  já temos vários ensaios clínicos em andamento c vacinas de mRNA p outras doenças (p.ex.… https://t.co/wnDUD2naiU,2020-11-30 16:42:44,None,,None,Washington  DC,214,5,34282,pt
_1227248666127159298,_14499829,"@DrTedros @WHOWPRO @WHOSEARO @WHO_Europe @WHOEMRO @pahowho @WHOAFRO @UN_News_Centre @UN @OIEAnimalHealth @FAO ""Havi… https://t.co/AMqnoky4bd",2020-02-11 15:10:57,None,,None,Geneva  Switzerland,798,310,9101864,en
_1353141360883331074,_40637000,Quer dizer que João Dória fecha o estado de SP é vai pra Angra?? https://t.co/WE5sMOPkob,2021-01-24 00:43:35,None,,None,,11346,3035,28225,pt
_1342177404152934401,_64706049,Meu pedido de desculpas aos brasileiros de SP. Reconheço o erro e esclareço a viagem que fiz aos Estados Unidos. Já… https://t.co/WnIz4N0XzZ,2020-12-24 18:36:44,None,,None,São Paulo  SP  Brasil,11055,660,1372367,pt
_1353707726749237251,_40637000,Alô @equipejd que foi correndo no meu Tweet me acusar de Fakenews quando questionei se o governador estava em Angra… https://t.co/4wBVgDvqxj,2021-01-25 14:14:07,None,,None,,864,254,28225,pt
_1353418523473833984,_894620723897131008,@flferronato @dunningham2 Flavia  fake news! João Doria está em SP. Aliás  neste final de semana  acompanhou vacina… https://t.co/47y4krEBpH,2021-01-24 19:04:55,None,,None,,5,0,2991,pt
_1355261674144542727,_154294030,"@AABenedetti: podría por favor informar a la comunidad  ¿cuál es la fuente de esa información?
cc @pfizer… https://t.co/EvfIYH62B1",2021-01-29 21:08:57,None,,None,Armenia,15,4,416709,es
_1355154480455675905,_23791197,👁Ojo con este #bulo que circula a través de #WhatsApp  se trata de un engaño para robar tus datos personales… https://t.co/NCBAhzNOvn,2021-01-29 14:03:00,None,,None,España,172,129,3527024,es
_1217863569536159745,_103039725,@VilledeNice   retraite aux flambeaux contre la réforme entre la gare et la place Masséna #reformedesretraites https://t.co/9ikfhrqcTI,2020-01-16 17:37:56,None,Nice,None,Nice,0,1,28894,fr
_1222006964059664385,_2596143056,"Some preventive measures against Novel #coronavirus :

#ncov2020
#HealthForAll

@PMOIndia @drharshvardhan… https://t.co/pj8rOLFWyw",2020-01-28 04:02:18,None,,None,Nirman Bhawan,174,116,2181232,en
_1354392965997883392,_1194602384661630976,SAHPRA will engage with medical professionals to deliver a compassionate and controlled access programme. A guideli… https://t.co/U4UhxB5dte,2021-01-27 11:37:01,None,,None,,90,47,2752,en
_1341149075492794374,_813286,With COVID cases surging worse than ever  getting vaccinated is one of the most important things we can do. But unt… https://t.co/86i5yU4iYG,2020-12-21 22:30:31,None,,None,Washington  DC,230210,23518,129759526,en
_1334969847785074691,_756487927849422848,"Modificação de DNA humano com vacina de RNA (parte 1)

Para alguém afirmar algo do tipo seria de bom tom descrever… https://t.co/I9xQMke5tr",2020-12-04 21:16:28,None,,None,Ribeirão Preto  Brasil,1801,350,41529,pt
_1353775965831389195,_326845755,"1º Informe de farmacovigilancia de vacunas frente a la COVID-19:

No se ha identificado en España ninguna posible r… https://t.co/5gcqzCLcw4",2021-01-25 18:45:16,None,,None,España,587,488,44640,es
_1353354452590321665,_1255190457577091073,"Trump: Cloriquina é eficaz. Esquerda: Genocida!
Bolsonaro: cloroquina é eficaz. Esquerda: Genocida!
Biden: cloroqui… https://t.co/raWhTz6xCS",2021-01-24 14:50:20,None,,None,,11555,2680,73773,pt
_1352559051641679872,_68712576,A única coisa que devo ter furado deve ter sido a mãe de quem divulga mais uma fakenews de nível global e diária! A… https://t.co/Vx7tJYhMQo,2021-01-22 10:09:41,None,,None,Rio de Janeiro-RJ,19300,3105,2081229,pt
_1352904582440120322,_1285670497,salvar sierra nevada. https://t.co/KjQnflAgpH,2021-01-23 09:02:42,None,,None,boquete,7054,3760,456,es
_1352748139665645569,_337808606,#HankAaron's tragic death is part of a wave of suspicious deaths among elderly closely following administration of… https://t.co/H7KrnhghfI,2021-01-22 22:41:03,None,,None,Los Angles  California,10728,7566,228654,en
_1353054087206621185,_13663322,"📣 ALERTA #FAKENEWS
💬 ¿Has recibido este mensaje por #WhatsApp? ¡Este tuit no lo hemos escrito desde @DiarioSUR!
➡️… https://t.co/kGnF61oIFW",2021-01-23 18:56:47,None,,None,Málaga,5,6,11528,es
_1352590167220088835,_43041690,Tratamento precoce agora também nos Estados Unidos   Jornal Americano de Medicina recomenda Hidroxicloroquina e Azi… https://t.co/CrAZHxu93w,2021-01-22 12:13:20,None,,None,Porto Alegre  RS,0,0,778584,pt
_1352073098183360513,_4175759465,Amazing that someone can tweet something like this  which is both absolute nonsense and NOT EVEN RELATED TO THE SCR… https://t.co/FCilZYoaGq,2021-01-21 01:58:41,None,,None,Sydney  New South Wales,158,27,32690,en
_1350194615438237697,_824689122426187777,"@OutOfContextCol @ClaudiaLopez Cambió ""nuevos virus"" por ""nuevas variantes"" y dejó la mentira principal  la sugesti… https://t.co/NHrERgMFka",2021-01-15 21:34:16,None,,None,Locombiano Honoris Causa,35,5,27714,es
_1347516236721250305,_17813487,Se relajaron las medidas y estamos pagando las consecuencias: Claudia López explica por qué el alza de contagios de… https://t.co/3IIbuCW29Y,2021-01-08 12:11:21,None,,None,Colombia,377,70,9007761,es
_1347520617931829253,_17813487,¿Qué responde Claudia López a quienes consideran que abordó el tema de la nueva cepa de coronavirus tras controvers… https://t.co/4R7GwfFQQL,2021-01-08 12:28:45,None,,None,Colombia,492,84,9007761,es
_1347957298732421121,_137908875,#EnVivo 🔴 | Desde el Laboratorio de Salud Pública de @SectorSalud les contamos a esta hora cómo vamos y cómo avanza… https://t.co/WEeCaZdwhH,2021-01-09 17:23:58,None,,None,Bogotá  DC  Colombia,180,35,2532201,es
_1347971143479816196,_137908875,En nuestro Laboratorio de Salud Pública del @SectorSalud contamos con el mejor talento humano y técnico que además… https://t.co/WTK3msn0rR,2021-01-09 18:18:59,None,,None,Bogotá  DC  Colombia,631,98,2532201,es
_1351331986061877249,_137908875,#EnVivo 🔴 | A esta hora entregamos a Bogotá la actualización de las medidas de cuidado en nuestra ciudad. ¡Conécten… https://t.co/xIcViIEPlv,2021-01-19 00:53:46,None,,None,Bogotá  DC  Colombia,229,65,2532201,es
_1348042256805208064,_740882656603320320,Aunque ya hay mucha información seria explicando la nueva variante del #SARS_CoV_2   me permito hacer un símil trat… https://t.co/TI7km933Q2,2021-01-09 23:01:34,None,,None,Bogotá  D.C.  Colombia,604,272,16613,es
_1348042266938646529,_740882656603320320,3) Otras veces pueden generar cambios en el color pero también en la velocidad como se replican (p.e Variante britá… https://t.co/T9inhmtUiH,2021-01-09 23:01:36,None,,None,Bogotá  D.C.  Colombia,112,35,16613,es
_1347548897107963909,_90534993,Para que sea cepa tendría que tener muchas variantes (un cambio bastante grande en el genoma) que otorguen propieda… https://t.co/uMJXYNVwRH,2021-01-08 14:21:07,None,,None,Bogota  Colombia,39,12,8499,es
_1351744616446484480,_151922663,"#VigilanciaGenómica #Enero19
El día de ayer obtuvimos secuencias para 39 nuevas muestras que fueron tomadas entre e… https://t.co/UHk7Wfm90H",2021-01-20 04:13:25,None,,None,Bogotá  D.C.  Colombia,267,153,134467,es
_1347371432624463872,_151922663,En #AcciónYPrevención nuestra directora  Martha Ospina  explicó a los colombianos sobre la variante británica del v… https://t.co/bbHLQoRu14,2021-01-08 02:35:57,None,,None,Bogotá  D.C.  Colombia,49,29,134467,es
_1347223468270641153,_371797057,#Atención | No existe en este momento ninguna evidencia científica de que la aceleración de la transmisión del COVI… https://t.co/l3ztK5dk1d,2021-01-07 16:47:59,None,,None,,1446,864,1432179,es
_1347601867023523840,_150323423,"El aumento de carga viral  medido por Ct  per sé no indica la presencia de una nueva variante. 

Sí  hay algunos es… https://t.co/qoYfKo3tgP",2021-01-08 17:51:36,None,,None,London  England,1276,436,57419,es
_1347255063992029184,_50117969,Encontrar una asociación entre una variante cualquiera y el aumento local de casos requiere datos genómicos y epide… https://t.co/7ZNcju69YG,2021-01-07 18:53:32,None,,None,London  England,10,4,5924,es
_1347601875982540804,_150323423,"2) Si la población a la cual se dirigen las PCRs cambia  también puede explicar ese cambio en la carga viral. 

Hay… https://t.co/bBAn9oXKSZ",2021-01-08 17:51:39,None,,None,London  England,123,29,57419,es
_1347601882601189378,_150323423,"4) Un cambio en protocolos de laboratorios  o cambio de reactivos  también debe descartarse. 

La variabilidad de l… https://t.co/IX8ubiKdoX",2021-01-08 17:51:40,None,,None,London  England,120,24,57419,es
_1350565692668596224,_67184256,Usando datos del @INSColombia  entre septiembre y diciembre  el tiempo transcurrido entre el inicio de los síntomas… https://t.co/wD4soWppXR,2021-01-16 22:08:48,None,,None,The only 🌎🌍🌏 we have. ,13,5,5751,es
_1350565696476950528,_67184256,Si las personas reportan síntomas más temprano y las pruebas se hacen antes  las pruebas se harían los días en que… https://t.co/83vaPNclzA,2021-01-16 22:08:48,None,,None,The only 🌎🌍🌏 we have. ,19,3,5751,es
_1350565698905534471,_67184256,"Eso podría motivarlas a hacerse antes las pruebas. 

¿Por qué es importante? Porque para tratar el problema es fund… https://t.co/5T7741xyA3",2021-01-16 22:08:49,None,,None,The only 🌎🌍🌏 we have. ,24,4,5751,es
_1348973795156119555,_50117969,El estudio  apunta que el aumento de casos en Sudáfrica y el incremento de la frecuencia de esta variante podría de… https://t.co/Cs88ql412A,2021-01-12 12:43:10,None,,None,London  England,6,1,5924,es
_1348973798591180800,_50117969,Cualquiera de estos escenarios es un GRAN problema de salud pública. por tanto  NO BAJEMOS LA GUARDIA con el contro… https://t.co/93S0yWrWI8,2021-01-12 12:43:10,None,,None,London  England,8,3,5924,es
_1352464401417203713,_1154180084078501889,Es entendible que ante la dificultad de encontrar tanques o concentradores de oxígeno  las personas busquen alterna… https://t.co/CcpN9rjZGa,2021-01-22 03:53:35,None,,None,,1026,300,1655415,es
_1272531018994585600,_22276965,"COVID-19 
👉🏽 El uso prolongado de mascarillas médicas 😷--usadas correctamente--NO ❌ provoca intoxicación por dióxid… https://t.co/mrQo9JeTEQ",2020-06-15 14:06:52,None,,None,Américas,442,352,392396,es
_1286994557440348160,_128372940,"- RT-PCR para Sars-Cov 2: negativo.
- BOM DIA A TODOS. https://t.co/CkdV59yGXP",2020-07-25 11:59:48,None,,None,Brasília  Brasil,86066,14847,6682948,pt
_1310601334211698688,_128372940,"- Sociedade Européia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.
- Milhares de vidas pode… https://t.co/FJiAmawk6G",2020-09-28 15:24:42,None,,None,Brasília  Brasil,34872,9691,6682948,pt
_1361443667219775488,_16887175,"Tuesday's Front Page: Royal Soap Oprah #TomorrowsPapersToday 

https://t.co/yD2SDCO4oa https://t.co/gHVeoc0vne",2021-02-15 22:33:59,None,,None,UK,10,5,1241331,en
_1361420049538375692,_4834767268,"Tuesday's front page:
‘THE FINAL’ LOCKDOWN
#tomorrowspaperstoday #BBCPapers #skypapers https://t.co/E4WH1D9SJH",2021-02-15 21:00:08,None,,None,,8,6,6562,en
_1352343594108133382,_157202279,@NTN24 FALSO. Colombia ni siquiera sabe cuándo llegarán las vacunas  mucho menos ha iniciado vacunaciones. Irresponsables y desinformadores.,2021-01-21 19:53:32,None,,None,Costa caribe,152,44,78085,es
_1352351633368346624,_63298406,Qué tal el siguiente desastre 👇🏽  hablando  de desinformación en vacunas de Covid-19 (que es mi tema de cabecera ah… https://t.co/aL4h7bnCnp,2021-01-21 20:25:29,None,,None,Bogotá,30,12,2357,es
_1352351612635930633,_34814904,"En @NTN24 salieron a mentir diciendo que ""inició la vacunación en Colombia  hay largas filas en zonas de clase medi… https://t.co/r2O6hgpedv",2021-01-21 20:25:24,None,,None,Bogotá  D.C.  Colombia,2080,1084,46985,es
_1352367381671268352,_133945128,Aclaratoria: Las fotos publicadas en nuestro portal corresponden a filas para pruebas anticovid en Bogotá  y no par… https://t.co/Qofer06Ibl,2021-01-21 21:28:04,None,,None,Continente Americano,141,51,4423914,es
_1252076409700454402,_930513440287985665,Aquí el contenido patrocinado. Si les dan plata miran para otro lado. https://t.co/Zzg5VXHR33,2020-04-20 03:27:33,None,,None,Bojacá  Colombia,44,17,1529,es
_1255839947359223808,_740882656603320320,Ayer día agridulce con Redemsivir. @NIH informa resultados preliminares en 1063 pacientes que recibieron remdesivir… https://t.co/Lr05VfDj5W,2020-04-30 12:42:30,None,,None,Bogotá  D.C.  Colombia,144,61,16613,es
_1255548948888117248,_740882656603320320,Lástima los resultados de un estudio bien hecho con Redemsivir para el #COVID19. No hubo diferencias en la mejoría… https://t.co/kIyw1EWseA,2020-04-29 17:26:11,None,,None,Bogotá  D.C.  Colombia,158,82,16613,es
_1349867243472121857,_138212728,Por instrucciones del Presidente @NicolasMaduro conversamos con el gobernador del Estado Amazonas  Brasil 🇧🇷 … https://t.co/DKFFcVkD8J,2021-01-14 23:53:24,None,,None,Caracas  cuna de Bolívar,50177,13327,1737898,es
_1350456704899698688,_138212728,Ayer le di la buena noticia al Gobernador del estado Amazonas de Brasil 🇧🇷  que hoy sábado salen los primeros camio… https://t.co/neYHZk44ep,2021-01-16 14:55:43,None,,None,Caracas  cuna de Bolívar,3364,3553,1737898,es
_1351503234674917378,_1301234378,Estive na fronteira entre o Brasil e a Venezuela  para acompanhar a chegada do oxigênio e da equipe médica  que vie… https://t.co/UBsK7hEGbL,2021-01-19 12:14:15,None,,None,Boa Vista  Roraima,336,415,9113,pt
_1339212219104579584,_43023158,Eu vou tomar a vacina  minha família vai tomar a vacina  recomendo que as pessoas tomem a vacina e ponto final.,2020-12-16 14:14:09,None,,None,Rio de Janeiro  Brasil,53669,1890,13254553,pt
_1346836977920974849,_272506502,¡Alerta! Página fraudulenta ofreciendo supuesto programa de ingreso solidario  ¡cuide sus datos personales!“recomen… https://t.co/PF6LoeTtuE,2021-01-06 15:12:13,None,,None,Colombia,39,46,7425,es
_1273294885479763974,_272506502,¡Alerta! Mensaje FALSO está siendo enviado a través de SMS y whatsapp ofreciendo combustible gratuito a nombre de… https://t.co/ipZqplNghh,2020-06-17 16:42:12,None,,None,Colombia,17,33,7425,es
_1349386938122440705,_371797057,El ministro @Fruizgomez entregó detalles de la compra y disponibilidad de vacunas #SegurasYEfectivas contra la COVI… https://t.co/ltBeuRTBJO,2021-01-13 16:04:51,None,,None,,332,133,1432179,es
_1349322450018906114,_43023158,Vacina: não importa a origem  nem quem a distribui. O foco é na eficácia científica. Se as agências regulatórias ap… https://t.co/cFfae0UNY5,2021-01-13 11:48:35,None,,None,Rio de Janeiro  Brasil,6130,296,13254553,pt
_1350825335839928328,_788466790347239424,Soon after injected covid-19 vaccine in india https://t.co/gBWYEKJbl5,2021-01-17 15:20:31,None,,None,Pakistan,0,0,1416,en
_1350842525695705088,_1207634475254865921,A tweet referring to a news article is claiming that 40 students have been hospitalised after being administered wi… https://t.co/XbxKLeMkze,2021-01-17 16:28:50,None,,None,New Delhi,828,386,181187,en
_1349944250746724355,_75400667,El @MinInterior designado @DanielPalam dió a conocer el decreto 039 del 2021 que entrará en vigencia el 16 de enero… https://t.co/jWOzhBF1Sm,2021-01-15 04:59:24,None,,None,Bogotá,103,51,505780,es
_1350195249860255744,_211336927,Ahora es cuando más nos aferramos al paradigma  que después de que haya vida  lo demás lo podemos lograr. Por ello … https://t.co/Qzvtl2i58H,2021-01-15 21:36:47,None,,None,Santiago de Cali,565,188,82731,es
_1350165446759231488,_36276135,Importante: Circular 618 de 2021 del Gobierno Nacional ordena toque de queda para todo el Valle de Aburrá en los si… https://t.co/uYaNbEviTC,2021-01-15 19:38:22,None,,None,Medellín  Colombia,1523,397,497918,es
_1350194001614401539,_240453983,Este fin de semana  Girardot   Fusagasugá y Facatativá tendrán toque de queda general o total  los 113 municipios… https://t.co/1v1mUmSXcC,2021-01-15 21:31:50,None,,None,Bogota Colombia,0,0,1457,es
_1237034894771064832,_232268199,"We’re hearing from local governments that acquiring hand sanitizer has been a real problem. 

NYS will immediately… https://t.co/sIFdnQxEnw",2020-03-09 15:17:56,None,,None,New York,3541,892,2634136,en
_1341264295234068480,_335603719,"🚨توضيح هام
🔸هذه الصفحة المتداولة مزوّرة وماورد فيها غير صحيح
🔸مصادر هذه الشائعات مواقع خارجية متخصصة في انتاج وتروي… https://t.co/z4LpAV0HKV",2020-12-22 06:08:22,None,,None,المملكة العربية السعودية,674,802,223262,ar
_1341420063719628801,_335603719,🚨الشائعة المتداولة عبر صفحة مزورة عن لقاح #فيروس_كورونا انتشارها كبير، رغم ان من يقرأ ما ورد فيها سيعرف انها معلوما… https://t.co/sdy3cTi0MU,2020-12-22 16:27:20,None,,None,المملكة العربية السعودية,36,53,223262,ar
_1341264756594884608,_1155566413790285828,"الحمد لله جميع من أخذ لقاح كورونا يتمتعون بصحة وعافية ولم تظهر أي أعراض غير متوقعة على كل من حصل على اللقاح. 

وندع… https://t.co/uIOIUfxcUI",2020-12-22 06:10:12,None,,None,,2047,1687,334800,ar
_1349098434381361152,_160831087,"🚫📣 #StopBulos

❗📱 T'ha arribat este missatge per Whatsapp sobre un suposat anunci de confinament domiciliari de nou… https://t.co/orxHK9pAnw",2021-01-12 20:58:26,None,,None,Comunitat Valenciana,148,131,203332,ca
_1347194592580362248,_291574437,Ramainya 😭😭😭😭😭😭😭 https://t.co/VKNeTi7DRR,2021-01-07 14:53:15,None,Kuala Lumpur,None,johor bahru malaysia,7525,8899,1278,in
