,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title
14,,Face masks cause lung cancer,2021-01-29T00:00:00Z,2021-02-12T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,False,0,wearing mask can cause lung cancer
15,Fact check: False claim that face masks cause bacterial pneumonia,Mask wearing causes bacterial pneumonia,2021-02-20T00:00:00Z,2021-02-25T00:59:29Z,social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/02/24/fact-check-false-claim-face-masks-cause-bacterial-pneumonia/4574295001/,False,0,wearing mask can cause lung cancer
16,"Fact check: Vaccines offer safe, consistent protection from COVID-19",Immunity from infection is always stronger than immunity from vaccines,2021-06-08T00:00:00Z,2021-06-21T23:01:40Z,"Melissa Floyd, social media users",USA Today,https://www.usatoday.com/story/news/factcheck/2021/06/21/fact-check-vaccines-offer-safe-consistent-protection-covid-19/7609402002/,Partly False,0,vaccination is harmful to people who have recovered from covid19
17,COVID-19 vaccines are safer than the risk of COVID-19 infection for ...,COVID-19 vaccines caused as many deaths as the disease in young people,2021-05-24T00:00:00Z,2021-05-24T00:00:00Z,Wendy Bell,Health Feedback,https://healthfeedback.org/claimreview/covid-19-vaccines-are-safer-than-the-risk-of-covid-19-infection-for-people-of-all-ages-wendy-bell-radio/,Unsupported,0,vaccination is harmful to people who have recovered from covid19
18,Analysis | Ron Johnson's unscientific use of vaccine and death data,"""According to the VAERS system, we are over 3,000 deaths of, after, within 30 days of taking the [coronavirus] vaccine.""",2021-05-06T00:00:00Z,,Ron Johnson,The Washington Post,https://www.washingtonpost.com/politics/2021/05/12/ron-johnsons-unscientific-use-vaccine-death-data/,Three Pinocchios,0,vaccination is harmful to people who have recovered from covid19
19,Article claiming that masks contribute to cancer development ...,"“Long-term Mask Use May Contribute to Advanced Stage Lung Cancer, Study Finds”",2021-10-02T00:00:00Z,2021-01-29T00:00:00Z,Philip Schneider,Health Feedback,https://healthfeedback.org/claimreview/article-claiming-that-masks-contribute-to-cancer-development-misrepresents-a-study-about-lung-cancer-which-didnt-involve-masks-at-all/,Inaccurate,1,a study found that longterm mask use may contribute to advanced stage lung cancer
20,Fact check: Long-term face mask use will not cause lung cancer,"Long-term mask-wearing may cause advanced-stage lung cancer, one study shows",2021-01-29T00:00:00Z,2021-02-16T21:56:30Z,Blacklisted News,USA Today,https://www.usatoday.com/story/news/factcheck/2021/02/16/fact-check-long-term-face-mask-wearing-does-not-cause-lung-cancer/6702733002/,False,0,a study found that longterm mask use may contribute to advanced stage lung cancer
21,,Face masks cause lung cancer,2021-01-29T00:00:00Z,2021-02-12T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,False,0,a study found that longterm mask use may contribute to advanced stage lung cancer
22,Fact Check: Did the American Journal of Medicine recommend ...,American Journal of Medicine recommends hydroxychloroquine for COVID-19,2021-01-29T18:55:00Z,2021-01-29T18:55:00Z,Donna Grimes Windel,Newsweek,https://www.newsweek.com/fact-check-did-american-journal-medicine-recommend-hydroxychloroquine-covid-1565459,False,0,a us medical journal endorsed hydroxychloroquine as covid treatment
23,No New Revelation on Hydroxychloroquine and COVID-19,"""Another study has confirmed hydroxychloroquine to be effective in the treatment of COVID-19.""",2021-06-08T00:00:00Z,,One America News Network,FactCheck.org,https://www.factcheck.org/2021/07/scicheck-no-new-revelation-on-hydroxychloroquine-and-covid-19/,Disputed by Experts,0,a us medical journal endorsed hydroxychloroquine as covid treatment
24,,American Journal of Medicine and Facebook “admit mistakes” on hydroxychloroquine studies,2020-02-03T00:00:00Z,2021-02-11T12:38:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/misleading-claim-circulates-us-medical-journal-endorsed-hydroxychloroquine-covid-treatment,Misleading,1,a us medical journal endorsed hydroxychloroquine as covid treatment
25,The American Medical Association does not reject nor support ...,"The AMA “reversed course”, now “giving the green light to doctors prescribing HCQ to their COVID patients.”",2020-12-18T00:00:00Z,2020-12-18T00:00:00Z,Brian C. Joondeph,Health Feedback,https://healthfeedback.org/claimreview/the-american-medical-association-does-not-reject-nor-support-hydroxychloroquine-as-a-treatment-for-covid-19-nor-did-it-change-its-position-on-the-use-matter/,Inaccurate,0,a us medical journal endorsed hydroxychloroquine as covid treatment
26,"In Viral Video, Doctor Falsely Touts Hydroxychloroquine as COVID ...","A viral video claims of COVID-19, ""Nobody needs to get sick. This virus has a cure. It is called hydroxychloroquine, zinc and Zithromax.""",2020-07-28T00:00:00Z,,Viral video,FactCheck.org,https://www.factcheck.org/2020/07/in-viral-video-doctor-falsely-touts-hydroxychloroquine-as-covid-19-cure/,False,0,a us medical journal endorsed hydroxychloroquine as covid treatment
27,,Disgraced US scientist Judy Mikovits jailed in 2021 for discovering retroviruses are transmitted to humans through vaccines,2020-02-01T00:00:00Z,2021-02-09T04:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/facebook-posts-falsely-report-arrest-discredited-us-researcher-who-featured-plandemic-video,False,1,police have detained discredited us researcher judy mikovits for discovering evidence that deadly retroviruses are transmitted through vaccines
28,,France and Australia suspends Covid-19 vaccine rollout?,,2021-02-12T05:30:00Z,,AFP Fact Check,https://factcheck.afp.com/conspiracy-theorist-alex-jones-falsely-claims-australia-and-france-ditched-coronavirus-vaccination,Partly false,1,farright broadcaster alex jones claims that australia and france have suspended covid19 vaccination campaigns because the jab does not work
29,"mRNA COVID-19 vaccines were tested in humans, have proven to ...",mRNA technology in COVID-19 vaccines was never tested in humans.,2021-06-21T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2021/jun/25/instagram-posts/mrna-covid-19-vaccines-were-tested-humans-have-pro/,False,0,covid19 vaccines use technologies never tested in humans
30,Fact check: Long-term face mask use will not cause lung cancer,"Long-term mask-wearing may cause advanced-stage lung cancer, one study shows",2021-01-29T00:00:00Z,2021-02-16T21:56:30Z,Blacklisted News,USA Today,https://www.usatoday.com/story/news/factcheck/2021/02/16/fact-check-long-term-face-mask-wearing-does-not-cause-lung-cancer/6702733002/,False,0,face mask use causes lung cancer
31,Article claiming that masks contribute to cancer development ...,"“Long-term Mask Use May Contribute to Advanced Stage Lung Cancer, Study Finds”",2021-10-02T00:00:00Z,2021-01-29T00:00:00Z,Philip Schneider,Health Feedback,https://healthfeedback.org/claimreview/article-claiming-that-masks-contribute-to-cancer-development-misrepresents-a-study-about-lung-cancer-which-didnt-involve-masks-at-all/,Inaccurate,0,face mask use causes lung cancer
32,,Face masks cause lung cancer,2021-01-29T00:00:00Z,2021-02-12T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,False,1,face mask use causes lung cancer
33,Fact-Check: Study Misquoted to Claim Wearing Masks Causes Cancer,Long-term use of face mask for COVID-19 will cause lung cancer,2021-03-02T12:08:51Z,2021-03-02T12:08:51Z,"Facebook,Twitter",Quint Fit,https://fit.thequint.com/fit-webqoof/fact-check-study-misrepresented-to-claim-face-masks-for-covid-causes-cancer,False,0,face mask use causes lung cancer
34,Fact check: False claim that face masks cause bacterial pneumonia,Mask wearing causes bacterial pneumonia,2021-02-20T00:00:00Z,2021-02-25T00:59:29Z,social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/02/24/fact-check-false-claim-face-masks-cause-bacterial-pneumonia/4574295001/,False,0,face mask use causes lung cancer
35,Fact check: Study falsely claiming face masks are harmful ...,A study linked to Stanford University showed masks are harmful and ineffective at preventing spread of COVID,2021-04-19T00:00:00Z,2021-04-24T18:20:11Z,Social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/04/24/fact-check-study-falsely-claiming-masks-harmful-isnt-stanfords/7353629002/,False,0,face mask use causes lung cancer
36,Fact check: Pfizer CEO Albert Bourla received COVID-19 vaccine,The CEO of Pfizer refused the COVID-19 vaccine,2021-03-24T00:00:00Z,2021-03-30T19:15:44Z,social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/03/30/fact-check-pfizer-ceo-albert-bourla-received-covid-19-vaccine/7028843002/,False,0,pfizers ceo refuses the vaccination and says that it is not recommended for him
37,"Pfizer CEO Got Vaccinated, Contrary to Claim in Video","""Pfeizer CEO refuses [COVID-19 vaccine]""",2021-03-24T00:00:00Z,,Viral video,FactCheck.org,https://www.factcheck.org/2021/03/scicheck-pfizer-ceo-got-vaccinated-contrary-to-claim-in-video/,False,0,pfizers ceo refuses the vaccination and says that it is not recommended for him
38,,Pfizer chief will not take Covid-19 vaccine,2021-01-22T00:00:00Z,2021-01-29T14:50:00Z,Cyude Arinze,AFP Fact Check,https://factcheck.afp.com/pfizers-ceo-said-he-will-get-covid-19-jab-when-its-his-rightful-turn,Misleading,0,pfizers ceo refuses the vaccination and says that it is not recommended for him
39,"Lemon Juice Tea Does Not Cure COVID-19 in Israel, or Anywhere ...","""Everyone in Israel drinks a cup of hot water with lemon and a little baking soda at night, as this is proven to kill"" coronavirus, and has prevented COVID-19 deaths in Israel.",2020-04-01T00:00:00Z,,Facebook posts,FactCheck.org,https://www.factcheck.org/2020/04/lemon-juice-tea-does-not-cure-covid-19-in-israel-or-anywhere-else/,False,0,no deaths from covid19 in israel because of a cure for the virus made with lemon and baking soda
40,COVID 'hot tea' cure of lemon and bicarb doesn't hold water,"Drinking a hot tea of lemon and baking soda, or bicarbonate, cures COVID-19.",2020-03-28T00:00:00Z,2021-04-21T00:00:00Z,Social media posts,Australian Associated Press,https://www.aap.com.au/covid-hot-tea-cure-of-lemon-and-bicarb-doesnt-hold-water/,False,0,no deaths from covid19 in israel because of a cure for the virus made with lemon and baking soda
41,Lemon and baking soda tea doesn't cure Covid-19,Lemon and baking soda tea cure Covid-19,,2020-04-03T00:00:00Z,Viral WhatsApp Message,Health Analytics Asia,https://www.ha-asia.com/lemon-and-baking-soda-tea-doesnt-cure-covid-19/,There is no scientific finding and research that lemon or soda or a mix of both can cure or prevent Covid-19.,0,no deaths from covid19 in israel because of a cure for the virus made with lemon and baking soda
42,,No COVID-19 deaths in Israel due to baking soda remedy,2020-04-16T00:00:00Z,2020-06-23T07:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/false-social-media-posts-claim-israel-has-reported-zero-deaths-covid-19-due-baking-soda-remedy,False,0,no deaths from covid19 in israel because of a cure for the virus made with lemon and baking soda
43,"Fact Check: Viral WhatsApp Forward Claiming Lemon, Baking Soda ...",Lemon And Baking Soda Can Kills Coronavirus,2020-04-07T09:55:41Z,2020-04-07T09:55:41Z,The Logical Indian,The Logical Indian,https://thelogicalindian.com/fact-check/lemon-baking-soda-coronavirus-covid-19-kills-20488,False,0,no deaths from covid19 in israel because of a cure for the virus made with lemon and baking soda
44,,Image shows recipe for antimalarial drugs quinine and hydroxychloroquine,2020-01-31T00:00:00Z,2021-02-11T06:30:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/facebook-posts-falsely-claim-hydroxychloroquine-can-be-homemade-treatment-covid-19,False,1,hydroxychloroquine can be homemade as treatment for covid19
45,,This video shows Thai health minister crying in fear while taking Covid-19 vaccine,,2021-02-02T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-has-circulated-reports-2018-about-nurse-trying-give-chinese-man-injection,False,1,a  video of a man crying in fear while a nurse attempts to give him an injection
46,,Event 201 was run by the Johns Hopkins University in cahoots with the Bill and Melinda Gates Foundation.,,2021-02-18T00:00:00Z,,Full Fact,https://fullfact.org/online/event-201-pitbull-coronavirus/,It was run by the Johns Hopkins Center for Health Security in partnership with the World Economic Forum and the Bill and Melinda Gates Foundation.,0,event 201 shows that the pandemic was planned
47,,Flu and heart attacks went away this year.,,2021-02-18T00:00:00Z,,Full Fact,https://fullfact.org/online/event-201-pitbull-coronavirus/,A drop in flu cases in both the US and UK was likely down to measures brought in to stop Covid-19. Heart attacks have not gone away.,0,event 201 shows that the pandemic was planned
48,,Event 201 was a complete rehearsal of the Covid-19 pandemic.,,2021-02-18T00:00:00Z,,Full Fact,https://fullfact.org/online/event-201-pitbull-coronavirus/,"Event 201 was a real exercise to simulate how those in government, business and public health might respond to a global pandemic. It was not based on Covid-19 and does not mean the organisers had prior knowledge of the pandemic.",0,event 201 shows that the pandemic was planned
49,New Coronavirus Wasn't 'Predicted' In Simulation,“BILL AND MELINDA GATES FOUNDATION & OTHERS PREDICTED UP TO 65 MILLION DEATHS VIA CORONAVIRUS — IN SIMULATION RAN 3 MONTHS AGO!”,2020-01-24T00:00:00Z,,InfoWars,FactCheck.org,https://www.factcheck.org/2020/01/new-coronavirus-wasnt-predicted-in-simulation/,False,0,event 201 shows that the pandemic was planned
50,"Fake Coronavirus Cures, Part 1: MMS is Industrial Bleach","""MMS (chlorine dioxide), can be very effective in both preventing and eradicating the coronavirus.""",2020-01-27T00:00:00Z,,Jim Humble,FactCheck.org,https://www.factcheck.org/2020/02/fake-coronavirus-cures-part-1-mms-is-industrial-bleach/,False,0,chlorine dioxide can cure coronavirus
51,Fact-Check | Andreas Kalcker Falsely Claims Chlorine Dioxide Will ...,Chlorine Dioxide will cure COVID-19.,2021-06-04T10:25:37Z,2021-06-04T10:25:37Z,"Facebook,Twitter,WhatsApp",Quint Fit,https://fit.thequint.com/fit-webqoof/andreas-kalcker-false-claims-on-chlorine-dioxide-cure-covid-19,False,0,chlorine dioxide can cure coronavirus
52,Fact Check: Andreas Kalcker and claim of bleach Chlorine Dioxide...,Andreas Kalcker claims bleach Chlorine Dioxide as a COVID-19 treatment,2021-06-24T00:00:00Z,2021-06-24T14:58:52Z,Social Media Users,THIP Media,https://www.thip.media/health-news-fact-check/fact-check-andreas-kalcker-and-claim-of-bleach-chlorine-dioxide-as-a-covid-19-treatment/21286/,Mostly False,0,chlorine dioxide can cure coronavirus
53,Fact Check: FB video by German scientist claiming chlorine dioxide ...,FB video by German scientist claiming chlorine dioxide can act against coronavirus,2020-05-27T06:24:00Z,2020-05-27T06:24:00Z,Social Media Users,Newsmeter,https://newsmeter.in/fact-check-fb-video-by-german-scientist-claiming-chlorine-dioxide-can-act-against-coronavirus-is-false/,False,0,chlorine dioxide can cure coronavirus
54,FALSE: COVID-19 mRNA vaccine 'not a vaccine against coronavirus',COVID-19 messenger RNA (mRNA) vaccines are not real vaccines against coronavirus.,,2021-05-10T05:27:41Z,,Rappler,https://www.rappler.com/newsbreak/fact-check/covid-19-mrna-vaccine-not-vaccine-against-coronavirus,False,0,the covid19 mrna vaccine is not a vaccine
55,"mRNA COVID-19 vaccines were tested in humans, have proven to ...",mRNA technology in COVID-19 vaccines was never tested in humans.,2021-06-21T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2021/jun/25/instagram-posts/mrna-covid-19-vaccines-were-tested-humans-have-pro/,False,0,the covid19 mrna vaccine is not a vaccine
56,Scientists developing mRNA vaccines before outbreak isn't ...,Says the U.S. government caused the coronavirus pandemic because it sent mRNA coronavirus vaccine candidates to university researchers weeks before the COVID-19 outbreak.,2021-06-14T00:00:00Z,,Bloggers,PolitiFact,https://www.politifact.com/factchecks/2021/jun/25/blog-posting/scientists-developing-mrna-vaccines-outbreak-isnt-/,False,0,the covid19 mrna vaccine is not a vaccine
57,Fact check: Vaccine has benefits even for those with past COVID-19 ...,"If you have natural immunity from COVID-19, you don’t need the vaccine",2021-08-07T00:00:00Z,2021-08-13T18:22:56Z,Social media,USA Today,https://www.usatoday.com/story/news/factcheck/2021/08/13/fact-check-vaccine-has-benefits-even-those-past-covid-19-infections/5545009001/,False,0,the covid19 mrna vaccine is not a vaccine
58,Fact check: Proteins from COVID-19 vaccines aren't dangerous toxins,Spike proteins from coronavirus vaccines are dangerous toxins that cause damage in the body,2021-06-03T00:00:00Z,2021-06-09T03:14:10Z,"Byram Bridle, social media users",USA Today,https://www.usatoday.com/story/news/factcheck/2021/06/08/fact-check-proteins-covid-19-vaccines-arent-dangerous-toxins/7505236002/,False,0,the covid19 mrna vaccine is not a vaccine
59,No sign that the COVID-19 vaccines' spike protein is toxic or 'cytotoxic',"The COVID-19 vaccines’ “spike protein is very dangerous, it's cytotoxic.”",2021-06-13T00:00:00Z,,YouTube videos,PolitiFact,https://www.politifact.com/factchecks/2021/jun/16/youtube-videos/no-sign-covid-19-vaccines-spike-protein-toxic-or-c/,False,0,the covid19 mrna vaccine is not a vaccine
60,Fact check: COVID-19 vaccines aren't magnetic - USA TODAY,Magnetism was added to COVID-19 vaccines to push mRNA through the body,2021-06-07T00:00:00Z,2021-06-22T02:56:09Z,Social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/06/21/fact-check-covid-19-vaccines-arent-magnetic/7698556002/,False,0,the covid19 mrna vaccine is not a vaccine
61,'Toxic' spike protein claims misinterpret vaccine study,"COVID-19 vaccines can cause serious harm by spreading ""toxic"" spike proteins into a recipient’s bloodstream and internal organs.",2021-06-04T00:00:00Z,2021-06-22T00:00:00Z,Ross Walter Nutritionist & Naturopath,Australian Associated Press,https://www.aap.com.au/toxic-spike-protein-claims-misinterpret-vaccine-study/,False - Content that has no basis in fact.,0,the covid19 mrna vaccine is not a vaccine
62,"COVID-19 Vaccine-Generated Spike Protein is Safe, Contrary to ...","The spike protein in COVID-19 vaccines is a ""toxin"" that accumulates ""in a number of tissues"" and could lead to cardiovascular and neurological damage.",2021-05-27T00:00:00Z,,Byram Bridle,FactCheck.org,https://www.factcheck.org/2021/07/scicheck-covid-19-vaccine-generated-spike-protein-is-safe-contrary-to-viral-claims/,False,0,the covid19 mrna vaccine is not a vaccine
63,Irish Professor Makes Unfounded Claims About Long-Term Effects ...,"""Anyone who’s over 70 who gets one of these [COVID-19] mRNA vaccines will probably be — sadly die within about two to three years.""",2021-04-21T00:00:00Z,,Dolores Cahill,FactCheck.org,https://www.factcheck.org/2021/04/scicheck-irish-professor-makes-unfounded-claims-about-long-term-effects-of-mrna-vaccines/,No Evidence,0,the covid19 mrna vaccine is not a vaccine
64,Fact check: Not likely that COVID-19 vaccine was cause of Hank ...,Hank Aaron died weeks after receiving the COVID-19 vaccine,2021-01-22T00:00:00Z,2021-01-26T18:23:14Z,Children's Health Defense,USA Today,https://www.usatoday.com/story/news/factcheck/2021/01/26/fact-check-hank-aaron-death-unlikely-result-covid-19-vaccine/6699577002/,Missing Context,0,baseball player hank aaron died after receiveing covid19 vaccine
65,"Claim blaming COVID vaccine for Hank Aaron, Marvin Hagler ...",Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,2021-03-14T00:00:00Z,,Aubrey Huff,PolitiFact,https://www.politifact.com/factchecks/2021/mar/16/aubrey-huff/claim-blaming-covid-vaccine-hank-aaron-marvin-hagl/,False,0,baseball player hank aaron died after receiveing covid19 vaccine
66,No evidence that COVID-19 vaccinations caused deaths of senior ...,Seniors around the world who died from COVID vaccine are being improperly listed as “natural causes.”,2021-02-02T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2021/feb/05/facebook-posts/no-evidence-covid-19-vaccinations-caused-deaths-se/,False,0,baseball player hank aaron died after receiveing covid19 vaccine
67,,WHO advice says people don’t need to wear a mask,2021-02-03T00:00:00Z,2021-02-04T07:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/false-social-media-posts-claim-who-advised-against-wearing-face-masks-2021-despite-raging-pandemic,False,1,world health organization who has issued new advice against wearing face masks during the coronavirus pandemic
68,A social media post using old Fauci email falsely claims that Fauci ...,"An email from Dr. Anthony Fauci shows ""everyone was lied to"" about wearing masks to prevent the spread of COVID-19.",2021-06-02T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2021/jun/02/instagram-posts/post-using-old-fauci-email-falsely-claims-fauci-li/,False,0,world health organization who has issued new advice against wearing face masks during the coronavirus pandemic
69,"Video Airs False, Misleading Claims About Face Masks","Face masks have been proven ""unsafe"" and ""ineffective,"" and cause ""facial deformities.""",2021-02-12T00:00:00Z,,Eric Nepute,FactCheck.org,https://www.factcheck.org/2021/02/scicheck-video-airs-false-misleading-claims-about-face-masks/,False,0,world health organization who has issued new advice against wearing face masks during the coronavirus pandemic
70,"Fact check: Missing context in claim about emails, Fauci's position ...",An email proves Fauci knew masks were ineffective for COVID-19,2021-06-02T00:00:00Z,2021-06-03T22:03:57Z,Social media,USA Today,https://www.usatoday.com/story/news/factcheck/2021/06/03/fact-check-missing-context-claim-mask-emails-fauci/7531267002/,False,0,world health organization who has issued new advice against wearing face masks during the coronavirus pandemic
71,,Face masks are dangerous for children,2021-01-05T00:00:00Z,2021-02-03T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/posts-falsely-claim-face-mask-use-harms-children,False,1,wearing face masks to help stop the spread of covid19 will cause children physical and psychological problems
72,,This video shows Thai health minister crying in fear while taking Covid-19 vaccine,,2021-02-02T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-has-circulated-reports-2018-about-nurse-trying-give-chinese-man-injection,False,0,the video shows thailands health minister crying while receiving a covid19 vaccine injection
73,FACT CHECK: Does This Video Show Thailand's Health Minister ...,The video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection,2021-01-30T00:00:00Z,2021-02-04T22:01:14Z,Viral Video,Check Your Fact,http://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/,False,0,the video shows thailands health minister crying while receiving a covid19 vaccine injection
74,Fact check: Israel launching 'Green Pass' for COVID-19 vaccinated,Israel implementing an internal COVID-19 vaccine passport,2021-02-28T00:00:00Z,2021-03-02T22:00:51Z,social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/03/02/fact-check-israel-launching-green-pass-covid-19-vaccinated/6871965002/,True,0,israel has vaccinated 50 of their population
75,Fact check: Pfizer CEO Albert Bourla received COVID-19 vaccine,The CEO of Pfizer refused the COVID-19 vaccine,2021-03-24T00:00:00Z,2021-03-30T19:15:44Z,social media users,USA Today,https://www.usatoday.com/story/news/factcheck/2021/03/30/fact-check-pfizer-ceo-albert-bourla-received-covid-19-vaccine/7028843002/,False,0,albert bourla pfizers ceo said he would not take the companys vaccine
