,index,status
398,398,nok
399,399,nok
400,400,nok
401,401,nok
402,402,nok
403,403,ok
404,404,ok
405,405,nok
406,406,nok
407,407,ok
408,408,nok
409,409,nok
410,410,nok
411,411,nok
412,412,nok
413,413,nok
414,414,nok
415,415,nok
416,416,nok
417,417,nok
418,418,ok
419,419,ok
420,420,nok
421,421,ok
422,422,nok
423,423,nok
424,424,nok
425,425,nok
426,426,nok
427,427,ok
428,428,ok
429,429,nok
430,430,nok
431,431,nok
432,432,nok
433,433,ok
434,434,nok
435,435,ok
436,436,nok
437,437,nok
438,438,nok
439,439,nok
440,440,nok
441,441,nok
442,442,nok
443,443,ok
444,444,ok
445,445,nok
446,446,nok
447,447,nok
448,448,ok
449,449,ok
450,450,nok
451,451,nok
452,452,nok
453,453,nok
454,454,ok
455,455,nok
456,456,ok
457,457,nok
458,458,nok
459,459,nok
460,460,ok
461,461,nok
462,462,ok
463,463,ok
464,464,nok
465,465,ok
466,466,nok
467,467,nok
468,468,ok
469,469,nok
470,470,nok
471,471,nok
472,472,ok
473,473,nok
474,474,ok
475,475,nok
476,476,nok
477,477,ok
478,478,nok
479,479,ok
480,480,nok
481,481,ok
482,482,nok
483,483,nok
484,484,nok
485,485,nok
486,486,nok
487,487,nok
488,488,nok
489,489,ok
490,490,nok
491,491,nok
492,492,nok
493,493,ok
494,494,nok
495,495,ok
496,496,nok
497,497,nok
498,498,nok
499,499,ok
500,500,ok
501,501,ok
502,502,nok
503,503,ok
504,504,nok
505,505,nok
506,506,nok
507,507,nok
508,508,ok
509,509,nok
510,510,ok
511,511,ok
512,512,ok
513,513,nok
514,514,nok
515,515,nok
516,516,nok
517,517,nok
518,518,nok
519,519,nok
520,520,ok
521,521,nok
522,522,nok
523,523,nok
524,524,ok
525,525,nok
526,526,ok
527,527,ok
528,528,nok
529,529,nok
530,530,nok
531,531,ok
532,532,ok
533,533,ok
534,534,ok
535,535,ok
536,536,nok
537,537,nok
538,538,ok
539,539,ok
540,540,nok
541,541,nok
542,542,ok
543,543,ok
544,544,nok
545,545,ok
546,546,nok
547,547,ok
548,548,nok
549,549,nok
550,550,nok
551,551,ok
552,552,nok
553,553,ok
554,554,ok
555,555,nok
556,556,nok
557,557,nok
558,558,nok
559,559,ok
560,560,ok
561,561,nok
562,562,ok
563,563,nok
564,564,nok
565,565,ok
566,566,nok
567,567,nok
568,568,nok
569,569,nok
570,570,nok
571,571,nok
572,572,nok
573,573,ok
574,574,ok
575,575,ok
576,576,nok
577,577,nok
578,578,nok
579,579,ok
580,580,nok
581,581,nok
582,582,nok
583,583,nok
584,584,ok
585,585,ok
586,586,nok
587,587,nok
588,588,nok
589,589,nok
590,590,nok
591,591,nok
592,592,nok
593,593,nok
594,594,ok
595,595,nok
596,596,nok
597,597,nok
598,598,nok
599,599,ok
600,600,nok
601,601,nok
602,602,nok
603,603,nok
604,604,nok
605,605,nok
606,606,nok
607,607,nok
608,608,ok
609,609,nok
610,610,ok
611,611,nok
612,612,nok
613,613,ok
614,614,ok
615,615,nok
616,616,nok
617,617,nok
618,618,nok
619,619,ok
620,620,nok
621,621,ok
622,622,ok
623,623,nok
624,624,ok
625,625,nok
626,626,nok
627,627,nok
628,628,ok
629,629,nok
630,630,nok
631,631,ok
632,632,nok
633,633,nok
634,634,ok
635,635,nok
636,636,ok
637,637,ok
638,638,ok
639,639,ok
640,640,ok
641,641,nok
642,642,ok
643,643,nok
644,644,ok
645,645,nok
646,646,nok
647,647,ok
648,648,nok
649,649,nok
650,650,ok
651,651,nok
652,652,ok
653,653,nok
654,654,nok
655,655,nok
656,656,nok
657,657,ok
658,658,ok
659,659,nok
660,660,nok
661,661,nok
662,662,ok
663,663,ok
664,664,ok
665,665,nok
666,666,nok
667,667,nok
668,668,nok
669,669,nok
670,670,nok
671,671,nok
672,672,nok
673,673,ok
674,674,nok
675,675,nok
676,676,ok
677,677,ok
678,678,nok
679,679,nok
680,680,ok
681,681,nok
682,682,ok
683,683,nok
684,684,nok
685,685,ok
686,686,nok
687,687,nok
688,688,nok
689,689,ok
690,690,ok
691,691,nok
692,692,ok
693,693,nok
694,694,nok
695,695,nok
696,696,nok
697,697,nok
698,698,ok
699,699,nok
700,700,ok
701,701,ok
702,702,ok
703,703,ok
704,704,ok
705,705,ok
706,706,nok
707,707,nok
708,708,nok
709,709,nok
710,710,nok
711,711,nok
712,712,ok
713,713,ok
714,714,nok
715,715,ok
716,716,nok
717,717,nok
718,718,nok
719,719,nok
720,720,nok
721,721,nok
722,722,nok
723,723,nok
724,724,nok
725,725,nok
726,726,ok
727,727,ok
728,728,nok
729,729,nok
730,730,nok
731,731,nok
732,732,nok
733,733,nok
734,734,ok
735,735,nok
736,736,ok
737,737,ok
738,738,ok
739,739,ok
740,740,nok
741,741,nok
742,742,nok
743,743,nok
744,744,ok
745,745,ok
746,746,nok
747,747,nok
748,748,ok
749,749,nok
750,750,nok
751,751,nok
752,752,nok
753,753,nok
754,754,ok
755,755,nok
756,756,nok
757,757,nok
758,758,nok
759,759,nok
760,760,nok
761,761,nok
762,762,nok
763,763,nok
764,764,nok
765,765,nok
766,766,nok
767,767,ok
768,768,nok
769,769,ok
770,770,ok
771,771,nok
772,772,nok
773,773,nok
774,774,nok
775,775,nok
776,776,nok
777,777,nok
778,778,nok
779,779,nok
780,780,nok
781,781,nok
782,782,nok
783,783,ok
784,784,ok
785,785,nok
786,786,ok
787,787,nok
788,788,nok
789,789,nok
790,790,nok
791,791,nok
792,792,nok
793,793,nok
794,794,nok
795,795,nok
796,796,nok
797,797,nok
798,798,nok
799,799,ok
800,800,nok
801,801,nok
802,802,ok
803,803,nok
804,804,nok
805,805,nok
806,806,nok
807,807,nok
808,808,nok
809,809,nok
810,810,nok
811,811,ok
812,812,nok
813,813,ok
814,814,nok
815,815,nok
816,816,nok
817,817,ok
818,818,nok
819,819,nok
820,820,nok
821,821,nok
822,822,nok
823,823,nok
824,824,nok
825,825,ok
826,826,ok
827,827,ok
828,828,ok
829,829,nok
830,830,nok
831,831,ok
832,832,ok
833,833,ok
834,834,nok
835,835,nok
836,836,nok
837,837,nok
838,838,nok
839,839,nok
840,840,ok
841,841,nok
842,842,ok
843,843,nok
844,844,nok
845,845,nok
846,846,nok
847,847,nok
848,848,ok
849,849,nok
850,850,nok
851,851,nok
852,852,nok
853,853,nok
854,854,ok
855,855,nok
856,856,ok
857,857,nok
858,858,ok
859,859,nok
860,860,nok
861,861,nok
862,862,nok
863,863,ok
864,864,nok
865,865,nok
866,866,nok
867,867,ok
868,868,nok
869,869,nok
870,870,nok
871,871,nok
872,872,nok
873,873,ok
874,874,nok
875,875,nok
876,876,nok
877,877,nok
878,878,nok
879,879,nok
880,880,nok
881,881,nok
882,882,nok
883,883,nok
884,884,nok
885,885,nok
886,886,nok
887,887,ok
888,888,nok
889,889,nok
890,890,nok
891,891,ok
892,892,nok
893,893,ok
894,894,nok
895,895,nok
896,896,nok
897,897,ok
898,898,ok
899,899,nok
900,900,nok
901,901,nok
902,902,nok
903,903,ok
904,904,ok
905,905,ok
906,906,ok
907,907,nok
908,908,nok
909,909,nok
910,910,ok
911,911,nok
912,912,nok
913,913,ok
914,914,nok
915,915,nok
916,916,nok
917,917,nok
918,918,ok
919,919,nok
920,920,nok
921,921,ok
922,922,nok
923,923,nok
924,924,ok
925,925,nok
926,926,nok
927,927,nok
928,928,nok
929,929,nok
930,930,nok
931,931,nok
932,932,nok
933,933,nok
934,934,nok
935,935,nok
936,936,ok
937,937,nok
938,938,ok
939,939,nok
940,940,nok
941,941,ok
942,942,nok
943,943,nok
944,944,nok
945,945,nok
946,946,ok
947,947,nok
948,948,nok
949,949,nok
950,950,nok
951,951,nok
952,952,nok
953,953,nok
954,954,ok
955,955,nok
956,956,nok
957,957,ok
958,958,nok
959,959,nok
960,960,nok
961,961,nok
962,962,nok
963,963,nok
964,964,ok
965,965,ok
966,966,nok
967,967,nok
968,968,nok
969,969,nok
970,970,nok
971,971,nok
972,972,ok
973,973,nok
974,974,nok
975,975,nok
976,976,ok
977,977,nok
978,978,ok
979,979,nok
980,980,nok
981,981,nok
982,982,nok
983,983,nok
984,984,nok
985,985,nok
986,986,nok
987,987,nok
988,988,nok
989,989,nok
990,990,nok
991,991,nok
992,992,nok
993,993,nok
994,994,nok
995,995,nok
996,996,nok
997,997,nok
998,998,nok
999,999,nok
1000,1000,nok
1001,1001,ok
1002,1002,ok
1003,1003,nok
1004,1004,nok
1005,1005,nok
1006,1006,ok
1007,1007,nok
1008,1008,nok
1009,1009,nok
1010,1010,nok
1011,1011,nok
1012,1012,nok
1013,1013,nok
1014,1014,nok
1015,1015,nok
1016,1016,nok
1017,1017,ok
1018,1018,nok
1019,1019,nok
1020,1020,nok
1021,1021,nok
1022,1022,nok
1023,1023,nok
1024,1024,nok
1025,1025,nok
1026,1026,nok
1027,1027,nok
1028,1028,nok
1029,1029,nok
1030,1030,nok
1031,1031,nok
1032,1032,nok
1033,1033,nok
1034,1034,nok
1035,1035,nok
1036,1036,nok
1037,1037,nok
1038,1038,nok
1039,1039,nok
1040,1040,nok
1041,1041,ok
1042,1042,ok
1043,1043,nok
1044,1044,nok
1045,1045,nok
1046,1046,nok
1047,1047,nok
1048,1048,nok
1049,1049,nok
1050,1050,nok
1051,1051,nok
1052,1052,nok
1053,1053,nok
1054,1054,nok
1055,1055,nok
1056,1056,nok
1057,1057,nok
1058,1058,nok
1059,1059,ok
1060,1060,nok
1061,1061,ok
1062,1062,nok
1063,1063,nok
1064,1064,ok
1065,1065,ok
1066,1066,nok
1067,1067,nok
1068,1068,nok
1069,1069,nok
1070,1070,nok
1071,1071,nok
1072,1072,nok
1073,1073,nok
1074,1074,nok
1075,1075,nok
1076,1076,nok
1077,1077,nok
1078,1078,nok
1079,1079,nok
1080,1080,nok
1081,1081,nok
1082,1082,ok
1083,1083,nok
1084,1084,nok
1085,1085,nok
1086,1086,nok
1087,1087,nok
1088,1088,nok
1089,1089,ok
1090,1090,nok
1091,1091,nok
1092,1092,nok
1093,1093,nok
1094,1094,ok
1095,1095,nok
1096,1096,ok
1097,1097,nok
1098,1098,nok
1099,1099,nok
1100,1100,nok
1101,1101,nok
1102,1102,nok
1103,1103,nok
1104,1104,nok
1105,1105,nok
1106,1106,nok
1107,1107,ok
1108,1108,nok
1109,1109,nok
1110,1110,nok
1111,1111,nok
1112,1112,nok
1113,1113,nok
1114,1114,ok
1115,1115,nok
1116,1116,nok
1117,1117,nok
1118,1118,nok
1119,1119,ok
1120,1120,nok
1121,1121,nok
1122,1122,nok
1123,1123,nok
1124,1124,nok
1125,1125,nok
1126,1126,nok
1127,1127,nok
1128,1128,nok
1129,1129,nok
1130,1130,nok
1131,1131,ok
1132,1132,ok
1133,1133,nok
1134,1134,nok
1135,1135,nok
1136,1136,nok
1137,1137,nok
1138,1138,nok
1139,1139,ok
1140,1140,nok
1141,1141,nok
1142,1142,nok
1143,1143,ok
1144,1144,ok
1145,1145,nok
1146,1146,nok
1147,1147,nok
1148,1148,nok
1149,1149,nok
1150,1150,nok
1151,1151,nok
1152,1152,nok
1153,1153,nok
1154,1154,nok
1155,1155,nok
1156,1156,ok
1157,1157,nok
1158,1158,nok
1159,1159,nok
1160,1160,nok
1161,1161,nok
1162,1162,nok
1163,1163,nok
1164,1164,ok
1165,1165,nok
1166,1166,ok
1167,1167,nok
1168,1168,nok
1169,1169,nok
1170,1170,nok
1171,1171,ok
1172,1172,nok
1173,1173,nok
1174,1174,nok
1175,1175,ok
1176,1176,nok
1177,1177,nok
1178,1178,nok
1179,1179,ok
1180,1180,nok
1181,1181,nok
1182,1182,nok
1183,1183,nok
1184,1184,nok
1185,1185,nok
1186,1186,nok
1187,1187,nok
1188,1188,ok
1189,1189,nok
1190,1190,ok
1191,1191,ok
1192,1192,ok
1193,1193,ok
1194,1194,ok
1195,1195,ok
1196,1196,nok
1197,1197,ok
1198,1198,nok
1199,1199,nok
1200,1200,nok
1201,1201,nok
1202,1202,nok
1203,1203,nok
1204,1204,nok
1205,1205,ok
1206,1206,ok
1207,1207,ok
1208,1208,nok
1209,1209,ok
1210,1210,ok
1211,1211,nok
1212,1212,nok
1213,1213,nok
1214,1214,nok
1215,1215,nok
1216,1216,nok
1217,1217,nok
1218,1218,nok
1219,1219,nok
1220,1220,ok
1221,1221,nok
1222,1222,nok
1223,1223,ok
1224,1224,nok
1225,1225,nok
1226,1226,nok
1227,1227,nok
1228,1228,ok
1229,1229,nok
1230,1230,nok
1231,1231,nok
1232,1232,nok
1233,1233,nok
1234,1234,ok
1235,1235,ok
1236,1236,nok
1237,1237,nok
1238,1238,ok
1239,1239,nok
1240,1240,nok
1241,1241,nok
1242,1242,ok
1243,1243,nok
1244,1244,nok
1245,1245,nok
1246,1246,nok
1247,1247,nok
1248,1248,ok
1249,1249,nok
1250,1250,nok
1251,1251,nok
1252,1252,nok
1253,1253,nok
1254,1254,nok
1255,1255,nok
1256,1256,ok
1257,1257,nok
1258,1258,nok
1259,1259,nok
1260,1260,nok
1261,1261,nok
1262,1262,nok
1263,1263,nok
1264,1264,nok
1265,1265,nok
1266,1266,nok
1267,1267,nok
1268,1268,ok
1269,1269,nok
1270,1270,ok
1271,1271,nok
1272,1272,nok
1273,1273,nok
1274,1274,ok
1275,1275,ok
1276,1276,nok
1277,1277,nok
1278,1278,nok
1279,1279,nok
1280,1280,ok
1281,1281,nok
1282,1282,ok
1283,1283,nok
1284,1284,ok
1285,1285,nok
1286,1286,nok
1287,1287,nok
1288,1288,nok
1289,1289,nok
1290,1290,nok
1291,1291,nok
1292,1292,nok
1293,1293,nok
1294,1294,nok
1295,1295,ok
1296,1296,nok
1297,1297,nok
1298,1298,nok
1299,1299,ok
1300,1300,nok
1301,1301,nok
1302,1302,nok
1303,1303,nok
1304,1304,nok
1305,1305,nok
1306,1306,ok
1307,1307,nok
1308,1308,nok
1309,1309,nok
1310,1310,nok
1311,1311,nok
1312,1312,nok
1313,1313,nok
1314,1314,nok
1315,1315,nok
1316,1316,nok
1317,1317,nok
1318,1318,nok
1319,1319,nok
1320,1320,nok
1321,1321,nok
1322,1322,ok
1323,1323,nok
1324,1324,nok
1325,1325,nok
1326,1326,nok
1327,1327,nok
1328,1328,nok
1329,1329,ok
1330,1330,nok
1331,1331,nok
1332,1332,nok
1333,1333,nok
1334,1334,ok
1335,1335,nok
1336,1336,ok
1337,1337,nok
1338,1338,nok
1339,1339,nok
1340,1340,nok
1341,1341,nok
1342,1342,ok
1343,1343,nok
1344,1344,nok
1345,1345,nok
1346,1346,nok
1347,1347,nok
1348,1348,nok
1349,1349,nok
1350,1350,nok
1351,1351,nok
1352,1352,ok
1353,1353,ok
1354,1354,nok
1355,1355,nok
1356,1356,ok
1357,1357,nok
1358,1358,nok
1359,1359,nok
1360,1360,nok
1361,1361,nok
1362,1362,ok
1363,1363,nok
1364,1364,nok
1365,1365,nok
1366,1366,nok
1367,1367,nok
1368,1368,nok
1369,1369,nok
1370,1370,nok
1371,1371,nok
1372,1372,ok
1373,1373,nok
1374,1374,nok
1375,1375,nok
1376,1376,ok
1377,1377,nok
1378,1378,ok
1379,1379,ok
1380,1380,nok
1381,1381,ok
1382,1382,ok
1383,1383,nok
1384,1384,ok
1385,1385,nok
1386,1386,nok
1387,1387,ok
1388,1388,ok
1389,1389,nok
1390,1390,nok
1391,1391,nok
1392,1392,nok
1393,1393,nok
1394,1394,nok
1395,1395,nok
1396,1396,nok
1397,1397,nok
1398,1398,nok
1399,1399,nok
1400,1400,ok
1401,1401,nok
1402,1402,nok
1403,1403,nok
1404,1404,nok
1405,1405,nok
1406,1406,nok
1407,1407,nok
1408,1408,ok
1409,1409,nok
1410,1410,nok
1411,1411,nok
1412,1412,nok
1413,1413,nok
1414,1414,nok
1415,1415,nok
1416,1416,nok
1417,1417,nok
1418,1418,nok
1419,1419,nok
1420,1420,nok
1421,1421,ok
1422,1422,nok
1423,1423,nok
1424,1424,nok
1425,1425,nok
1426,1426,nok
1427,1427,nok
1428,1428,nok
1429,1429,nok
1430,1430,nok
1431,1431,ok
1432,1432,nok
1433,1433,nok
1434,1434,nok
1435,1435,nok
1436,1436,nok
1437,1437,ok
1438,1438,nok
1439,1439,nok
1440,1440,ok
1441,1441,nok
1442,1442,nok
1443,1443,ok
1444,1444,nok
1445,1445,ok
1446,1446,nok
1447,1447,nok
1448,1448,nok
1449,1449,nok
1450,1450,ok
1451,1451,ok
1452,1452,nok
1453,1453,nok
1454,1454,ok
1455,1455,nok
1456,1456,nok
1457,1457,ok
1458,1458,nok
1459,1459,nok
1460,1460,nok
1461,1461,ok
1462,1462,ok
1463,1463,nok
1464,1464,nok
1465,1465,nok
1466,1466,nok
1467,1467,ok
1468,1468,nok
1469,1469,nok
1470,1470,nok
1471,1471,nok
1472,1472,nok
1473,1473,nok
1474,1474,nok
1475,1475,nok
1476,1476,nok
1477,1477,nok
1478,1478,nok
1479,1479,ok
1480,1480,nok
1481,1481,nok
1482,1482,ok
1483,1483,nok
1484,1484,nok
1485,1485,nok
1486,1486,nok
1487,1487,nok
1488,1488,nok
1489,1489,nok
1490,1490,nok
1491,1491,nok
1492,1492,ok
1493,1493,nok
1494,1494,nok
1495,1495,nok
1496,1496,nok
1497,1497,ok
1498,1498,ok
1499,1499,nok
1500,1500,nok
1501,1501,ok
1502,1502,nok
1503,1503,nok
1504,1504,nok
1505,1505,ok
1506,1506,nok
1507,1507,ok
1508,1508,nok
1509,1509,nok
1510,1510,nok
1511,1511,nok
1512,1512,nok
1513,1513,nok
1514,1514,nok
1515,1515,ok
1516,1516,nok
1517,1517,nok
1518,1518,nok
1519,1519,nok
1520,1520,nok
1521,1521,nok
1522,1522,nok
1523,1523,ok
1524,1524,ok
1525,1525,nok
1526,1526,nok
1527,1527,nok
1528,1528,nok
1529,1529,nok
1530,1530,nok
1531,1531,nok
1532,1532,nok
1533,1533,nok
1534,1534,nok
1535,1535,nok
1536,1536,ok
1537,1537,nok
1538,1538,nok
1539,1539,nok
1540,1540,nok
1541,1541,nok
1542,1542,nok
1543,1543,nok
1544,1544,nok
1545,1545,nok
1546,1546,nok
1547,1547,ok
1548,1548,nok
1549,1549,nok
1550,1550,nok
1551,1551,nok
1552,1552,nok
1553,1553,nok
1554,1554,nok
1555,1555,nok
1556,1556,nok
1557,1557,ok
1558,1558,nok
1559,1559,nok
1560,1560,ok
1561,1561,ok
1562,1562,nok
1563,1563,ok
1564,1564,nok
1565,1565,nok
1566,1566,nok
1567,1567,ok
1568,1568,ok
1569,1569,nok
1570,1570,nok
1571,1571,nok
1572,1572,nok
1573,1573,nok
1574,1574,nok
1575,1575,nok
1576,1576,nok
1577,1577,nok
1578,1578,nok
1579,1579,nok
1580,1580,nok
1581,1581,nok
1582,1582,nok
1583,1583,nok
1584,1584,nok
1585,1585,nok
1586,1586,nok
1587,1587,nok
1588,1588,nok
1589,1589,ok
1590,1590,nok
1591,1591,nok
1592,1592,nok
1593,1593,nok
1594,1594,nok
1595,1595,ok
1596,1596,nok
1597,1597,nok
1598,1598,nok
1599,1599,nok
1600,1600,nok
1601,1601,nok
1602,1602,nok
1603,1603,nok
1604,1604,nok
1605,1605,nok
1606,1606,nok
1607,1607,nok
1608,1608,nok
1609,1609,nok
1610,1610,ok
1611,1611,nok
1612,1612,nok
1613,1613,nok
1614,1614,nok
1615,1615,nok
1616,1616,nok
1617,1617,nok
1618,1618,nok
1619,1619,nok
1620,1620,ok
1621,1621,nok
1622,1622,nok
1623,1623,ok
1624,1624,nok
1625,1625,nok
1626,1626,ok
1627,1627,nok
1628,1628,nok
1629,1629,nok
1630,1630,nok
1631,1631,nok
1632,1632,nok
1633,1633,nok
1634,1634,ok
1635,1635,nok
1636,1636,nok
1637,1637,nok
1638,1638,ok
1639,1639,nok
1640,1640,ok
1641,1641,nok
1642,1642,nok
1643,1643,nok
1644,1644,nok
1645,1645,nok
1646,1646,ok
1647,1647,ok
1648,1648,nok
1649,1649,nok
1650,1650,ok
1651,1651,nok
1652,1652,nok
1653,1653,nok
1654,1654,nok
1655,1655,nok
1656,1656,ok
1657,1657,nok
1658,1658,ok
1659,1659,nok
1660,1660,nok
1661,1661,nok
1662,1662,ok
1663,1663,nok
1664,1664,nok
1665,1665,nok
1666,1666,nok
1667,1667,nok
1668,1668,nok
1669,1669,nok
1670,1670,nok
1671,1671,nok
1672,1672,ok
1673,1673,nok
1674,1674,ok
1675,1675,nok
1676,1676,ok
1677,1677,nok
1678,1678,nok
1679,1679,nok
1680,1680,ok
1681,1681,nok
1682,1682,nok
1683,1683,nok
1684,1684,nok
1685,1685,ok
1686,1686,nok
1687,1687,nok
1688,1688,nok
1689,1689,nok
1690,1690,nok
1691,1691,nok
1692,1692,ok
1693,1693,nok
1694,1694,nok
1695,1695,nok
1696,1696,nok
1697,1697,nok
1698,1698,nok
1699,1699,nok
1700,1700,ok
1701,1701,nok
1702,1702,ok
1703,1703,ok
1704,1704,nok
1705,1705,nok
1706,1706,nok
1707,1707,nok
1708,1708,ok
1709,1709,nok
1710,1710,nok
1711,1711,nok
1712,1712,nok
1713,1713,nok
1714,1714,nok
1715,1715,nok
1716,1716,nok
1717,1717,nok
1718,1718,nok
1719,1719,nok
1720,1720,nok
1721,1721,nok
1722,1722,nok
1723,1723,ok
1724,1724,nok
1725,1725,nok
1726,1726,nok
1727,1727,nok
1728,1728,nok
1729,1729,ok
1730,1730,nok
1731,1731,ok
1732,1732,nok
1733,1733,nok
1734,1734,ok
1735,1735,nok
1736,1736,nok
1737,1737,ok
1738,1738,ok
1739,1739,nok
1740,1740,nok
1741,1741,nok
1742,1742,nok
1743,1743,nok
1744,1744,nok
1745,1745,nok
1746,1746,ok
1747,1747,nok
1748,1748,nok
1749,1749,nok
1750,1750,nok
1751,1751,nok
1752,1752,nok
1753,1753,nok
1754,1754,nok
1755,1755,ok
1756,1756,ok
1757,1757,nok
1758,1758,nok
1759,1759,nok
1760,1760,nok
1761,1761,nok
1762,1762,ok
1763,1763,nok
1764,1764,nok
1765,1765,nok
1766,1766,nok
1767,1767,ok
1768,1768,nok
1769,1769,ok
1770,1770,ok
1771,1771,nok
1772,1772,nok
1773,1773,nok
1774,1774,nok
1775,1775,ok
