,id,title,text,claimDate,reviewDate,claimant,publisher,url,label,found,query,poynter
3291,3192,"No, el coronavirus del que habló la revista Muy Interesante en 2014 ...","En 2014, una revista ya alertaba sobre el coronavirus",,2020-06-25T19:45:10Z,,ColombiaCheck,https://colombiacheck.com/chequeos/no-el-coronavirus-del-que-hablo-la-revista-muy-interesante-en-2014-no-es-el-actual,Falso,9,https://colombiacheck.com/chequeos/no-el-coronavirus-del-que-hablo-la-revista-muy-interesante-en-2014-no-es-el-actual,1.0
3292,3193,,,,,,,,,9,https://boliviaverifica.bo/no-es-seguro-que-el-ibuprofeno-nebulizado-ataque-al-coronavirus/,
3293,3195,,,,,,,,,9,https://rappler.com/newsbreak/fact-check/philippines-lowest-covid-19-deaths-asia,
3294,3196,,Un pasteur découvre les portraits de ses fidèles décédés du Covid-19,2020-06-16T00:00:00Z,2020-06-03T10:10:00Z,multiples sources,AFP Factuel,https://factuel.afp.com/non-cette-video-ne-montre-pas-un-pasteur-face-aux-photos-de-ses-fideles-morts-du-covid-19,"Faux, ces images montrent des portraits de fidèles américains disposés pour une messe durant le confinement",9,https://factuel.afp.com/non-cette-video-ne-montre-pas-un-pasteur-face-aux-photos-de-ses-fideles-morts-du-covid-19,1.0
3295,3197,,,,,,,,,9,https://www.ellinikahoaxes.gr/2020/06/25/san-gonzalo-hospital-hoax/,
3296,3198,,,,,,,,,9,https://voxukraine.org/uk/fejk-feldsher-iz-rivnogo-vilikuvav-koronavirus-metodom-zatrimki-dihannya/,
3297,3199,,,,,,,,,9,https://voxukraine.org/uk/manipulyatsiya-karantin-marnij-tse-dovodit-bezlich-naukovih-doslidzhen/,
3298,3200,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/boato-inventa-critica-da-tv-globo-e-resposta-do-flamengo-sobre-retorno-do-futebol-na-pandemia/,
3299,3201,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/video-de-medicos-dancando-em-israel-nao-tem-relacao-com-o-controle-de-casos-de-covid-19/,
3300,3202,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/postagem-distorce-contexto-de-apreensao-de-medicamentos-em-cidade-da-paraiba/,
3301,3203,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-a-covid-19-seja-uma-trombose-caUnited Statesda-por-bacteria/,
3302,3204,,,,,,,,,9,https://voxukraine.org/uk/manipulyatsiya-za-chas-prizupinennya-masovoyi-vaktsinatsiyi-rizko-skorotilasya-dityacha-smertnist/,
3303,3205,Story about thieves using chemical-laced knockout masks has been ...,A Facebook post claims thieves are taking advantage of mandatory face mask rules by doorknocking and offering unsuspecting people facemasks doused in chemicals which leave them unconscious.,2020-07-25T00:00:00Z,2020-07-27T00:00:00Z,,Australian Associated Press,https://www.aap.com.au/story-about-thieves-using-chemical-laced-knockout-masks-has-been-told-and-debunked-around-the-world/,False - The primary claims of the content are factually inaccurate.,9,https://www.aap.com.au/story-about-thieves-using-chemical-laced-knockout-masks-has-been-told-and-debunked-around-the-world/,1.0
3304,3206,,,,,,,,,9,https://www.efe.com/efe/espana/efeverifica/el-coronavirus-no-se-ha-propagado-a-partir-de-vacunas-gripe-contaminadas/50001435-4279074,
3305,3207,,Les Etats-Unis et la Chine ont créé le Covid-19,2020-05-10T00:00:00Z,2020-05-14T20:21:00Z,Afrique World,AFP Factuel,https://factuel.afp.com/non-didier-raoult-na-pas-declare-que-le-covid-19-ete-cree-par-la-chine-et-les-etats-unis-afin-de,Faux,9,https://factuel.afp.com/non-didier-raoult-na-pas-declare-que-le-covid-19-ete-cree-par-la-chine-et-les-etats-unis-afin-de,1.0
3306,3208,,,,,,,,,9,https://www.aosfatos.org/noticias/e-falso-que-video-mostre-funcionaria-de-loterica-roubando-auxilio-emergencial-de-cliente/,
3307,3209,,,,,,,,,9,https://www.aosfatos.org/noticias/e-falso-que-hospital-em-fortaleza-fechou-ala-de-covid-19-por-falta-de-pacientes/,
3308,3210,,,,,,,,,9,https://facta.news/notizia-falsa/2020/06/24/no-google-non-crea-articoli-United Statesndo-il-numero-di-nuovi-casi-di-covid-19-digitato-sul-motore-di-ricerca/,
3309,3211,,,,,,,,,9,https://maldita.es/malditaciencia/2020/06/24/que-puedes-hacer-para-aliviar-un-poco-la-incomodidad-de-llevar-mascarilla/,
3310,3212,,,,,,,,,9,https://maldita.es/malditobulo/2020/06/24/comunidad-china-usera-madrid-este-cerrando-comercios-embajada-china-recomendado/,
3311,3213,,,,,,,,,9,https://maldita.es/malditaciencia/2020/06/24/supuesta-deteccion-ratas-consumo-humano-coronavirus-vietnam/,
3312,3214,,,,,,,,,9,https://lasillavacia.com/detector-no-esta-imagen-no-fallecidos-covid-19-77285,
3313,3215,,,,,,,,,9,https://lasillavacia.com/detector-no-este-video-torre-eiffel-iluminada-no-reciente-y-no-fue-homenaje-victimas-covid-77283,
3314,3216,,,,,,,,,9,https://www.factcrescendo.com/fact-check-pune-mock-drill-video-shared-as-man-collapsing-due-to-coronavirus/,
3315,3217,"No, il vaccino «antinfluenzale 2019-2020» non conteneva «il Covid ...",Il vaccino antinfluenzale 2019-2020 conteneva il Covid-19,2020-06-24T00:00:00Z,2020-06-25T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2020/06/25/no-il-vaccino-antinfluenzale-2019-2020-non-conteneva-il-covid-19/,Notizia falsa,9,https://facta.news/notizia-falsa/2020/06/25/no-il-vaccino-antinfluenzale-2019-2020-non-conteneva-il-covid-19/,1.0
3316,3218,,,,,,,,,9,https://marathi.factcrescendo.com/mock-drill-video-goes-viral-as-real-incident-of-corona-patient-found-on-road-in-pune/,
3317,3219,,,,,,,,,9,https://marathi.factcrescendo.com/no-this-is-not-video-of-breach-candy-hospitals-doctor/,
3318,3220,El alcalde de Pereira le atinó a la cifra casos activos de COVID-19 ...,En Pereira se redujo en 30 días la cantidad de contagiados de 94 a 20,,2020-06-24T00:11:46Z,,ColombiaCheck,https://colombiacheck.com/chequeos/el-alcalde-de-pereira-le-atino-la-cifra-casos-activos-de-covid-19-del-24-de-mayo-pero-su,Verdadero pero...,9,https://colombiacheck.com/chequeos/el-alcalde-de-pereira-le-atino-la-cifra-casos-activos-de-covid-19-del-24-de-mayo-pero-su,1.0
3319,3221,,,,,,,,,9,https://www.vishvasnews.com/health/quick-fact-check-fake-post-showing-10-second-self-check-test-for-covid19-resurfaces/,
3320,3222,,,,,,,,,9,https://www.factcheck.org/2020/06/meme-misrepresents-florida-surgeon-generals-position-on-face-masks/,
3321,3223,"No, Terpel no está regalando combustible",Terpel está regalando tres meses de combustible gratis.,,2020-06-24T19:32:25Z,,ColombiaCheck,https://colombiacheck.com/index.php/chequeos/no-terpel-no-esta-regalando-combustible,Falso,9,https://colombiacheck.com/chequeos/no-terpel-no-esta-regalando-combustible,0.0
3322,3224,Alcaldía de Pereira sí aplicó aislamiento obligatorio antes que el ...,Pereira aplicó aislamiento obligatorio antes que el Gobierno Nacional,,2020-06-24T01:01:38Z,,ColombiaCheck,https://colombiacheck.com/chequeos/alcaldia-de-pereira-si-aplico-aislamiento-obligatorio-antes-que-el-gobierno-nacional-y-si,Chequeo Múltiple,9,https://colombiacheck.com/chequeos/alcaldia-de-pereira-si-aplico-aislamiento-obligatorio-antes-que-el-gobierno-nacional-y-si,1.0
3323,3225,,,,,,,,,9,https://animal.mx/2020/06/termometro-infrarrojo-riesgos-falso/,
3324,3226,,This photo shows a baby who died of COVID-19,2020-06-24T00:00:00Z,2020-06-30T07:15:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/photo-has-circulated-reports-least-2014-years-covid-19-pandemic,False,9,https://factcheck.afp.com/photo-has-circulated-reports-least-2014-years-covid-19-pandemic,1.0
3325,3227,Görüntünün Covid-19'a yakalanan birinin kalbini gösterdiği iddiası,Görüntünün Covid-19'a yakalanan birinin kalbini gösterdiği iddiası,2020-06-17T00:00:00Z,2020-06-23T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/goruntunun-covid-19a-yakalanan-birinin-kalbini-gosterdigi-iddiasi,Yanlış,9,https://teyit.org/goruntunun-covid-19a-yakalanan-birinin-kalbini-gosterdigi-iddiasi/,0.0
3326,3228,,,,,,,,,9,https://misbar.com/factcheck/2020/06/24/%D8%B1%D8%B3%D8%A7%D9%84%D8%A9-%D8%B2%D8%A7%D8%A6%D9%81%D8%A9-%D9%85%D9%86-%D8%A8%D9%88%D8%B1%D9%8A%D8%B3-%D8%AC%D9%88%D9%86%D8%B3%D9%88%D9%86-%D9%84%D9%84%D8%B4%D8%B9%D8%A8-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A,
3327,3229,,,,,,,,,9,https://voxukraine.org/uk/manipulyatsiya-kilkist-smertej-u-2020-rotsi-mensha-nizh-u-2019-rotsi-otzhe-pandemiyi-ne-isnuye/,
3328,3230,Decisão da FDA não amplia uso de cloroquina para tratamento da ...,"A retirada do ""uso emergencial"" pela FDA amplia o tratamento com hidroxicloroquina nos EUA",2020-06-17T00:00:00Z,2020-06-24T00:00:00Z,,Aos Fatos,https://www.aosfatos.org/noticias/decisao-da-fda-nao-amplia-uso-de-cloroquina-para-tratamento-da-covid-19-nos-eua/,falso,9,https://www.aosfatos.org/noticias/decisao-da-fda-nao-amplia-uso-de-cloroquina-para-tratamento-da-covid-19-nos-eua/,1.0
3329,3231,,,,,,,,,9,https://fatabyyano.net/%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d8%b1%d8%a7%d8%aa-%d8%b3%d9%8a%d8%b7%d8%b1%d8%aa-%d8%b9%d9%84%d9%89-%d9%88%d8%a8%d8%a7%d8%a1-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7/,
3330,3232,,,,,,,,,9,https://rappler.com/newsbreak/fact-check/trillanes-says-duterte-created-covid-19-with-china,
3331,3233,,,,,,,,,9,https://www.boomlive.in/fake-news/video-of-mock-drill-to-test-covid-19-preparedness-in-pune-shared-as-real-8628,
3332,3234,,,,,,,,,9,https://www.newtral.es/bulo-vacuna-coronavirus-microchip-bill-gates/20200623/,
3333,3235,,,,,,,,,9,https://voxukraine.org/uk/manipulyatsiya-cdc-viznali-shho-riven-smertnosti-vid-covid-19-nadzvichajno-nizkij/,
3334,3236,"FactCheck: No, this photo does not show Obama visiting a Wuhan ...",Obama visited a Wuhan lab in 2015 to give millions to a 'bat project',2020-07-11T00:00:00Z,2020-07-24T00:00:00Z,Ginny McGonigle,TheJournal.ie,https://www.thejournal.ie/did-obama-fauci-gates-visit-wuhan-lab-2015-5156611-Jul2020/,False,9,https://www.thejournal.ie/did-obama-fauci-gates-visit-wuhan-lab-2015-5156611-Jul2020/,1.0
3335,3237,,Entrevista al nanopatólogo Stefano Montanari en la que dice que las mascarillas causan hipercapnia,2020-06-22T00:00:00Z,,Redes sociales,Maldita.es,https://maldita.es/malditaciencia/20200803/video-stefano-montanari-mascarillas-hipercapnia-acidosis-respiratoria-cancer/,Falso,9,https://maldita.es/malditaciencia/2020/06/23/video-stefano-montanari-mascarillas-hipercapnia-acidosis-respiratoria-cancer/,0.0
3336,3238,,,,,,,,,9,https://www.newtral.es/bulo-croma-inventar-muertes-coronavirus/20200623/,
3337,3239,,Bill Gates ha dicho que la vacuna de la COVID cambiará permanentemente tu ADN,,2020-06-23T00:00:00Z,,Newtral,https://www.newtral.es/bill-gates-vacuna-coronavirus-adn/20200623/,Falso,9,https://www.newtral.es/bill-gates-vacuna-coronavirus-adn/20200623/,1.0
3338,3240,,,,,,,,,9,https://chequeado.com/el-explicador/falsedades-sobre-la-pandemia-que-aparecen-en-un-video-de-chinda-brandolino/,
3339,3241,,,,,,,,,9,https://maldita.es/malditaciencia/2020/06/23/que-sabemos-collar-anticovid-nasa/,
3340,3242,,,,,,,,,9,https://www.efe.com/efe/espana/efeverifica/bill-gates-no-dijo-que-la-vacuna-de-covid-19-podria-caUnited Statesr-700-000-muertes/50001435-4279266,
3341,3243,"No, AOC didn't tweet this about closing businesses until after the ...","Alexandria Ocasio-Cortez tweeted, “It’s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed.”",2020-06-23T00:00:00Z,,Viral image,PolitiFact,https://www.politifact.com/factchecks/2020/jun/23/viral-image/no-aoc-didnt-tweet-about-closing-businesses-until-/,Pants on Fire,9,https://www.politifact.com/factchecks/2020/jun/23/viral-image/no-aoc-didnt-tweet-about-closing-businesses-until-/,1.0
3342,3244,,,,,,,,,9,https://chequeado.com/el-explicador/coronavirus-son-falsas-las-teorias-de-este-video-viral-durante-una-marcha-anticuarentena-en-el-obelisco/,
3343,3245,,,,,,,,,9,https://www.aosfatos.org/noticias/nao-ha-evidencias-de-que-uso-prolongado-de-mascaras-torna-o-sangue-acido/,
3344,3246,"Fact Check: No, Samsung Is Not Giving Free Phones To Students ...",Samsung Is Giving Free Phones To Students During Coronavirus Pandemic For Online Studies,2020-06-22T15:09:28Z,2020-06-22T15:09:28Z,Fb user: Rhina Torres Sumaquiao,,https://www.vishvasnews.com/english/viral/fact-check-no-samsung-is-not-giving-free-phones-to-students-during-coronavirus-pandemic-for-online-studies/,False,9,https://www.vishvasnews.com/viral/fact-check-no-samsung-is-not-giving-free-phones-to-students-during-coronavirus-pandemic-for-online-study/,0.0
3345,3247,,,,,,,,,9,https://www.vishvasnews.com/english/health/fact-check-no-who-didnt-say-coronavirus-is-losing-potency-viral-post-falsely-attributed-to-world-health-organization/,
3346,3248,Donald Trump wrong that greater testing is driving coronavirus case ...,COVID-19 cases are “up only because of our big number testing.”,2020-06-23T00:00:00Z,,Donald Trump,PolitiFact,https://www.politifact.com/factchecks/2020/jun/24/donald-trump/donald-trump-wrong-greater-testing-driving-coronav/,False,9,https://www.politifact.com/factchecks/2020/jun/24/donald-trump/donald-trump-wrong-greater-testing-driving-coronav/,1.0
3347,3249,,,,,,,,,9,https://lasillavacia.com/detector-no-oms-no-alerto-sobre-nuevo-brote-del-virus-nipah-77265,
3348,3250,El coronavirus COVID-19 no se cura con gárgaras de bicarbonato ...,El coronavirus se cura con gárgaras calientes de bicarbonato de sodio,,2020-06-23T23:04:55Z,,ColombiaCheck,https://colombiacheck.com/chequeos/el-coronavirus-covid-19-no-se-cura-con-gargaras-de-bicarbonato-caliente-como-dice-supuesta,Falso,9,https://colombiacheck.com/chequeos/el-coronavirus-covid-19-no-se-cura-con-gargaras-de-bicarbonato-caliente-como-dice-supuesta,1.0
3349,3251,Fake AOC Tweet Politicizes COVID-19 Business Restrictions,"Online posts say Rep. Alexandria Ocasio-Cortez tweeted: ""It's vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected.""",2020-06-23T00:00:00Z,,Social media posts,FactCheck.org,https://www.factcheck.org/2020/06/fake-aoc-tweet-politicizes-covid-19-business-restrictions/,False,9,https://www.factcheck.org/2020/06/fake-aoc-tweet-politicizes-covid-19-business-restrictions/,1.0
3350,3252,A 'face mask exempt card' doesn't exempt you from wearing a mask ...,A “face mask exempt card” allows you to cite the ADA and not wear a mask.,2020-06-23T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2020/jun/26/instagram-posts/face-mask-exempt-card-doesnt-exempt-you-wearing-ma/,False,9,https://www.politifact.com/factchecks/2020/jun/26/instagram-posts/face-mask-exempt-card-doesnt-exempt-you-wearing-ma/,1.0
3351,3253,,,,,,,,,9,https://www.politifact.com/factchecks/2020/jun/26/facebook-posts/facebook-post-wrong-about-wearing-mask-carrying-co/,
3352,3255,,,,,,,,,9,https://misbar.com/factcheck/2020/06/23/%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7-%D8%AA%D9%85%D9%86%D8%AD-%D8%A7%D9%84%D8%A3%D8%B7%D8%A8%D8%A7%D8%A1-%D8%A7%D9%84%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D9%88%D9%8A%D8%AA-%D8%AA%D8%A3%D8%B4%D9%8A%D8%B1%D8%A7%D8%AA-%D9%87%D8%AC%D8%B1%D8%A9-%D8%AE%D8%A8%D8%B1-%D8%B2%D8%A7%D8%A6%D9%81,
3353,3256,,,,,,,,,9,https://colombiacheck.com/chequeos/coronavirus-son-falsas-las-teorias-de-este-video-viral-en-una-marcha-anticuarentena-en,
3354,3257,,,,,,,,,9,https://misbar.com/factcheck/2020/06/23/%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D9%84%D9%82%D8%A7%D8%AD-%D8%B3%D8%B1%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D8%A3%D8%A8%D9%8A%D8%B6-%D8%A7%D8%AF%D8%B9%D8%A7%D8%A1-%D9%85%D8%B6%D9%84%D9%84,
3355,3258,,,,,,,,,9,https://voxukraine.org/uk/manipulyatsiya-koronavirus-znikne-sam-tomu-vaktsina-ne-potribna/,
3356,3259,"No, wearing a mask doesn't void concealed-carry permit","If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",2020-06-23T00:00:00Z,,Viral image,PolitiFact,https://www.politifact.com/factchecks/2020/jun/29/viral-image/no-wearing-mask-doesnt-void-concealed-carry-permit/,False,9,https://www.politifact.com/factchecks/2020/jun/29/viral-image/no-wearing-mask-doesnt-void-concealed-carry-permit/,1.0
3357,3260,,,,,,,,,9,https://voxukraine.org/uk/fejk-zastupnik-golovi-vooz-nasmert-vdavivsya-brokoli-za-godinu-do-pres-konferentsiyi/,
3358,3261,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/homem-no-ceara-foi-preso-por-crime-militar-e-nao-por-criticar-compra-de-ventiladores/,
3359,3262,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/hospital-de-messejana-no-ceara-continua-recebendo-pacientes-com-covid-19/,
3360,3263,,,,,,,,,9,https://voxukraine.org/uk/nepravda-medichna-maska-pozbavlyaye-vas-mozhlivosti-otrimuvati-zhittyevo-neobhidni-negativni-ioni/,
3361,3264,"No, il premio Nobel Mukwege non ha dichiarato che «ci hanno ...","Dr Mukwege: «Non posso sporcare ulteriormente mia coscienza per denaro, si riprendano pure il Nobel. Ci hanno ORDINATO di dire che ogni morto è deceduto per COVID, e io non partecipo più a questo sporco gioco»",2020-06-22T00:00:00Z,2020-06-22T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2020/06/22/no-il-premio-nobel-mukwege-non-ha-dichiarato-che-ci-hanno-ordinato-di-dire-che-ogni-morto-e-deceduto-per-covid/,Notizia falsa,9,https://facta.news/notizia-falsa/2020/06/22/no-il-premio-nobel-mukwege-non-ha-dichiarato-che-ci-hanno-ordinato-di-dire-che-ogni-morto-e-deceduto-per-covid/,1.0
3362,3265,,,,,,,,,9,https://chequeado.com/el-explicador/es-falso-el-video-que-muestra-una-protesta-de-medicos-de-la-rioja-contra-alberto-fernandez/,
3363,3266,,,,,,,,,9,https://maldita.es/malditaciencia/2020/06/22/video-medico-no-hay-pandemia-coronavirus/,
3364,3268,,,,,,,,,9,https://chequeado.com/el-explicador/es-falso-que-una-vacuna-financiada-por-bill-gates-enfermo-a-1200-ninas-en-india/,
3365,3269,,These photos show the throats of COVID-19 patients,2020-01-22T00:00:00Z,2020-06-29T04:15:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/these-photos-have-circulated-reports-covid-19-pandemic,Misleading,9,https://factcheck.afp.com/these-photos-have-circulated-reports-covid-19-pandemic,1.0
3366,3270,La foto di Giuseppe Conte mentre mangia una fetta di pizza non è ...,La foto mostra Giuseppe Conte senza mascherina a giugno 2020 a Roma,2020-06-19T00:00:00Z,2020-06-25T00:00:00Z,,Facta,https://facta.news/fuori-contesto/2020/06/25/la-foto-di-giuseppe-conte-mentre-mangia-una-fetta-di-pizza-non-e-stata-scattata-durantee-la-pandemia-da-covid19/,Fuori contesto,9,https://facta.news/fuori-contesto/2020/06/25/la-foto-di-giuseppe-conte-mentre-mangia-una-fetta-di-pizza-non-e-stata-scattata-durantee-la-pandemia-da-covid19/,1.0
3367,3271,"Is the Nigerian government set to disburse N30,000 to citizens as ...","Information circulating across social media platforms, best illustrated through this link web message, claims that Nigeria's Federal Government has approved to disburse 30,000 to citizens as Covid-19 lockdown funds.",,2020-06-28T00:00:00Z,,Dubawa,https://dubawa.org/is-the-nigerian-government-set-to-disburse-n30000-to-citizens-as-covid-19-lockdown-funds/,"The site lacks credibility for the claims it has made. Besides, requiring users to share its links and provide their bank details makes the site more suspicious and questionable. In sum, its methods make it look like a typical site for fraudsters. The claim is FALSE.",9,https://dubawa.org/is-the-nigerian-government-set-to-disburse-n30000-to-citizens-as-covid-19-lockdown-funds/,1.0
3368,3272,,Accurate list of COVID-19 treatments,2020-06-22T00:00:00Z,2020-06-29T11:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/list-unsubstantiated-covid-19-treatments-circulates-online,False,9,https://factcheck.afp.com/list-unsubstantiated-covid-19-treatments-circulates-online,1.0
3369,3273,,,,,,,,,9,https://healthfeedback.org/claimreview/no-scientific-evidence-indicates-that-cannabis-can-prevent-or-cure-covid-19-in-patients-the-next-web/,
3370,3274,,COVID-19 vaccine will kill 50 million Americans,2020-05-08T00:00:00Z,2020-06-26T00:06:00Z,Judy Mikovits,AFP Fact Check,https://factcheck.afp.com/disgraced-us-researcher-makes-false-claims-about-vaccine-safety,False,9,https://factcheck.afp.com/disgraced-us-researcher-makes-false-claims-about-vaccine-safety,1.0
3371,3275,,,,,,,,,9,https://voxukraine.org/ru/fejk-karantin-eto-spetsoperatsiya-dlya-sozdaniya-kontslagerya/,
3372,3276,,,,,,,,,9,https://voxukraine.org/uk/fejk-koronavirus-tse-najmasshtabnisha-afera-ta-grabunok-ukrayintsiv/,
3373,3277,VERA FILES FACT CHECK: This boy died of leukemia; NOT a ...,Photo of boy in a Philippine hospital has COVID-19,2020-05-21T00:00:00Z,2020-06-22T00:00:00Z,Facebook page,VERA Files,https://verafiles.org/articles/vera-files-fact-check-boy-died-leukemia-not-covid-19-case,False,9,https://verafiles.org/articles/vera-files-fact-check-boy-died-leukemia-not-covid-19-case,1.0
3374,3278,,Die Regierung macht ab 4. Juli zwei Monate Sommerpause!!,2020-06-21T23:00:00Z,2020-06-25T14:10:57Z,Facebook-Post,Correctiv,https://correctiv.org/faktencheck/2020/06/25/nein-die-bundesregierung-macht-nicht-zwei-monate-urlaub/,Größtenteils falsch. Die Regierung macht nicht zwei Monate Urlaub. Es gibt ledigliche eine Sitzungspause des Bundestags.,9,https://correctiv.org/faktencheck/2020/06/25/nein-die-bundesregierung-macht-nicht-zwei-monate-urlaub,0.0
3375,3279,,,,,,,,,9,https://www.vishvasnews.com/english/viral/fact-check-no-samsung-is-not-giving-free-phones-to-students-during-coronavirus-pandemic-for-online-studies/,
3376,3280,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-repasses-a-estados-estejam-relacionados-ao-numero-de-mortos-pelo-novo-coronavirus/,
3377,3281,,,,,,,,,9,https://chequeado.com/verificacionfb/el-video-de-carrio-convocando-a-marchar-por-la-libertad-esta-sacado-de-contexto-no-es-actual-sino-de-2019/,
3378,3282,,,,,,,,,9,https://www.rappler.com/newsbreak/fact-check/264618-ovp-sent-spoiled-food-frontliners-diliman-doctors-hospital,
3379,3283,,,,,,,,,9,https://fatabyyano.net/%d8%a7%d9%84%d9%85%d9%83%d8%b3%d9%8a%d9%83-%d8%b1%d9%85%d9%8a-%d8%ac%d8%ab%d8%ab-%d9%85%d9%88%d8%aa%d9%89-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d9%81%d9%8a-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1-%d9%81/,
3380,3284,,,,,,,,,9,https://voxukraine.org/ru/fejk-yaponskij-professor-zayavil-chto-koronavirus-izgotovili-v-kitae/,
3381,3285,,"Face masks intended to stop the spread of COVID-19, including that they violate US labor standards for oxygen deprivation, cloth masks “do not filter anything” and trap carbon dioxide, surgical masks spread germs, and N95 masks expel unfiltered air.",2020-06-21T00:00:00Z,2020-06-30T22:57:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/covid-19-cases-spike-us-mask-misinformation-also-spreads,Partly False,9,https://factcheck.afp.com/covid-19-cases-spike-us-mask-misinformation-also-spreads,1.0
3382,3286,,,,,,,,,9,https://voxukraine.org/uk/fejk-koronavirus-tse-globalnij-obman-a-karantin-tse-genotsid/,
3383,3287,,,,,,,,,9,https://www.animalpolitico.com/elsabueso/falso-imagen-cuerpos-ecuador-arabia-saudita/,
3384,3288,,Kreuzreaktionen von PCR-Tests in Schlachthöfen,2020-06-20T23:00:00Z,2020-07-03T14:30:54Z,"Samuel Eckert, Wolfgang Wodarg",Correctiv,https://correctiv.org/faktencheck/2020/07/03/nein-pcr-tests-fuer-sars-cov-2-reagieren-nicht-positiv-auf-andere-coronaviren-von-nutztieren/,Falsch. Die PCR-Tests reagieren nicht positiv auf Coronaviren von Nutztieren.,9,https://correctiv.org/faktencheck/2020/07/03/nein-pcr-tests-fuer-sars-cov-2-reagieren-nicht-positiv-auf-andere-coronaviren-von-nutztieren,0.0
3385,3289,"Alberto Fernández, sobre el aumento de casos en CABA: “Querían ...","Querían salir a correr, salgan a correr. Esta es la consecuencia",2020-06-19T00:00:00Z,2020-06-19T00:00:00Z,"Alberto Fernández, sobre el aumento de casos en CABA",Chequeado,https://chequeado.com/ultimas-noticias/alberto-fernandez-sobre-el-aumento-de-casos-en-caba-querian-salir-a-correr-salgan-a-correr-esta-es-la-consecuencia/,Insostenible,9,https://chequeado.com/ultimas-noticias/alberto-fernandez-sobre-el-aumento-de-casos-en-caba-querian-salir-a-correr-salgan-a-correr-esta-es-la-consecuencia/,1.0
3386,3290,,,,,,,,,9,https://verafiles.org/articles/vera-files-fact-check-salty-and-sour-foods-do-not-cause-sars,
3387,3291,,,,,,,,,9,https://verafiles.org/articles/vera-files-fact-check-dexamethasone-life-saving-only-some-se,
3388,3292,Trump wrongly claims Biden wants to prosecute churchgoers,"“Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”",2020-06-23T00:00:00Z,,Donald Trump,PolitiFact,https://www.politifact.com/factchecks/2020/jun/23/donald-trump/trump-wrongly-claims-biden-wants-prosecute-churchg/,False,9,https://www.politifact.com/factchecks/2020/jun/23/donald-trump/trump-wrongly-claims-biden-wants-prosecute-churchg/,1.0
3389,3293,Non esiste ancora un «vaccino Covid-19» e questa lista di ...,L'elenco degli ingredienti del vaccino Covid-19,2020-06-20T00:00:00Z,2020-06-25T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2020/06/25/non-esiste-ancora-un-vaccino-covid-19-e-questa-lista-di-ingredienti-e-falsa/,Notizia falsa,9,https://facta.news/notizia-falsa/2020/06/25/non-esiste-ancora-un-vaccino-covid-19-e-questa-lista-di-ingredienti-e-falsa/,1.0
3390,3294,Quick Fact Check: Fake Post Claiming This Thane Lab Is Sealed ...,This Thane Lab Is Sealed Over False-Positive COVID19 Testing,2020-08-26T12:00:58Z,2020-08-26T12:00:58Z,FB user: Yogesh Sawant,,https://www.vishvasnews.com/english/health/quick-fact-check-fake-post-claiming-this-thane-lab-is-sealed-over-false-positive-covid-19-testing-resurfaces/,False,9,https://www.vishvasnews.com/health/fact-check-no-this-thane-lab-is-not-sealed-over-false-positive-covid-testing/,0.0
3391,3295,,,,,,,,,9,https://efectococuyo.com/cocuyo-chequea/termometros-infrarrojos/,
