,claimReviewed,datePublished,author_name,url
1387,Pesan berantai soal ditemukannya khasiat minum kopi terhadap penderita Covid-19 oleh dokter Li Wenliang,2020-10-09,Tempo.co,https://cekfakta.tempo.co/fakta/1047/fakta-atau-hoaks-benarkah-pesan-berantai-soal-minum-kopi-bisa-tangkal-covid-19-ini
1388,President Donald Trump claimed doctors said 'they've never seen a body kill the coronavirus' like his body,2020-10-08,USA TODAY,https://www.usatoday.com/story/news/factcheck/2020/10/08/fact-check-trump-quote-virus-his-body-fake/5925710002/
1389,"""I know they call them therapeutic, but to me it wasn’t therapeutic, it just made me better. OK, I call that a cure,"" referring to an antibody cocktail made by Regeneron to treat COVID-19.",2020-10-08,FactCheck.org,https://www.factcheck.org/2020/10/trump-overstates-status-of-covid-19-antibody-drugs/
1390,"President Donald Trump said, ""The doctors said they’ve never seen a body kill the Coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",2020-10-08,FactCheck.org,https://www.factcheck.org/2020/10/viral-image-spreads-bogus-trump-quote-on-covid-19-recovery/
1391,UV light destroys the novel coronavirus that causes COVID-19.,2020-10-08,"National Academies of Sciences, Engineering, and Medicine",https://www.nationalacademies.org/based-on-science/covid-19-does-ultraviolet-light-kill-the-coronavirus
1392,"“¡Se viene la temporada de influenza! Muchas personas mueren de influenza todos los años, a veces 100,000, y a pesar de la vacuna. ¿Vamos a cerrar el país? No. Hemos aprendido a vivir con ella, así como estamos aprendiendo a vivir con Covid, mucho menos letal en la mayoría de las poblaciones!!!”.",2020-10-08,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/coronavirus/cuales-son-las-enormes-diferencias-entre-el-covid-19-y-la-gripe-que-trump-insiste-en-tmna3838586
1393,"""Joe Biden aumentará los impuestos, en momentos en que estamos pasando por una pandemia""",2020-10-08,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/intenso-pero-mas-respetuoso-asi-fue-el-cara-cara-entre-kamala-harris-y-mike-pence-tmna3838764
1394,"“El coronavirus, es su nuevo fraude”",2020-10-08,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/el-contagio-de-trump-sera-tema-central-del-debate-entre-harris-y-pence-esto-es-lo-que-tmna3838764?liveblog._id=urn:newsml:localhost:2020-10-08T03:56:55.239334:0f401c1c-a7fe-42c3-a703-f24a4b38b0b6__editorial
1395,Ellos sabían lo que estaba pasando y no te lo dijeron (sobre el covid-19),2020-10-08,El detector / Univision Noticias,https://www.univision.com/noticias/kamala-harris-sobre-covid-19-ellos-sabian-lo-que-estaba-pasando-y-no-te-lo-dijeron
1396,El vicepresidente Mike Pence aseguró durante el debate vicepresidencial que Joe Biden “prohibirá el fracking”,2020-10-08,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/harris-critica-la-respuesta-de-la-administracion-trump-al-coronavirus-y-le-dice-pence-aun-tmna3838764?liveblog._id=urn:newsml:localhost:2020-10-08T04:33:05.637515:d6456cda-b963-4c2d-bc4d-74010a482747__editorial
1397,"""Sabemos que de las 50 personas que el Presidente Trump designó a la corte de apelación ni uno es negro""",2020-10-08,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/harris-critica-la-respuesta-de-la-administracion-trump-al-coronavirus-y-le-dice-pence-aun-tmna3838764?liveblog._id=urn:newsml:localhost:2020-10-08T05:17:20.113045:15ec18b7-734a-4ae9-8d09-7f0660e292a8__editorial
1398,Pence dijo que Obama y Biden gobernaron durante la recuperación económica más lenta desde la Gran Depresión,2020-10-08,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/harris-critica-la-respuesta-de-la-administracion-trump-al-coronavirus-y-le-dice-pence-aun-tmna3838764?liveblog._id=urn:newsml:localhost:2020-10-08T05:06:07.665234:1741a958-88c7-4443-a0f7-831763ead252__editorial
1399,Trump calificó al coronavirus como un engaño,2020-10-08,El detector / Univision Noticias,https://www.univision.com/noticias/kamala-harris-trump-califico-al-virus-como-un-engano
1400,"Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",2020-10-07,PolitiFact,https://www.politifact.com/factchecks/2020/oct/07/viral-image/trump-was-triumphant-after-leaving-hospital-he-did/
1401,“The government has released their initial plans to force a vaccine on everyone.”,2020-10-07,PolitiFact,https://www.politifact.com/factchecks/2020/oct/06/blog-posting/no-government-hasnt-released-plans-force-covid-19-/
1402,"WhatsApp Info: * Italy is the first country to perform a post-mortem (autopsy) on a dead body since Covid-19, and after extensive investigation it was found that Covid-19 is not a virus, but rather it is a huge global fraud. People are actually dying because of “multiplied global 5G electromagnetic radiation (poison)”. *

Doctors in Italy have violated World Health Organization (WHO) law that not to allow autopsies on corpses of people dying from the corona virus, so after some scientific discovery and investigation, they discovered it is not a virus, but a bacterium that causes death in the veins Blood vessels form, i.e., due to this bacterium, blood accumulates in the veins and veins causing this patient to die.",2020-10-07,Youturn,https://en.youturn.in/factcheck/did-italy-expose-the-covid-19-scam-conspiracy-theory-goes-viral.html
1403,The government is going to force a coronavirus vaccine on everyone.,2020-10-07,The Dispatch Fact Check,https://factcheck.thedispatch.com/p/is-the-government-going-to-force
1404,"“Si solo cuentas todas las muertes en los estados rojos, nos ubicamos segundos en muertes en el mundo, solo por detrás de Brasil”",2020-10-06,Politifact-Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/biden-dijo-que-si-se-cuentan-solo-las-muertes-por-covid-19-en-los-estados-rojos-eeuu-es-tmna3838391
1405,"""Many people every year, sometimes over 100,000, and despite the Vaccine, die from the Flu.""",2020-10-06,FactCheck.org,https://www.factcheck.org/2020/10/trumps-covid-19-misinformation-since-testing-positive/
1406,"Compares 100,000 flu deaths to COVID-19 to say the flu is more deadly in ""most populations.""",2020-10-06,PolitiFact,https://www.politifact.com/factchecks/2020/oct/06/donald-trump/donald-trumps-false-claim-covid-19-less-deadly-flu/
1407,La salud del presidente Donald Trump,2020-10-06,Politifact-Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/que-sabemos-de-la-salud-de-trump-y-el-covid-19-estos-son-sus-factores-de-riesgo-tmna3837933
1408,Percentual de mortes por Covid-19 é 75% menor em países que usam hidroxicloroquina,2020-10-06,Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/estudo-distorce-dados-para-dizer-que-paises-que-usaram-a-hidroxicloroquina-tiveram-75-menos-mortes-pela-covid-19/
1409,Vacina provocará defeitos genéticos e conterá nanopartículas de controle social,2020-10-06,Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/vacinas-contra-a-covid-19-nao-serao-capazes-de-provocar-danos-geneticos-nem-vao-monitorar-a-populacao/
1410,"Facebook user Mzia Artmeladze published a screenshot of the user Zura Jgenti’s post that depicts corpses in black body bags.  According to the description of the screenshot, corpses that died of coronavirus were “single-handedly” placed on the street, which means that increase in mortality is artificial. According to him, world media aroused fear in society. User Mzia Artmeladze repeats the same opinion in her post and states that the media ""tricked"" the whole world, as if many people died of coronavirus, while the public was shown fake corpses on the streets.",2020-10-06,myth detector,https://www.mythdetector.ge/en/myth/does-photo-depict-corpses-died-coronavirus
1411,GRÁFICO BBC EN EL DEBATE PRESIDENCIAL DE EE.UU. MUESTRA A CHILE COMO EL QUINTO PAÍS CON MÁS MUERTES POR COVID-19,2020-10-06,Fast Check CL,https://www.fastcheck.cl/2020/09/30/grafico-bbc-en-el-debate-presidencial-de-ee-uu-muestra-a-chile-como-el-quinto-pais-con-mas-muertes-por-covid-19-real/
1412,EXPERTOS BELGAS PIDEN QUE SE INVESTIGUE A LA OMS POR FALSA PANDEMIA DEL COVID-19,2020-10-06,Fast Check CL,https://www.fastcheck.cl/2020/10/02/expertos-belgas-piden-que-se-investigue-a-la-oms-por-falsa-pandemia-del-covid-19-impreciso/
1413,"""TODA CAUSA DE MUERTE ES COVID""",2020-10-06,Fast Check CL,https://www.fastcheck.cl/2020/10/05/toda-causa-de-muerte-es-covid-fake/
1414,"Die Zahl der Corona-Toten ist immer wieder Gegenstand von Diskussionen in sozialen Netzwerken. Nun kursiert das Video eines Arztes, in dem er behauptet, Covid-19 sei nur noch eine «Laborpandemie». «Wo sind die ganzen Toten?» sei die wichtigste Frage, erklärt der Urologe in dem Video. Eine gefährliche Erkrankung werde nämlich «durch die Toten bestimmt, nicht durch die Infizierten». Laut den neuesten Daten der amerikanischen Seuchenbehörde CDC seien in den USA «nur etwa 6 Prozent überhaupt ursächlich an Sars-CoV-2 gestorben».",2020-10-05,Deutsche Presse-Agentur,https://dpa-factchecking.com/germany/200910-99-504932
1415,Tenemos al covid totalmente controlado,2020-10-05,El detector / Univision Noticias,https://www.univision.com/noticias/cronologia-chequea-la-posicion-de-trump-frente-al-covid-19-desde-que-el-virus-aparecio
1416,Canada would like to reopen the border with the U.S.,2020-10-05,COVID-19 Facts,https://www.covid19facts.ca/en/fact-checked/does-canada-really-want-to-reopen-the-border-with-the-united-states
1417,"“I had no choice because I just didn’t want to stay in the White House.""",2020-10-05,Washington Post,https://www.washingtonpost.com/politics/2020/10/05/trump-kept-saying-victory-over-coronavirus-was-near-then-he-got-sick/
1418,Dos niños de 13 años en Alemania y una niña de 6 años han muerto por llevar mascarilla contra el coronavirus.,2020-10-05,Maldita.es,https://maldita.es/malditobulo/20201007/ninos-13-anos-nina-6-anos-muertos-alemania-uso-mascarilla/
1419,UCI de un hospital de Valencia vacía el 29 de septiembre de 2020,2020-10-05,Maldita.es,https://maldita.es/malditobulo/20201002/video-uci-hospital-valencia-vacio-coronavirus-covid/
1420,The 'left' exposed President Trump to COVID-19 during the Sept. 29 presidential debate,2020-10-04,USA TODAY,https://www.usatoday.com/story/news/factcheck/2020/10/04/fact-check-trump-could-have-been-exposed-covid-19-before-debate/3608785001/
1421, ‘కోవిడ్-19 లాంటి క్లిష్ట పరిస్థితుల్లో 150 దేశాలకు భారత్ అవసరమైన మందులు సరఫరా చేసింది. అక్కడి నాయకత్వంలో ఉన్న సేవా భావం ప్రపంచానికి ఆదర్శంగా నిలుస్తుంది’ అని WHO చీఫ్ టేడ్రోస్ ప్రశంసించాడు,2020-10-04,FACTLY,https://factly.in/telugu-who-chief-did-not-claim-india-supplied-medicines-to-150-countries-during-covid-19/
1422,"César Tralli, jornalista da globolixo vive vociferando para o povo usar máscara, olha o naipe dele! PQP. Como tem LIXO. Ui",2020-10-03,Boatos.org,https://www.boatos.org/entretenimento/cesar-tralli-flagrado-sem-mascara-andando-patins-pandemia.html
1423,"CHINA 1.6 BILHÕES DE HABITANTES. tiveram menos mortes que. ITALIA, ESPANHA, FRANÇA, países com população em torno de 70 milhões de habitantes. PORQUE? POVO VACINADO, EXCETO WUAN",2020-10-03,Boatos.org,https://www.boatos.org/mundo/populacao-china-vacinada-contra-covid-19-nao-precisou-fazer-lockdown.html
1424,nenhum laboratório que produzir a vacina poderá ser interpelado judicialmente por um efeito colateral danoso ou a própria morte da pessoa que tomou a vacina,2020-10-03,Boatos.org,https://www.boatos.org/saude/laboratorios-vacinas-contra-covid-19-isencao-responsabilidade-civil.html
1425,President Donald Trump's positive COVID-19 test result might be a 'con' job,2020-10-03,USA TODAY,https://www.usatoday.com/story/news/factcheck/2020/10/03/fact-check-false-claim-trumps-covid-19-test-result-con/5894945002/
1426,"""The Doomsday Plane was deployed 30 minutes prior to the official announcement of Trump's positive test.""",2020-10-02,FactCheck.org,https://www.factcheck.org/2020/10/misinformation-speculation-follow-trump-covid-19-diagnosis/
1427,Two “Doomsday Planes” took flight because of President Donald Trump’s COVID-19 diagnosis.,2020-10-02,PolitiFact,https://www.politifact.com/factchecks/2020/oct/02/facebook-posts/no-evidence-doomsday-planes-trump-covid-19-diagnos/
1428,"Mediante terapias innovadoras, redujimos la tasa de mortalidad en un 85% desde abril y estamos cerca de una cura",2020-10-02,El detector / Univision Noticias,https://www.univision.com/noticias/trump-engana-sobre-las-razones-de-la-disminucion-en-la-tasa-de-letalidad-de-la-covid-19
1429,"Contratación sanitarios, enfermeras, celadores, médicos auxiliares en hospitales de Madrid por el coronavirus",2020-10-02,Maldita.es,https://maldita.es/malditobulo/2020/09/25/hospitales-madrid-12-octubre-la-paz-princesa-ofertas-trabajo-empleo-no-reales/
1430,Bill Gates confirma que van a implantar chips en las vacunas del SARS-CoV-2,2020-10-02,Maldita.es,https://maldita.es/malditobulo/20210810/bill-gates-confirmado-implantar-chips-vacunas-covid-19/
1431,El presidente de Guinea destituye y golpea a su ministro de Salud por robar dinero desinado a el Covid-19,2020-10-02,Maldita.es,https://maldita.es/malditobulo/20200925/video-presidente-guinea-golpea-ministro-salud-robar-dinero-covid-19/
1432,"Si l’application StopCovid “a une utilité, il faut la rendre obligatoire”",2020-10-02,Les Surligneurs,https://lessurligneurs.eu/selon-le-senateur-patrick-chaize-lr-si-lapplication-stopcovid-a-une-utilite-il-faut-la-rendre-obligatoire/
1433,Tidak ada peneliti atau analis laboratorium yang terkena Covid-19,2020-10-02,Tempo.co,https://cekfakta.tempo.co/fakta/1037/fakta-atau-hoaks-benarkah-tak-ada-analis-laboratorium-yang-terkena-covid-19
1434,Video yang diklaim sebagai video jenazah para penghuni sebuah apartemen di Italia yang semuanya tewas akibat Covid-19,2020-10-02,Tempo.co,https://cekfakta.tempo.co/fakta/1019/fakta-atau-hoaks-benarkah-ini-video-penghuni-apartemen-italia-yang-semua-tewas-akibat-covid-19
1435,Tidak ada orang dengan gangguan jiwa yang meninggal karena Covid-19,2020-10-02,Tempo.co,https://cekfakta.tempo.co/fakta/1025/fakta-atau-hoaks-benarkah-tidak-ada-orang-dengan-gangguan-jiwa-yang-meninggal-karena-covid-19
1436,"Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",2020-10-01,PolitiFact,https://www.politifact.com/factchecks/2020/oct/01/donald-trump/donald-trumps-dubious-statement-about-presiding-ov/
1437,Biden cerrará todo el país por el coronavirus,2020-09-30,El detector / Univision Noticias,https://www.univision.com/noticias/trump-sobre-biden-y-covid-19-el-cerrara-todo-el-pais
1438,“Bad math (is) driving Wisconsin’s exploding positive test rate.”,2020-09-29,PolitiFact,https://www.politifact.com/factchecks/2020/sep/29/maciver-institute/analysis-bashing-dhs-covid-19-calculations-built-e/
1439,Hewan ternak lebih kebal terhadap infeksi Covid-19,2020-09-29,Tempo.co,https://cekfakta.tempo.co/fakta/1031/fakta-atau-hoaks-benarkah-hewan-ternak-lebih-kebal-pada-infeksi-covid-19
1440,Mensagem Dos médicos da UTI das Santa Casa. Queremos fazer um apelo cordial ao senso comum das pessoas que aceitaram a falta de confinamento,2020-09-27,Boatos.org,https://www.boatos.org/saude/medicos-uti-santa-casa-hospital-militar-escrevem-mensagem-covid-19.html
1441,"“Estamos muy cerca de obtener la vacuna”. “Podrían ser tres semanas, cuatro semanas, pero creemos que la tenemos”",2020-09-27,Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/coronavirus/trump-dice-que-la-vacuna-del-covid-19-estara-lista-en-octubre-pero-esto-es-improbable-tmna3836624
1442,Münchens-Corona-Inzidenzwert wird mit der falschen Einwohnerzahl berechnet,2020-09-26,BR24 Faktenfuchs,"https://www.br.de/nachrichten/wissen/faktenfuchs-muenchens-corona-inzidenzwert-ist-richtig-berechnet,SBbGBon"
1443,DOCUMENTO DEL BANCO MUNDIAL ASEGURA QUE LA PANDEMIA POR COVID-19 DURARÁ HASTA EL 2025,2020-09-26,Fast Check CL,https://www.fastcheck.cl/2020/09/23/documento-del-banco-mundial-asegura-que-la-pandemia-por-covid-19-durara-hasta-el-2025-fake/
1444,Família brasileira tomou uma vacina contra a covid para poder viajar para o exterior e pessoas morreram depois disso,2020-09-25,Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-irmaos-morreram-apos-se-vacinarem-contra-a-covid-19/
1445,"""We pioneered lifesaving therapies, reducing the fatality rate 85% since April.""",2020-09-25,FactCheck.org,https://www.factcheck.org/2020/09/trump-misleads-on-reasons-for-falling-covid-19-fatality-rate/
1446,"COVID-19 is bacterial, not viral, and can be easily treated with aspirin",2020-09-25,USA Today,https://www.usatoday.com/story/news/factcheck/2020/05/29/fact-check-covid-19-caused-virus-not-bacteria/5277398002/
1447,Gubernur DIY Sri Sultan Hamengkubuwono X menyebut positif dan negatif Covid-19 sama saja karena semua orang pasti meninggal,2020-09-24,Tempo.co,https://cekfakta.tempo.co/fakta/1026/fakta-atau-hoaks-benarkah-pernyataan-sultan-hb-x-soal-kasus-covid-19-pada-19-september-2020-hoaks
1448,Claim: VGP Dass not died in Covid 19,2020-09-24,Fact Crescendo,https://tamil.factcrescendo.com/factcheck-vgp-dass-not-died-in-covid-19/
1449,"There are no scientific studies that prove SARS-CoV-2, which causes COVID-19, exists",2020-09-23,Vera Files,https://verafiles.org/articles/vera-files-fact-check-fb-post-falsely-claims-coronavirus-not
1450,"வாட்ஸ்ஆப் தகவல் : * கோவிட் -19ல் இருந்து இறந்த உடலில் பிரேத பரிசோதனை (பிரேத பரிசோதனை) செய்த முதல் நாடாக இத்தாலி திகழ்கிறது, மேலும் விரிவான விசாரணையின் பின்னர் கோவிட் -19 வைரஸாக இல்லை என்று கண்டறியப்பட்டது, மாறாக இது மிகவும் ஒரு பெரிய உலகளாவிய மோசடி உள்ளது. “பெருக்கப்பட்ட உலகளாவிய 5 ஜி மின்காந்த கதிர்வீச்சு (விஷம்)” காரணமாக மக்கள் உண்மையில் இறந்து கொண்டிருக்கிறார்கள். *

கரோனா வைரஸால் இறக்கும் மக்களின் சடலங்கள் குறித்து பிரேத பரிசோதனை (பிரேத பரிசோதனை) செய்ய அனுமதிக்காத உலக சுகாதார அமைப்பு (WHO) சட்டத்தை இத்தாலியில் உள்ள மருத்துவர்கள் மீறியுள்ளனர், எனவே சில அறிவியல் கண்டுபிடிப்பு மற்றும் விசாரணையின் பின்னர், இந்த முகவரி இது ஒரு வைரஸ் அல்ல, ஆனால் மரணத்தை ஏற்படுத்தும் ஒரு பாக்டீரியம், இதன் காரணமாக நரம்புகளில் இரத்த நாளங்கள் உருவாகின்றன, அதாவது, இந்த பாக்டீரியாவின் காரணமாக, நரம்புகள் மற்றும் நரம்புகளில் இரத்தம் குவிந்து இந்த நோயாளி மரணத்திற்கான காரணியாகிறது.",2020-09-23,Youturn ,https://youturn.in/factcheck/italy-covid19-5g-conspiracy.html
1451,Une image prouve que les tests de COVID-19 circulent depuis 2018.,2020-09-22,Décrypteurs,https://ici.radio-canada.ca/nouvelle/1735667/tests-covid-19-2018-importations-banque-mondiale
1452,"“Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.""",2020-09-22,PolitiFact,https://www.politifact.com/factchecks/2020/sep/22/william-barr/covid-19-rules-second-only-slavery-civil-liberties/
1453,Tanto en contagios como en detener las muertes EEUU lo ha hecho mejor que Europa.,2020-09-22,El detector / Univision Noticias,https://www.univision.com/noticias/trump-repite-las-comparaciones-inexactas-de-covid-19-con-europa
1454,The benefits under the PMJJBY and PMSBY schemes can be claimed for COVID-19 related deaths,2020-09-22,FACTLY,https://factly.in/covid-19-related-deaths-are-covered-under-pmjjby-but-not-under-pmsby/
1455, ‘ప్రధానమంత్రి జీవ‌న్ జ్యోతి భీమా యోజ‌న’ మ‌రియు ‘ప్రధాన మంత్రి సుర‌క్షా భీమా యోజ‌న’ పథకాలలో కోవిడ్-19 మృతుల కుంటుంబాలకు కూడా రెండు లక్షల రూపాయలు ఇస్తారు,2020-09-22,FACTLY,https://factly.in/telugu-covid-19-related-deaths-are-covered-under-pmjjby-but-not-under-pmsby/
1456,"Palace Spokesperson Harry Roque claims that the Duterte administration deserves an 85 percent rating for effective COVID-19 response because it managed to minimize the number of deaths and infection, owing primarily for being the first country in Southeast Asia to impose a lockdown.",2020-09-22,Vera Files,https://verafiles.org/articles/vera-files-fact-check-roque-repeats-false-claim-covid-lockdo
1457,"Joe Biden “didn’t think [the coronavirus] was going to be a problem until months later,"" after late January. ""He was way late.""",2020-09-21,FactCheck.org,https://www.factcheck.org/2020/09/bidens-early-statements-about-the-coronavirus/
1458,"Militares franceses aseguran que el Covid-19 es una guerra total contra la población mundial para esclavizarla, controlarla, esterilizarla y reducirla",2020-09-21,Maldita.es,https://maldita.es/malditobulo/20210428/militares-franceses-covid-19-guerra-poblacion-mundial/
1459,"Pedro Cavadas: ""prefiero morir del 'covid' que ponerme esta vacuna""",2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200916/pedro-cavadas-prefiere-morir-covid-ponerse-vacuna/
1460,"ECDC ""ha tenido que ampliar la gama de colores para evidenciar que Madrid va sin frenos""",2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200916/mapa-madrid-ecdc-coronavirus-covid-centro-europeo-control-enfermedades/
1461,-,2020-09-21,Maldita.es,https://maldita.es/malditateexplica/20200917/foto-ninos-patio-colegio-mascarilla-coronavirus/
1462,-,2020-09-21,Maldita.es,https://maldita.es/malditobulo/2020/09/17/llamada-funcionario-ayuda-tasa-escolar-covid-19-bizum/
1463,Así sacan los cadáveres de fallecidos por COVID-19 de un hospital de Rusia,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200917/video-cadaveres-covid-19-rusia/
1464,Este tuit de Joe Biden de octubre de 2019 demuestra que sabía que se iba a liberar un virus,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200918/joe-biden-tuit-coronavirus-virus/
1465,Niños mantienen la distancia de seguridad en el colegio por el coronavirus pero los padres no,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200921/foto-colegio-padres-distancia-seguridad-rumania/
1466,En el Hospital Virgen Macarena de Sevilla el servicio de cardiovascular entero ha dado positivo por coronavirus junto a varios enfermeros de urgencias,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200921/servicio-cardiovascular-hospital-virgen-macarena-sevilla-positivo-coronavirus/
1467,Pedro Sánchez dice que el confinamiento nunca existió,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200921/pedro-sanchez-confinamiento-coronavirus/
1468,"Si puedes contener la respiración hasta que el punto rojo de este vídeo se mueva de A a B, estás libre de COVID-19 en este momento",2020-09-21,Maldita.es,https://maldita.es/malditobulo/20201009/contener-respiracion-tiempo-punto-rojo-a-b-libres-covid-19/
1469,La gripe mata más que el coronavirus y la COVID-19 se ha saltado Suecia,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20201006/no-ni-la-gripe-mata-mas-que-la-covid19-ni-el-coronavirus-se-ha-saltado-suecia-como-dice-este-video/
1470,Se hacen públicos documentos del Banco Mundial que indican que el Covid es un plan diseñado en 2018,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20201101/banco-mundial-2018-covid19-tabla/
1471,"ÚLTIMA HORA. Ayuso pillada con el micrófono abierto: ""Todo el día con la pandemia, me tenéis hasta el coño ya""",2020-09-21,Maldita.es,https://maldita.es/malditobulo/20200921/isabel-diaz-ayuso-pillada-microfono-abierto-pandemia-me-teneis-hasta-cono/
1472,Vídeo de aviones fumigando a la gente descaradamente en la playa y a baja altura en Perú. Por eso saben que va a haber un rebrote.,2020-09-21,Maldita.es,https://maldita.es/malditobulo/20201101/video-aviones-sobrevolando-playa-fumigando-coronavirus-peru-mexico/
1473,"Un sanitario enseña un cartel en el que dice el coronavirus está relacionado con la vacuna de la gripe, que las PCR no son eficaces y que las mascarillas son perjudiciales para la salud",2020-09-21,Maldita.es,https://maldita.es/malditobulo/2020/09/05/sanitario-cartel-coronavirus-vacuna-gripe-pcr-mascarillas/
1474,"The good news… Ramu, an Indian student at the University of Pondicherry, has finally found home remedies for COVID 19. It was first approved by the WHO. He proved that the effect of corona can be eliminated up to 100% if one teaspoon of black pepper powder, two teaspoons of honey and a little ginger juice are taken continuously for 5 days. The world is starting to take this treatment. Finally, a happy experience in 2020. Thank you, send it to all your groups.
",2020-09-19,Youturn,https://en.youturn.in/factcheck/pondicherry-student-covid19-remedy.html
1475,"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",2020-09-18,PolitiFact,https://www.politifact.com/factchecks/2020/sep/18/democratic-congressional-campaign-committee/ad-invokes-covid-claiming-garcia-said-people-shoul/
1476,"""And if president had done his job -- had done his job from the beginning [of the coronavirus outbreak] -- all the people would still be alive. All the people -- I'm not making this up, just look at the data.""",2020-09-18,FactCheck.org,https://www.factcheck.org/2020/09/factchecking-bidens-town-hall/
1477,"“We will start distributing [a coronavirus vaccine] immediately. …To the general public, very shortly there — I mean, really, to the general public: immediately.”",2020-09-18,FactCheck.org,https://www.factcheck.org/2020/09/trump-again-overstates-speed-of-covid-19-vaccine-rollout/
1478,"“Last year alone, 10 million fell ill from TB and 1.5 million died. ... Why don’t we wear masks for TB?”",2020-09-18,PolitiFact,https://www.politifact.com/factchecks/2020/sep/18/viral-image/post-misleads-about-covid-19-using-tuberculosis-da/
1479,“Nobody is found dead of corona in their homes.. They all die at the hospital.”,2020-09-18,PolitiFact,https://www.politifact.com/factchecks/2020/sep/18/facebook-posts/people-have-died-covid-19-home/
1480,"Thankfully… Here is a solution. If you want to remove the corona caller tune. Type Pre- RBT (Corona Caller Tune) * Airtel – * 646 * 224 #, BSNL – UNSUB 56700 (SMS), IDEA – STOP 155223 (SMS), VODAFONE – CANCT 144 (SMS), JIO – STOP 155223 (SMS). Everyone use this to deactivate ..",2020-09-18,Youturn,https://en.youturn.in/factcheck/corona-caller-tune-remove.html
1481,"""El plan de Biden elimina las fronteras de Estados Unidos en medio de una pandemia, e incluso está hablando de derribar el muro. ¡¿Qué tal?!""",2020-09-18,Politifact-Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/es-mentira-que-biden-quiera-derribar-el-muro-fronterizo-tmna3835074
1482,"""Afortunadamente, mientras el virus comenzó a extenderse, el presidente actuó rápido para asegurar que los ventiladores fueran a los hospitales que más los necesitaban”",2020-09-18,Noticias Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/elecciones-eeuu-2020/donald-trump-jr-dice-que-su-padre-actuo-rapido-para-contener-el-coronavirus-las-cifras-y-tmna3829957
1483,"""Toda la evidencia apunta al hecho de que nuestros niños son 17 veces más propensos a sufrir efectos nocivos de la influenza estacional que del coronavirus”",2020-09-18,Politifact-Telemundo,https://www.telemundo.com/noticias/noticias-telemundo/salud/este-dato-enganoso-esta-siendo-usado-para-minimizar-el-dano-del-covid-19-en-los-ninos-tmna3835097
1484,“The coronavirus … and this is their new hoax.”,2020-09-18,Washington Post,https://www.washingtonpost.com/politics/2020/09/18/biden-ad-isolates-wrong-trump-comments-coronavirus/
1485,Claim: PM Modi not rallied during covid 19 lockdown period,2020-09-18,Fact Crescendo,https://tamil.factcrescendo.com/factcheck-pm-modi-not-rallied-during-covid-19-lockdown-period/
1486,Claim: PM Modi not rallied during covid 19 lockdown period,2020-09-18,Fact Crescendo,https://tamil.factcrescendo.com/factcheck-this-picture-not-related-to-ram-temple-foundation-stone-laying-ceremony/
1487,"Vaksin Covid-19 akan menanamkan microchip yang diprogram untuk membantai 7,5 miliar nyawa dan melakukan perbudakan global",2020-09-18,Tempo.co,https://cekfakta.tempo.co/fakta/1016/fakta-atau-hoaks-benarkah-vaksin-covid-19-tanamkan-microchip-yang-diprogram-untuk-bantai-75-miliar-nyawa
1488,"Mass testing of Sturgis workers, residents result in no more positive results % than the rest of the state average.",2020-09-18,USA TODAY,https://www.usatoday.com/story/news/factcheck/2020/09/17/fact-check-sturgis-rallys-covid-19-cases-misstated-online-post/3458606001/
