checked_link,countries,date,id,justify,label,poynter_link,source,title
https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-estudo-vacina-fertilidade/,Brazil,2021-01-05 00:00:00,11,explanation actually  the study refered to in the post suggests covid19 itself can cause masculine infertility  not the vaccine,FALSE,https://www.poynter.org/?ifcn_misinformation=a-study-shows-that-covid-19-vaccines-can-cause-masculine-infertility, Agência Lupa, a study shows that covid19 vaccines can cause masculine infertility
https://piaui.folha.uol.com.br/lupa/2021/01/04/verificamos-cristina-kirchner-vacina/,Brazil,2021-01-04 00:00:00,12,explanation the photo is from 2013,FALSE,https://www.poynter.org/?ifcn_misinformation=a-photo-of-vice-president-from-argentina-cristina-kirchner-being-vaccinated-without-wearing-a-mask, Agência Lupa, a photo of vicepresident from argentina cristina kirchner being vaccinated without wearing a mask
https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-vice-eua-vacina/,Brazil,2021-01-05 00:00:00,13,explanation what flopped was a safety device in the syringe  not the needle itself that are pictures that show the needle traversing her skin,FALSE,https://www.poynter.org/?ifcn_misinformation=kamala-harris-vaccination-was-staged-because-the-needle-flopped, Agência Lupa, kamala harris vaccination was staged because the needle flopped
https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-caetano-coronavirus/,Brazil,2021-01-05 00:00:00,14,explanation the video is from january 2019,FALSE,https://www.poynter.org/?ifcn_misinformation=in-video-caetano-veloso-and-other-brazilian-artists-celebrate-new-years-day-agglomerating-without-masks, Agência Lupa, in video caetano veloso and other brazilian artists celebrate new years day agglomerating without masks
https://www.aosfatos.org/noticias/foto-de-maju-coutinho-na-praia-nao-e-recente-mas-de-maio-de-2019/,Brazil,2021-01-04 00:00:00,15,explanation the photo was taken in may 2019  before the covid19 pandemic the record of photographer jc pereira  from agnews  shows the anchor of jornal hoje during a walk on the edge of rio with her husband,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-shows-tv-presenter-maju-coutinho-on-the-beach-during-new-year, Aos Fatos, photo shows tv presenter maju coutinho on the beach during new year
https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-renata-vasconcellos-mascara/,Brazil,2021-01-05 00:00:00,16,explanation the photo is from 2013,FALSE,https://www.poynter.org/?ifcn_misinformation=photos-of-renata-vasconcelos-tv-journalist-and-three-actors-from-rede-globo-allegedly-in-na-agglomeration-not-wearing-masks, Agência Lupa, photos of renata vasconcelos tv journalist and three actors from rede globo allegedly in na agglomeration not wearing masks
Enfermeira que foi a primeira vacinada no Brasil tomou placebo durante testes da CoronaVac,Brazil,2021-01-18 00:00:00,17,explanation the butantan institute  responsible for the vaccines clinical tests in brazil  said the nurse was in the group that received the placebo and that her serological examination showed there was an absence of antibodies,FALSE,https://www.poynter.org/?ifcn_misinformation=nurse-who-was-the-first-vaccinated-in-brazil-had-already-been-immunized-during-coronavacs-clinical-trials, Aos Fatos, nurse who was the first vaccinated in brazil had already been immunized during coronavacs clinical trials
https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-estados-unidos-recomendar-hidroxicloroquina/,Brazil,2021-01-22 00:00:00,18,explanation hydroxychloroquine is not officially recommended as a treatment for covid19 by any us health authority,FALSE,https://www.poynter.org/?ifcn_misinformation=the-united-states-are-officially-recommending-hydroxychloroquine-against-covid-19, Agência Lupa, the united states are officially recommending hydroxychloroquine against covid19
https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-carlos-bolsonaro-vacina/,Brazil,2021-01-22 00:00:00,19,explanation the hospital mentioned in the tweet did not start vaccinating people the day it was published,FALSE,https://www.poynter.org/?ifcn_misinformation=carlos-bolsonaro-jair-bolsonaros-son-was-seen-taking-a-jab-at-a-military-hospital-in-rio-despite-not-being-in-any-priority-group, Agência Lupa, carlos bolsonaro jair bolsonaros son was seen taking a jab at a military hospital in rio despite not being in any priority group
https://www.aosfatos.org/noticias/bolsonaro-nao-desobedeceu-o-stf-nem-cometeu-crime-ao-enviar-ajuda-ao-amazonas/,Brazil,2021-01-22 00:00:00,20,explanation the brazilian federal government isnt prohibited by the supreme court from acting against the pandemic,FALSE,https://www.poynter.org/?ifcn_misinformation=jair-bolsonaro-disobeyed-the-supreme-court-and-committed-a-crime-of-responsibility-by-ordering-the-sending-of-supplies-and-equipment-to-amazonas, Aos Fatos, jair bolsonaro disobeyed the supreme court and committed a crime of responsibility by ordering the sending of supplies and equipment to amazonas
https://www.aosfatos.org/noticias/posts-usam-video-editado-ao-alegar-que-vacinacao-em-israel-foi-encenada/,Brazil,2021-01-04 00:00:00,21,explanation in fact  the full video shows that benmubhar is filmed while receiving the vaccine and encourages the population to become immunized against the disease after immunization  one of the people in the room commented he had forgotten to mention the name of the health unit the head of the council then repeats the speech while the nurse touches him with the syringe without a needle  just to register the scene again,FALSE,https://www.poynter.org/?ifcn_misinformation=video-proves-that-vaccination-in-israel-was-staged, Aos Fatos, video proves that vaccination in israel was staged
https://www.aosfatos.org/noticias/e-falso-que-china-nao-iniciou-vacinacao-contra-covid-19/,Brazil,2020-12-21 00:00:00,22,explanation the country started emergency immunization in july and  by december 19  had already vaccinated more than 650 000 people,FALSE,https://www.poynter.org/?ifcn_misinformation=china-did-not-start-vaccination-against-covid-19, Aos Fatos, china did not start vaccination against covid19
https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-enfermeiras-paraty-coronavac/,Brazil,2021-01-22 00:00:00,23,explanation the photo is real two nurses felt nauseated after taking a jab  and one of them vomited on the floor nonetheless  a few hours later  they were feeling better and were sent home they were not admited in any hospital this is not considered a severe reaction,FALSE,https://www.poynter.org/?ifcn_misinformation=photos-of-two-nurses-that-had-severe-adverse-reactions-against-covid-19-and-were-admitted-to-a-hospital, Agência Lupa, photos of two nurses that had severe adverse reactions against covid19 and were admitted to a hospital
https://www.aosfatos.org/noticias/enfermeiras-de-paraty-nao-passaram-mal-nem-foram-internadas-apos-tomar-coronavac/,Brazil,2021-01-21 00:00:00,24,explanation according to rio de janeiros government  there have been no reports of adverse reactions to the vaccine in the state so far,FALSE,https://www.poynter.org/?ifcn_misinformation=nurses-were-hospitalized-in-paraty-rio-de-janeiro-after-taking-a-dose-of-the-vaccine-produced-by-chinese-company-sinovac-biotech, Aos Fatos, nurses were hospitalized in paraty rio de janeiro after taking a dose of the vaccine produced by chinese company sinovac biotech
https://piaui.folha.uol.com.br/lupa/2021/01/20/verificamos-jovem-vacinado-disfarce/,Brazil,2021-01-20 00:00:00,25,explanation the images shown in the post are of a young man who wore an old man costume to rob a bank  in 2019,FALSE,https://www.poynter.org/?ifcn_misinformation=a-young-man-used-an-old-mans-disguise-to-get-himself-vaccinated-in-jaragua-do-sul-santa-catarina, Agência Lupa, a young man used an old mans disguise to get himself vaccinated in jaraguá do sul santa catarina
https://www.aosfatos.org/noticias/bolsonaro-nao-excluiu-de-suas-redes-sociais-fotos-em-que-promove-cloroquina/,Brazil,2021-01-20 00:00:00,26,explanation many of the images that were supposedly deleted are featured on his facebook  twitter  youtube and instagram profiles,FALSE,https://www.poynter.org/?ifcn_misinformation=president-jair-bolsonaro-deleted-all-social-media-photos-promoting-chloroquine, Aos Fatos, president jair bolsonaro deleted all social media photos promoting chloroquine
https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-angelica-vacina-covid/,Brazil,2021-01-19 00:00:00,27,explanation angélica never said that she has been actively campaigning for widespread vaccination,FALSE,https://www.poynter.org/?ifcn_misinformation=angelica-tv-presenter-said-she-is-not-taking-the-covid-19-vaccine-because-she-has-high-immunity, Agência Lupa, angélica tv presenter said she is not taking the covid19 vaccine because she has high immunity
https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-doria-criancas-vacinadas/,Brazil,2021-01-19 00:00:00,28,explanation the tweet is false children and teenagers are not on any priority group and they will not be vaccinated in school,FALSE,https://www.poynter.org/?ifcn_misinformation=joao-doria-governor-of-sao-paulo-tweeted-that-children-will-be-vaccinated-in-schools-from-february-onwards-even-though-the-coronavac-vaccine-is-not-recommended-for-this-age-group-2, Agência Lupa, joão doria governor of são paulo tweeted that children will be vaccinated in schools from february onwards even though the coronavac vaccine is not recommended for this age group
https://www.aosfatos.org/noticias/e-falso-que-governo-do-amazonas-deve-r-52-milhoes-white-martins/,Brazil,2021-01-18 00:00:00,29,explanation currently  the state pays a debt of r 12 million to the company  which denied having interrupted the oxygen supply due to debts,FALSE,https://www.poynter.org/?ifcn_misinformation=amazonas-government-owes-r-52-million-to-oxygen-company-white-martins, Aos Fatos, amazonas government owes r 52 million to oxygen company white martins
https://piaui.folha.uol.com.br/lupa/2021/01/18/verificamos-monica-calazans-placebo/,Brazil,2021-01-18 00:00:00,30,explanation she was in the control group  so she received a placebo during the trials,FALSE,https://www.poynter.org/?ifcn_misinformation=monica-calazans-the-first-person-to-be-vaccinated-against-covid-19-in-brazil-had-already-received-the-vaccine-since-she-was-part-of-the-trials, Agência Lupa, monica calazans the first person to be vaccinated against covid19 in brazil had already received the vaccine since she was part of the trials
https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-white-martins-oxigenio-amazonas/,Brazil,2021-01-15 00:00:00,31,explanation both the government and the company denied this situation exists also  other companies denied the claims that the government forbade them to sell oxygen to hospitals in manaus,FALSE,https://www.poynter.org/?ifcn_misinformation=white-martins-refused-to-cede-oxygen-to-public-hospitals-in-manaus-because-the-state-government-owed-them-52-million-reais-the-government-did-not-buy-it-from-other-companies-because-they-were-owned-b, Agência Lupa, white martins refused to cede oxygen to public hospitals in manaus because the state government owed them 52 million reais the government did not buy it from other companies because they were owned by political adversaries
https://www.aosfatos.org/noticias/e-falso-que-stf-afastou-bolsonaro-e-deu-governadores-controle-de-acoes-contra-pandemia/,Brazil,2021-01-18 00:00:00,32,explanation court decisions determined that states and municipalities have autonomy in adopting measures to contain the disease and that the federal government cannot act to reverse them however  ministers did not exempt the federal government from responsibilities for managing the crisis,FALSE,https://www.poynter.org/?ifcn_misinformation=the-brazillian-supreme-court-forbade-bolsonaro-to-interfere-in-the-isolation-measures-adopted-by-states-and-cities, Aos Fatos, the brazillian supreme court forbade bolsonaro to interfere in the isolation measures adopted by states and cities
https://www.aosfatos.org/noticias/video-nao-mostra-cilindros-de-oxigenio-da-lg-carregamento-e-da-white-martins/,Brazil,2021-01-15 00:00:00,33,explanation the cylinders shown in the video are part of a shipment from white martins,FALSE,https://www.poynter.org/?ifcn_misinformation=lg-stopped-manufacturing-air-conditioners-to-produce-oxygen-for-manaus, Aos Fatos, lg stopped manufacturing air conditioners to produce oxygen for manaus
https://www.aosfatos.org/noticias/nao-e-verdade-que-epidemiologista-disse-que-coronavac-nao-poderia-ser-aprovada/,Brazil,2021-01-15 00:00:00,34,explanation denise garrett  an epidemiologist and vice president of the sabin vaccine institute  never gave a statement of this kind and the data cited derives from an incorrect calculation made by the doctor to the site o antagonista  who did not wait for the number revision before publishing it,FALSE,https://www.poynter.org/?ifcn_misinformation=epidemiologist-says-coronavac-could-not-be-approved, Aos Fatos, epidemiologist says coronavac could not be approved
https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-detran-recolher-veiculos-manaus/,Brazil,2021-01-15 00:00:00,35,explanation although a curfew has been established in manaus to avoid covid19 spread  it does not say that cars will be impounded,FALSE,https://www.poynter.org/?ifcn_misinformation=the-department-of-transit-in-manaus-will-impound-any-car-on-the-streets-of-the-city-between-7pm-and-5am-as-a-measure-to-reduce-covid-19-spread, Agência Lupa, the department of transit in manaus will impound any car on the streets of the city between 7pm and 5am as a measure to reduce covid19 spread
https://www.aosfatos.org/noticias/e-falso-que-taxa-de-eficacia-da-coronavac-caiu-de-78-para-5038-e-4969/,Brazil,2021-01-14 00:00:00,36,explanation in fact  são paulo government announced on january 7 that coronavac was 7796 effective in preventing covid19 mild cases that would require hospitalization however  this data is a secondary outcome  related to a specific context  and should not be confused with the overall effectiveness rate  which is 5038 the 4969 efficiency data is not even official it emerged from projections made by users of social networks from a calculation that considers only the absolute number of occurrences of the disease among volunteers it is a methodology that exists and is called accumulated incidence  but which was not used by the butantan institute  and therefore cannot be attributed to coronavac in the way it does the piece of disinformation,FALSE,https://www.poynter.org/?ifcn_misinformation=coronavacs-effectiveness-rate-dropped-from-78-to-50-38-and-49-69, Aos Fatos, coronavacs effectiveness rate dropped from 78 to 5038 and 4969
https://www.aosfatos.org/noticias/e-falso-que-doria-foi-zombado-por-emissora-de-tv-nos-eua-video-foi-manipulado/,Brazil,2021-01-14 00:00:00,37,explanation the video accompanying the misinformation piece is old and has been digitally manipulated in the original  the news anchors were not talking about vaccines  nor about brazilian government officials  but laughing at the video of a cat playing inside a paper bag,FALSE,https://www.poynter.org/?ifcn_misinformation=governor-of-sao-paulo-joao-doria-was-mocked-by-tv-station-in-the-usa-for-coronavacs-effectiveness-rate, Aos Fatos, governor of são paulo joão doria was mocked by tv station in the usa for coronavacs effectiveness rate
https://www.aosfatos.org/noticias/e-falso-que-governo-de-sp-gastou-r-22-bilhoes-com-coronavac-para-imunizar-populacao-do-estado/,Brazil,2020-12-30 00:00:00,38,explanation both the ministry of health and the state department of health of sp refuted the values cited in the disinformation piece the sum of r  22 billion cited by the piece of disinformation as the cost to vaccinate the population of são paulo is close to the r  2266 billion that would be needed to purchase  for all brazils inhabitants  the two necessary doses of coronavac  which is produced through a partnership between the chinese pharmaceutical company sinovac and the butantan institute  linked to the government of são paulo,FALSE,https://www.poynter.org/?ifcn_misinformation=sao-paulo-government-spent-r-22-billion-with-coronavac-to-immunize-the-population-of-the-state, Aos Fatos, são paulo government spent r 22 billion with coronavac to immunize the population of the state
https://www.aosfatos.org/noticias/cristina-kirchner-nao-tomou-vacina-contra-covid-19-sem-mascara-foto-e-de-2013/,Brazil,2020-12-30 00:00:00,39,explanation the photo circulating on social media with the misleading claim is from 2013  when she was president of the country and promoting the flu vaccination campaign the record was posted by kirchner on twitter on march 21  2013 and published in argentine media outlets at the time,FALSE,https://www.poynter.org/?ifcn_misinformation=argentine-vice-president-cristina-kirchner-received-the-covid-19-vaccine-without-wearing-mask, Aos Fatos, argentine vicepresident cristina kirchner received the covid19 vaccine without wearing mask
https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-cristina-kirchner-apareca-sendo-vacinada-sem-agulha-nem-seringa-imagem-antiga-e-manipulada-alimenta-campanha-negacionista/,Brazil,2020-12-30 00:00:00,40,explanation image used by rumour is from 2013 during flu vaccination,FALSE,https://www.poynter.org/?ifcn_misinformation=argentinas-vice-president-pretended-to-receive-vaccine-for-covid-19, Estadão Verifica, argentinas vicepresident pretended to receive vaccine for covid19
https://politica.estadao.com.br/blogs/estadao-verifica/silas-malafaia-publica-video-enganoso-sobre-prescricao-da-ivermectina-contra-covid-19/,Brazil,2020-12-30 00:00:00,41,explanation studies have failed to prove ivermectins efficacy in treating or preventing infection by sarscov2,FALSE,https://www.poynter.org/?ifcn_misinformation=ivermectin-is-a-miraculous-drug-on-the-treatment-of-covid-19, Estadão Verifica, ivermectin is a miraculous drug on the treatment of covid19
https://piaui.folha.uol.com.br/lupa/2021/01/04/verificamos-argentina-vacina-covid/,Brazil,2021-01-04 00:00:00,42,explanation one of the photos was staged  the other shows the real vaccination they were both taken in the same spot  but from different angles,FALSE,https://www.poynter.org/?ifcn_misinformation=an-argentinian-man-received-two-jabs-on-the-same-day-on-different-plaves, Agência Lupa, an argentinian man received two jabs on the same day on different plaves
https://politica.estadao.com.br/blogs/estadao-verifica/mensagem-tira-de-contexto-dados-sobre-sintomas-adversos-da-vacina-pfizer/,Brazil,2020-12-28 00:00:00,43,explanation the real number of serious side effects is 00009 of people who received the shot,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizers-vaccine-caused-serious-reactions-in-1-of-people-who-received-it-in-the-us, Estadão Verifica, pfizers vaccine caused serious reactions in 1 of people who received it in the us
https://www.aosfatos.org/noticias/e-falso-que-o-ceo-da-pfizer-disse-que-nao-tomara-vacina-contra-covid-19-produzida-pela-empresa/,Brazil,2020-12-28 00:00:00,44,explanation the text refers to an executive interview with cnn on december 14  when he commented that he had not yet been vaccinated because he would not pass in front of the priority groups  which are made up of health professionals and nursing home residents,FALSE,https://www.poynter.org/?ifcn_misinformation=pfizer-ceo-said-he-will-not-get-covid-19-vaccine-produced-by-the-company, Aos Fatos, pfizer ceo said he will not get covid19 vaccine produced by the company
https://www.aosfatos.org/noticias/stf-nao-decidiu-em-2018-que-vacinacao-obrigatoria-seria-inconstitucional/,Brazil,2020-12-21 00:00:00,45,explanation the posts cite as source a report published in august 2018 that states that the ministry of health was drafting a technical note that recommended mandatory measles vaccination to all venezuelans entering brazil at the time  the country was experiencing an outbreak of the disease and  although mandatory immunization was already planned for immigrants  it did not extend to tourists  professionals or other venezuelan citizens who were in the country in the matter shared by the pieces  there is no mention of the stfs decision or psols action against the ministrys guidance,FALSE,https://www.poynter.org/?ifcn_misinformation=the-brazilian-supreme-court-ruled-in-2018-that-mandatory-vaccination-would-be-unconstitutional, Aos Fatos, the brazilian supreme court ruled in 2018 that mandatory vaccination would be unconstitutional
https://www.aosfatos.org/noticias/e-falso-que-enfermeira-americana-morreu-apos-tomar-vacina-contra-covid-19/,Brazil,2020-12-21 00:00:00,46,explanation the chi memorial hospital  where she works  denied the information and said the professional is healthy at home,FALSE,https://www.poynter.org/?ifcn_misinformation=american-nurse-died-after-receiving-vaccine-against-covid-19, Aos Fatos, american nurse died after receiving vaccine against covid19
https://piaui.folha.uol.com.br/lupa/2020/12/21/verificamos-associacao-medica-americana-ama-hidroxicloroquina-covid-19/,Brazil,2020-12-21 00:00:00,47,explanation a group of doctors proposed this move  but it has been rejected by the ama board,FALSE,https://www.poynter.org/?ifcn_misinformation=the-american-medical-association-passed-a-resolution-stating-that-hydroxychloroquine-should-be-used-as-an-early-treatment-for-covid-19, Agência Lupa, the american medical association passed a resolution stating that hydroxychloroquine should be used as an early treatment for covid19
https://piaui.folha.uol.com.br/lupa/2020/12/18/verificamos-vacinacao-venezuelanos/,Brazil,2020-12-18 00:00:00,48,explanation no case involving venezuelan immigrants and measles vaccines has ever been judged by the federal supreme court,FALSE,https://www.poynter.org/?ifcn_misinformation=the-federal-supreme-court-declared-that-venezuelan-immigrants-did-not-need-to-be-vaccined-against-measles-during-the-2018-outbreak-while-allowing-covid-19-vaccines-to-be-mandatory, Agência Lupa, the federal supreme court declared that venezuelan immigrants did not need to be vaccined against measles during the 2018 outbreak while allowing covid19 vaccines to be mandatory
https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-china-nao-usara-suas-proprias-vacinas/,Brazil,2020-12-18 00:00:00,49,explanation chine says it already uses emergencially vaccines from sinopharm and sinovac,FALSE,https://www.poynter.org/?ifcn_misinformation=china-wont-use-its-own-vaccines, Estadão Verifica, china wont use its own vaccines
https://piaui.folha.uol.com.br/lupa/2020/12/18/verificamos-prefeito-londres-vacinacao-contra-covid-19/,Brazil,2020-12-18 00:00:00,50,explanation the photo shows him taking a flu vaccine this particular photo was taken after he received the jab  and was taken for publicity reasons,FALSE,https://www.poynter.org/?ifcn_misinformation=the-mayor-of-london-faked-taking-a-covid-19-jab, Agência Lupa, the mayor of london faked taking a covid19 jab
https://www.aosfatos.org/noticias/foto-nao-mostra-prefeito-de-londres-fingindo-receber-dose-da-vacina-contra-covid-19/,Brazil,2020-12-18 00:00:00,51,explanation the image was recorded in september  during the flu campaign  and was taken just before the application  when the nurse is preparing to apply the vaccine,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-shows-london-mayor-pretending-to-receive-dose-of-covid-19-vaccine, Aos Fatos, photo shows london mayor pretending to receive dose of covid19 vaccine
https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/,Brazil,2021-01-19 00:00:00,52,explanation the australian vaccine mentioned in the audio did not infect people with hiv it did generate antibodies against hiv  which were detected in blood tests other claims made in the audio are also false,FALSE,https://www.poynter.org/?ifcn_misinformation=a-conspiracy-theory-audio-that-claims-amongst-other-things-that-an-australian-vaccine-infected-people-with-hiv, Agência Lupa, a conspiracy theory audio that claims amongst other things that an australian vaccine infected people with hiv
https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-venezuela-oxigenio-manaus/,Brazil,2021-01-19 00:00:00,53,explanation both things happened the venezuelan government donated oxygen from stateowned plants and white martins imported some more from their plants in venezuela,FALSE,https://www.poynter.org/?ifcn_misinformation=the-venezuelan-government-lied-when-it-claimed-to-have-donated-oxygen-to-manaus-actually-the-oxygen-that-went-from-venezuela-to-manaus-was-imported-by-white-martins, Agência Lupa, the venezuelan government lied when it claimed to have donated oxygen to manaus actually the oxygen that went from venezuela to manaus was imported by white martins
https://www.aosfatos.org/noticias/foto-em-que-neymar-aparece-sendo-vacinado-e-de-2010-nao-atual/,Brazil,2021-01-19 00:00:00,54,explanation the photo was taken during a vaccination campaign against h1n1 and hepatitis b viruses in 2010,FALSE,https://www.poynter.org/?ifcn_misinformation=ignoring-vaccination-groups-priorities-brazilian-soccer-player-neymar-cuts-in-vaccine-line, Aos Fatos, ignoring vaccination groups priorities brazilian soccer player neymar cuts in vaccine line
https://www.aosfatos.org/noticias/e-falso-que-angelica-disse-que-nao-tomara-vacina-contra-covid-19/,Brazil,2021-01-19 00:00:00,55,explanation in note  the spokesperson for the presenter informed she did not grant any radio interview and she will get the vaccine as soon as it is available to the group in which she fits,FALSE,https://www.poynter.org/?ifcn_misinformation=tv-presenter-angelica-said-she-will-not-be-vaccinated-against-covid-19-because-she-has-high-immunity, Aos Fatos, tv presenter angélica said she will not be vaccinated against covid19 because she has high immunity
https://www.aosfatos.org/noticias/posts-enganam-ao-dizer-que-venezuela-nao-doou-oxigenio-hospitalar-ao-brasil/,Brazil,2021-01-18 00:00:00,56,explanation although white martins has acted to import oxygen from its subsidiary in venezuela to serve health units in the state of amazonas  there is also another donation led by a venezuelan state company,FALSE,https://www.poynter.org/?ifcn_misinformation=venezuelan-government-did-not-donate-hospital-oxygen-to-brazil, Aos Fatos, venezuelan government did not donate hospital oxygen to brazil
https://piaui.folha.uol.com.br/lupa/2021/01/13/verificamos-pfizer-vacina-china/,Brazil,2021-01-13 00:00:00,57,explanation this photo was originally a meme  and shows a vape vaccine  but was taken seriously by social media users in brazil the vaccine made by pfizer is not produced in china,FALSE,https://www.poynter.org/?ifcn_misinformation=photo-of-an-alleged-package-of-the-pfizer-vaccine-it-says-made-in-china, Agência Lupa, photo of an alleged package of the pfizer vaccine it says made in china
https://piaui.folha.uol.com.br/lupa/2020/12/16/verificamos-video-pessoas-comprando-sapos-caminhonete-china/,Brazil,2020-12-16 00:00:00,58,explanation the video was shot in thailand  in 2019,FALSE,https://www.poynter.org/?ifcn_misinformation=a-video-allegedly-shot-in-china-shows-people-buying-frogs-from-a-truck-it-says-that-chinese-markets-are-open-again-after-the-country-reduced-covid-19-to-a-minimum, Agência Lupa, a video allegedly shot in china shows people buying frogs from a truck it says that chinese markets are open again after the country reduced covid19 to a minimum
